drugind_id,record_id,molregno,max_phase_for_ind,mesh_id,mesh_heading,efo_id,efo_term
53473,2473241,1782495,3.0,D006069,Gonorrhea,DOID:7551,gonorrhea
53474,2473439,1276066,1.0,D015451,"Leukemia, Lymphocytic, Chronic, B-Cell",EFO:0000095,chronic lymphocytic leukemia
53476,2794844,598402,2.0,D015658,HIV Infections,EFO:0000180,HIV-1 infection
53477,2793383,363589,2.0,D015658,HIV Infections,EFO:0000180,HIV-1 infection
53478,2473019,1926946,1.0,D006528,"Carcinoma, Hepatocellular",EFO:0000182,hepatocellular carcinoma
53479,2790797,417180,1.0,D024821,Metabolic Syndrome,EFO:0000195,metabolic syndrome
53480,2583007,2039198,1.0,D009190,Myelodysplastic Syndromes,EFO:0000198,myelodysplastic syndrome
53481,1699354,56713,3.0,D009190,Myelodysplastic Syndromes,EFO:0000198,myelodysplastic syndrome
53483,2473299,171245,2.0,D003876,"Dermatitis, Atopic",EFO:0000274,atopic eczema
53484,2473004,1262987,2.0,D003876,"Dermatitis, Atopic",EFO:0000274,atopic eczema
53486,2794844,598402,3.0,D001281,Atrial Fibrillation,EFO:0000275,atrial fibrillation
53493,1696499,1380993,1.0,D001943,Breast Neoplasms,EFO:0000305,breast carcinoma
53506,2473351,2832060,2.0,D029424,"Pulmonary Disease, Chronic Obstructive",EFO:0000341,chronic obstructive pulmonary disease
53507,2472922,6836,2.0,D029424,"Pulmonary Disease, Chronic Obstructive",EFO:0000341,chronic obstructive pulmonary disease
53508,2473304,1927070,2.0,D029424,"Pulmonary Disease, Chronic Obstructive",EFO:0000341,chronic obstructive pulmonary disease
53515,2794249,2096425,2.0,D003424,Crohn Disease,EFO:0000384,Crohn's disease
53516,1707027,1381951,3.0,D003424,Crohn Disease,EFO:0000384,Crohn's disease
53517,1697452,1380855,2.0,D003424,Crohn Disease,EFO:0000384,Crohn's disease
53518,2473768,2126088,2.0,D003928,Diabetic Nephropathies,EFO:0000401,diabetic nephropathy
53520,2790823,38833,2.0,D004827,Epilepsy,EFO:0000474,epilepsy
53521,2794902,410802,2.0,D005317,Fetal Growth Retardation,EFO:0000495,fetal growth restriction
53522,1706767,1381761,2.0,D005909,Glioblastoma,EFO:0000519,glioblastoma multiforme
53523,2473238,1927034,2.0,D005909,Glioblastoma,EFO:0000519,glioblastoma multiforme
53524,2795290,489525,1.0,D005909,Glioblastoma,EFO:0000519,glioblastoma multiforme
53525,2794902,410802,3.0,D006973,Hypertension,EFO:0000537,hypertension
53527,2795290,489525,2.0,D008080,Liposarcoma,EFO:0000569,liposarcoma
53528,2473759,1927272,1.0,D008223,Lymphoma,EFO:0000574,lymphoma
53529,2472998,1926934,1.0,D008223,Lymphoma,EFO:0000574,lymphoma
53530,1698344,316347,1.0,D009369,Neoplasms,EFO:0000616,neoplasm
53531,2473353,2335161,3.0,D009369,Neoplasms,EFO:0000616,neoplasm
53532,2473019,1926946,1.0,D009369,Neoplasms,EFO:0000616,neoplasm
53533,2472854,2564877,1.0,D009369,Neoplasms,EFO:0000616,neoplasm
53534,2473566,2739456,1.0,D009369,Neoplasms,EFO:0000616,neoplasm
53535,2473755,1927268,1.0,D009369,Neoplasms,EFO:0000616,neoplasm
53536,2472852,2292121,1.0,D009369,Neoplasms,EFO:0000616,neoplasm
53537,2473724,1927250,1.0,D009369,Neoplasms,EFO:0000616,neoplasm
53538,1707153,1382042,1.0,D009369,Neoplasms,EFO:0000616,neoplasm
53539,2473129,1037777,1.0,D009369,Neoplasms,EFO:0000616,neoplasm
53540,2473480,12922,1.0,D009369,Neoplasms,EFO:0000616,neoplasm
53541,1700790,2832009,0.5,D010518,Periodontitis,EFO:0000649,periodontitis
53543,2795290,489525,2.0,D011471,Prostatic Neoplasms,EFO:0000673,prostate adenocarcinoma
53546,2793537,14785,2.0,D011565,Psoriasis,EFO:0000676,psoriasis
53547,1696641,1381132,1.0,D011565,Psoriasis,EFO:0000676,psoriasis
53548,2793383,363589,2.0,D011565,Psoriasis,EFO:0000676,psoriasis
53549,2473747,1927263,2.0,D002292,"Carcinoma, Renal Cell",EFO:0000681,renal cell carcinoma
53550,2791398,47447,1.0,D012140,Respiratory Tract Diseases,EFO:0000684,respiratory system disease
53551,1706959,1381898,2.0,D001172,"Arthritis, Rheumatoid",EFO:0000685,rheumatoid arthritis
53552,1706923,1381873,3.0,D001172,"Arthritis, Rheumatoid",EFO:0000685,rheumatoid arthritis
53553,2472990,2007000,1.0,D001172,"Arthritis, Rheumatoid",EFO:0000685,rheumatoid arthritis
53554,2473492,2739465,1.0,D001172,"Arthritis, Rheumatoid",EFO:0000685,rheumatoid arthritis
53560,2792274,2039336,2.0,D055752,Small Cell Lung Carcinoma,EFO:0000702,small cell lung carcinoma
53561,2793537,14785,3.0,D002294,"Carcinoma, Squamous Cell",EFO:0000707,squamous cell carcinoma
53562,2794668,20027,2.0,D003093,"Colitis, Ulcerative",EFO:0000729,ulcerative colitis
53563,2792865,1413247,1.0,D015658,HIV Infections,EFO:0000764,HIV infection
53564,2472910,2041038,2.0,D054990,Idiopathic Pulmonary Fibrosis,EFO:0000768,idiopathic pulmonary fibrosis
53565,1706969,1381907,2.0,D002446,Celiac Disease,EFO:0001060,celiac disease
53567,2790823,38833,3.0,D009767,"Obesity, Morbid",EFO:0001074,morbid obesity
53571,2473115,1926980,4.0,D009101,Multiple Myeloma,EFO:0001378,multiple myeloma
53572,1705317,138792,3.0,D008107,Liver Diseases,EFO:0001421,liver disease
53573,1699865,1340894,1.0,D008107,Liver Diseases,EFO:0001421,liver disease
53574,2790778,457398,1.0,D008103,Liver Cirrhosis,EFO:0001422,cirrhosis of liver
53582,2138992,1763549,1.0,D055728,Primary Myelofibrosis,EFO:0002430,primary myelofibrosis
53590,2792095,66029,2.0,D019970,Cocaine-Related Disorders,EFO:0002610,cocaine dependence
53594,2473130,1926990,1.0,D016410,"Lymphoma, T-Cell, Cutaneous",EFO:0002913,Cutaneous T-cell lymphoma
53595,1698619,44905,2.0,D011247,Pregnancy,EFO:0002950,pregnancy
53596,1700015,22873,2.0,D009135,Muscular Diseases,EFO:0002970,muscular disease
53597,1937965,1592337,1.0,D006526,Hepatitis C,EFO:0003047,hepatitis C virus infection
53598,2794248,2096424,3.0,D002289,"Carcinoma, Non-Small-Cell Lung",EFO:0003060,non-small cell lung carcinoma
53600,2473712,1927245,2.0,D002289,"Carcinoma, Non-Small-Cell Lung",EFO:0003060,non-small cell lung carcinoma
53601,2473032,76361,2.0,D065626,Non-alcoholic Fatty Liver Disease,EFO:0003095,non-alcoholic fatty liver disease
53604,2793383,363589,2.0,D065626,Non-alcoholic Fatty Liver Disease,EFO:0003095,non-alcoholic fatty liver disease
53605,1700790,2832009,3.0,D065626,Non-alcoholic Fatty Liver Disease,EFO:0003095,non-alcoholic fatty liver disease
53606,2473402,1927103,2.0,D010523,Peripheral Nervous System Diseases,EFO:0003100,peripheral neuropathy
53607,1344885,675578,2.0,D010523,Peripheral Nervous System Diseases,EFO:0003100,peripheral neuropathy
53608,1702418,304304,2.0,D006333,Heart Failure,EFO:0003144,heart failure
53611,2790767,675723,2.0,D006331,Heart Diseases,EFO:0003777,heart disease
53615,2583420,2039299,3.0,D010146,Pain,EFO:0003843,pain
53617,1702940,119942,1.0,D010146,Pain,EFO:0003843,pain
53618,1699897,1376152,2.0,D010190,Pancreatic Neoplasms,EFO:0003860,pancreatic neoplasm
53620,2473747,1927263,3.0,D001943,Breast Neoplasms,EFO:0003869,breast neoplasm
53621,2473319,1440335,2.0,D001289,Attention Deficit Disorder with Hyperactivity,EFO:0003888,attention deficit hyperactivity disorder
53622,2473288,2077026,2.0,D013274,Stomach Neoplasms,EFO:0003897,stomach neoplasm
53623,2794902,410802,2.0,D047928,Premature Birth,EFO:0003917,premature birth
53624,2473600,1589277,2.0,D006255,"Rhinitis, Allergic, Seasonal",EFO:0003956,seasonal allergic rhinitis
53625,2473615,2741818,2.0,D006620,Hip Fractures,EFO:0003964,hip fracture
53626,2794459,445859,3.0,D019694,"Hepatitis B, Chronic",EFO:0004197,hepatitis B virus infection
53628,2790823,38833,2.0,D009771,Obsessive-Compulsive Disorder,EFO:0004242,obsessive-compulsive disorder
53629,1344442,675616,2.0,D002276,Carcinoid Tumor,EFO:0004243,carcinoid tumor
53630,1697412,675447,3.0,D009080,Mucocutaneous Lymph Node Syndrome,EFO:0004246,mucocutaneous lymph node syndrome
53631,2790915,34234,3.0,D019964,Mood Disorders,EFO:0004247,mood disorder
53632,2473747,1927263,3.0,D009303,Nasopharyngeal Neoplasms,EFO:0004252,nasopharyngeal neoplasm
53633,2794248,2096424,2.0,D009303,Nasopharyngeal Neoplasms,EFO:0004252,nasopharyngeal neoplasm
53634,2794902,410802,3.0,D058729,Peripheral Arterial Disease,EFO:0004265,peripheral arterial disease
53635,1696456,675360,1.0,D012148,Restless Legs Syndrome,EFO:0004270,restless legs syndrome
53636,1390842,699374,2.0,D006073,Gout,EFO:0004274,gout
53637,2473474,1927140,2.0,D016540,Smoking Cessation,EFO:0004319,smoking cessation
53638,1706431,1153572,3.0,D006086,Graft vs Host Disease,EFO:0004599,acute graft vs. host disease
53640,1702252,321964,3.0,D056887,Pelvic Organ Prolapse,EFO:0004710,pelvic organ prolapse
53643,2791839,1363930,4.0,D007896,Leishmaniasis,EFO:0005044,Leishmaniasis
53645,1699970,675144,2.0,D011183,Postoperative Complications,EFO:0005323,post-operative sign or symptom
53646,2790823,38833,1.0,D009293,Opioid-Related Disorders,EFO:0005611,opioid dependence
53647,1699850,631950,1.0,D054058,Acute Coronary Syndrome,EFO:0005672,acute coronary syndrome
53650,2472908,1926888,2.0,D009437,Neuralgia,EFO:0005762,neuropathic pain
53651,2791398,47447,4.0,D006255,"Rhinitis, Allergic, Seasonal",EFO:0005854,allergic rhinitis
53653,2793385,663382,3.0,D006255,"Rhinitis, Allergic, Seasonal",EFO:0005854,allergic rhinitis
53655,1392866,1121853,1.0,D008228,"Lymphoma, Non-Hodgkin",EFO:0005952,non-Hodgkins lymphoma
53658,1696461,1380975,3.0,D003668,Pressure Ulcer,EFO:0007067,decubitus ulcer
53659,2792986,140107,3.0,D003233,"Conjunctivitis, Allergic",EFO:0007141,allergic conjunctivitis
53660,1344997,675485,2.0,D010391,"Pemphigoid, Bullous",EFO:0007187,bullous pemphigoid
53661,1695999,1380175,2.0,D016778,"Malaria, Falciparum",EFO:0007444,Plasmodium falciparum malaria
53662,2793537,14785,2.0,D004806,Ependymoma,EFO:1000028,ependymoma
53663,1976741,378216,4.0,D014397,"Tuberculosis, Pulmonary",EFO:1000049,pulmonary tuberculosis
53664,1705219,456867,1.0,D012004,Rectal Neoplasms,EFO:1000657,rectum cancer
53665,1390843,675778,2.0,D012004,Rectal Neoplasms,EFO:1000657,rectum cancer
53666,1344998,675483,3.0,D012004,Rectal Neoplasms,EFO:1000657,rectum cancer
53668,2583703,2039369,2.0,D012393,Rosacea,EFO:1000760,rosacea
53669,2473308,1147515,2.0,D053201,"Urinary Bladder, Overactive",EFO:1000781,overactive bladder
53670,2790723,675136,3.0,D008303,Malignant Carcinoid Syndrome,EFO:1000852,carcinoid syndrome
53672,1697407,1380833,2.0,D018856,"Cystitis, Interstitial",EFO:1000869,chronic interstitial cystitis
53674,2473733,1927256,3.0,D009798,Ocular Hypertension,EFO:1001069,ocular hypertension
53675,2790723,675136,2.0,D004942,"Esophagitis, Peptic",EFO:1001095,peptic esophagitis
53676,2792016,675271,3.0,D004942,"Esophagitis, Peptic",EFO:1001095,peptic esophagitis
53677,1699370,421326,2.0,D011928,Raynaud Disease,EFO:1001145,Raynaud disease
53678,1696050,1380368,3.0,D011928,Raynaud Disease,EFO:1001145,Raynaud disease
53679,1704316,1378883,2.0,D012170,Retinal Vein Occlusion,EFO:1001157,retinal vein occlusion
53680,1679389,1369610,1.0,D012170,Retinal Vein Occlusion,EFO:1001157,retinal vein occlusion
53681,1707094,1382006,1.0,D018357,Respiratory Syncytial Virus Infections,EFO:1001413,Respiratory Syncytial Virus Infection
53682,1699833,675709,3.0,D012221,"Rhinitis, Allergic, Perennial",EFO:1001417,"Rhinitis, Allergic, Perennial"
53683,1696029,1380347,3.0,D017719,Diabetic Foot,EFO:1001459,diabetic foot
53684,1343754,675377,3.0,D017719,Diabetic Foot,EFO:1001459,diabetic foot
53686,2473238,1927034,1.0,D017719,Diabetic Foot,EFO:1001459,diabetic foot
53687,1701431,205165,2.0,D018316,Gliosarcoma,EFO:1001465,gliosarcoma
53688,1344885,675578,2.0,D049970,Graves Ophthalmopathy,EFO:1001466,Graves ophthalmopathy
53689,2792865,1413247,2.0,D020522,"Lymphoma, Mantle-Cell",EFO:1001469,Mantle cell lymphoma
53690,2139017,448872,3.0,D000375,Aging,GO:0007568,aging
53701,2472917,2154570,1.0,D006937,Hypercholesterolemia,HP:0003124,Hypercholesterolemia
53702,2473617,441984,1.0,D006937,Hypercholesterolemia,HP:0003124,Hypercholesterolemia
53703,2473183,1927023,2.0,D002100,Cachexia,HP:0004326,Cachexia
53705,1700029,13476,3.0,D003371,Cough,HP:0012735,Cough
53706,1696434,1380959,3.0,D003371,Cough,HP:0012735,Cough
53708,2794844,598402,3.0,D006470,Hemorrhage,MP:0001914,hemorrhage
53717,2790778,457398,2.0,D015451,"Leukemia, Lymphocytic, Chronic, B-Cell",EFO:0000095,chronic lymphocytic leukemia
53720,1702458,369464,2.0,D002294,"Carcinoma, Squamous Cell",EFO:0000181,head and neck squamous cell carcinoma
53721,2473480,12922,3.0,D006528,"Carcinoma, Hepatocellular",EFO:0000182,hepatocellular carcinoma
53722,1699884,1376145,2.0,D011471,Prostatic Neoplasms,EFO:0000196,metastatic prostate cancer
53723,2473310,1927074,1.0,D009190,Myelodysplastic Syndromes,EFO:0000198,myelodysplastic syndrome
53724,1702667,1334185,2.0,D009190,Myelodysplastic Syndromes,EFO:0000198,myelodysplastic syndrome
53725,2793537,14785,2.0,D009190,Myelodysplastic Syndromes,EFO:0000198,myelodysplastic syndrome
53727,1696265,1380670,3.0,D054198,Precursor Cell Lymphoblastic Leukemia-Lymphoma,EFO:0000220,acute lymphoblastic leukemia
53728,2790778,457398,2.0,D015470,"Leukemia, Myeloid, Acute",EFO:0000222,acute myeloid leukemia
53729,2472683,1926765,3.0,D015470,"Leukemia, Myeloid, Acute",EFO:0000222,acute myeloid leukemia
53730,2473612,1927203,1.0,D015470,"Leukemia, Myeloid, Acute",EFO:0000222,acute myeloid leukemia
53732,2473290,1927063,1.0,D000230,Adenocarcinoma,EFO:0000228,adenocarcinoma
53738,2792715,674441,3.0,D011470,Prostatic Hyperplasia,EFO:0000284,benign prostatic hyperplasia
53740,2583007,2039198,4.0,D001943,Breast Neoplasms,EFO:0000305,breast carcinoma
53743,2473714,1567700,4.0,D001943,Breast Neoplasms,EFO:0000305,breast carcinoma
53749,1696145,1380463,2.0,D002318,Cardiovascular Diseases,EFO:0000319,cardiovascular disease
53752,2583289,2039264,2.0,D029424,"Pulmonary Disease, Chronic Obstructive",EFO:0000341,chronic obstructive pulmonary disease
53753,2582925,675286,3.0,D029424,"Pulmonary Disease, Chronic Obstructive",EFO:0000341,chronic obstructive pulmonary disease
53754,1699825,1376108,2.0,D029424,"Pulmonary Disease, Chronic Obstructive",EFO:0000341,chronic obstructive pulmonary disease
53761,1699577,453911,3.0,D016403,"Lymphoma, Large B-Cell, Diffuse",EFO:0000403,diffuse large B-cell lymphoma
53762,2473287,586744,1.0,D005909,Glioblastoma,EFO:0000519,glioblastoma multiforme
53763,2791003,72035,1.0,D005909,Glioblastoma,EFO:0000519,glioblastoma multiforme
53764,2473100,1926832,2.0,D005909,Glioblastoma,EFO:0000519,glioblastoma multiforme
53765,1697523,1380924,2.0,D005909,Glioblastoma,EFO:0000519,glioblastoma multiforme
53768,1696251,1380656,3.0,D014947,Wounds and Injuries,EFO:0000546,injury
53770,1392921,1121908,2.0,D007938,Leukemia,EFO:0000565,leukemia
53772,1706190,165012,2.0,D008654,Mesothelioma,EFO:0000588,mesothelioma
53773,2472849,2335152,1.0,D009369,Neoplasms,EFO:0000616,neoplasm
53774,2472878,1297331,2.0,D009369,Neoplasms,EFO:0000616,neoplasm
53775,2583007,2039198,4.0,D009369,Neoplasms,EFO:0000616,neoplasm
53776,2473238,1927034,4.0,D009369,Neoplasms,EFO:0000616,neoplasm
53777,2473767,2739464,2.0,D009369,Neoplasms,EFO:0000616,neoplasm
53778,2794248,2096424,4.0,D009369,Neoplasms,EFO:0000616,neoplasm
53779,2473489,1342038,1.0,D009369,Neoplasms,EFO:0000616,neoplasm
53780,2473342,1977413,1.0,D009369,Neoplasms,EFO:0000616,neoplasm
53781,2472859,1615819,1.0,D009369,Neoplasms,EFO:0000616,neoplasm
53783,2473570,2368079,2.0,D009369,Neoplasms,EFO:0000616,neoplasm
53784,1392963,1121950,1.0,D009369,Neoplasms,EFO:0000616,neoplasm
53785,2473711,1927244,1.0,D009369,Neoplasms,EFO:0000616,neoplasm
53788,1706911,1381863,2.0,D009447,Neuroblastoma,EFO:0000621,neuroblastoma
53789,2473747,1927263,2.0,D012516,Osteosarcoma,EFO:0000637,osteosarcoma
53790,2795290,489525,2.0,D012516,Osteosarcoma,EFO:0000637,osteosarcoma
53792,1706270,502152,3.0,D011225,Pre-Eclampsia,EFO:0000668,preeclampsia
53793,1702665,624225,2.0,D011471,Prostatic Neoplasms,EFO:0000673,prostate adenocarcinoma
53794,2473171,1173912,2.0,D001172,"Arthritis, Rheumatoid",EFO:0000685,rheumatoid arthritis
53798,1696304,1380708,3.0,D055752,Small Cell Lung Carcinoma,EFO:0000702,small cell lung carcinoma
53799,2795290,489525,2.0,D055752,Small Cell Lung Carcinoma,EFO:0000702,small cell lung carcinoma
53800,2795251,88248,2.0,D002294,"Carcinoma, Squamous Cell",EFO:0000707,squamous cell carcinoma
53801,2473238,1927034,2.0,D002294,"Carcinoma, Squamous Cell",EFO:0000707,squamous cell carcinoma
53802,2139042,1563853,2.0,D002294,"Carcinoma, Squamous Cell",EFO:0000708,squamous cell lung carcinoma
53803,2792095,66029,2.0,D020521,Stroke,EFO:0000712,stroke
53804,2794844,598402,3.0,D020521,Stroke,EFO:0000712,stroke
53805,2794694,144940,2.0,D020521,Stroke,EFO:0000712,stroke
53806,2472893,2014531,2.0,D020521,Stroke,EFO:0000712,stroke
53807,2790823,38833,1.0,D020521,Stroke,EFO:0000712,stroke
53808,1702251,27639,1.0,D013345,Subarachnoid Hemorrhage,EFO:0000713,subarachnoid hemorrhage
53809,2473029,1926950,2.0,D003093,"Colitis, Ulcerative",EFO:0000729,ulcerative colitis
53810,2472723,1823083,3.0,D003093,"Colitis, Ulcerative",EFO:0000729,ulcerative colitis
53811,2139016,1763568,1.0,D003093,"Colitis, Ulcerative",EFO:0000729,ulcerative colitis
53812,2139024,1763574,4.0,D008545,Melanoma,EFO:0000756,melanoma
53813,1879123,1420377,3.0,D008545,Melanoma,EFO:0000756,melanoma
53814,1696294,675486,1.0,D000881,Anthrax,EFO:0000778,anthrax infection
53817,1696641,1381132,2.0,D009765,Obesity,EFO:0001073,obesity
53818,1697412,675447,1.0,D009765,Obesity,EFO:0001073,obesity
53826,2795266,624125,3.0,D055623,"Keratosis, Actinic",EFO:0002496,actinic keratosis
53830,1705448,75901,3.0,D021441,"Carcinoma, Pancreatic Ductal",EFO:0002517,pancreatic ductal adenocarcinoma
53831,1392946,1121933,2.0,D010190,Pancreatic Neoplasms,EFO:0002618,pancreatic carcinoma
53834,2472876,2341072,3.0,D002289,"Carcinoma, Non-Small-Cell Lung",EFO:0003060,non-small cell lung carcinoma
53835,2139022,1763572,3.0,D008080,Liposarcoma,EFO:0003085,dedifferentiated liposarcoma
53838,2792942,2039285,2.0,D007674,Kidney Diseases,EFO:0003086,kidney disease
53839,1879149,1540496,2.0,D065626,Non-alcoholic Fatty Liver Disease,EFO:0003095,non-alcoholic fatty liver disease
53840,1702428,697236,3.0,D006333,Heart Failure,EFO:0003144,heart failure
53841,2473730,2832043,2.0,D006333,Heart Failure,EFO:0003144,heart failure
53842,2473315,1149947,2.0,D002659,"Child Development Disorders, Pervasive",EFO:0003756,autism spectrum disorder
53844,1696050,1380368,2.0,D014029,Tobacco Use Disorder,EFO:0003768,nicotine dependence
53853,2794248,2096424,3.0,D001943,Breast Neoplasms,EFO:0003869,breast neoplasm
53854,2794844,598402,2.0,D016491,Peripheral Vascular Diseases,EFO:0003875,peripheral vascular disease
53855,2472875,592303,2.0,D010024,Osteoporosis,EFO:0003882,osteoporosis
53856,2473749,1927264,3.0,D010024,Osteoporosis,EFO:0003882,osteoporosis
53857,2794844,598402,3.0,D051436,"Renal Insufficiency, Chronic",EFO:0003884,chronic kidney disease
53861,2473469,2335155,1.0,D001289,Attention Deficit Disorder with Hyperactivity,EFO:0003888,attention deficit hyperactivity disorder
53862,2792095,66029,2.0,D001289,Attention Deficit Disorder with Hyperactivity,EFO:0003888,attention deficit hyperactivity disorder
53863,2790823,38833,1.0,D019966,Substance-Related Disorders,EFO:0003890,drug dependence
53864,2473747,1927263,3.0,D013274,Stomach Neoplasms,EFO:0003897,stomach neoplasm
53865,2794844,598402,3.0,D050197,Atherosclerosis,EFO:0003914,atherosclerosis
53867,2794232,6005,3.0,D020181,"Sleep Apnea, Obstructive",EFO:0003918,obstructive sleep apnea
53868,2473402,1927103,1.0,D020529,"Multiple Sclerosis, Relapsing-Remitting",EFO:0003929,relapsing-remitting multiple sclerosis
53871,1706431,1153572,3.0,D014820,Vitiligo,EFO:0004208,Vitiligo
53873,1703318,372428,3.0,D007627,Keloid,EFO:0004212,Keloid
53874,2790770,418414,2.0,D017544,"Aortic Aneurysm, Abdominal",EFO:0004214,Abdominal Aortic Aneurysm
53875,2473032,76361,1.0,D019698,"Hepatitis C, Chronic",EFO:0004220,chronic hepatitis C virus infection
53876,2790723,675136,3.0,D002276,Carcinoid Tumor,EFO:0004243,carcinoid tumor
53879,2790823,38833,3.0,D059020,Suicidal Ideation,EFO:0004320,suicidal ideation
53880,1699825,1376108,2.0,D055371,Acute Lung Injury,EFO:0004610,acute lung injury
53881,2473473,622622,2.0,D012735,"Sexual Dysfunction, Physiological",EFO:0004714,sexual dysfunction
53883,2473315,1149947,2.0,D001007,Anxiety,EFO:0005230,anxiety
53887,2473304,1927070,2.0,D009437,Neuralgia,EFO:0005762,neuropathic pain
53888,2473282,1927057,1.0,D009437,Neuralgia,EFO:0005762,neuropathic pain
53889,1698347,2217,3.0,D009357,Neonatal Abstinence Syndrome,EFO:0005799,neonatal abstinence syndrome
53890,1701869,1377643,2.0,D013375,Substance Withdrawal Syndrome,EFO:0005800,substance withdrawal syndrome
53891,2473352,1248755,1.0,D008228,"Lymphoma, Non-Hodgkin",EFO:0005952,non-Hodgkins lymphoma
53892,2473104,1724957,3.0,D008228,"Lymphoma, Non-Hodgkin",EFO:0005952,non-Hodgkins lymphoma
53893,2791401,297372,4.0,D006562,Herpes Zoster,EFO:0006510,Herpes Zoster
53894,2791014,1078496,1.0,D012772,"Shock, Septic",EFO:0006834,septic shock
53895,2793993,673274,3.0,D009325,Nausea,EFO:0006911,Chemotherapy-induced nausea and vomiting
53896,1696770,1381261,2.0,D003139,Common Cold,EFO:0007214,common cold
53898,1343942,675549,3.0,D003699,Hepatitis D,EFO:0007304,hepatitis D virus infection
53899,1700680,84655,3.0,D003699,Hepatitis D,EFO:0007304,hepatitis D virus infection
53900,1703556,29097,3.0,D016778,"Malaria, Falciparum",EFO:0007444,Plasmodium falciparum malaria
53901,1700074,255947,3.0,D016778,"Malaria, Falciparum",EFO:0007444,Plasmodium falciparum malaria
53903,2793351,10389,3.0,D016780,"Malaria, Vivax",EFO:0007445,Plasmodium vivax malaria
53904,1703310,1788,1.0,D016780,"Malaria, Vivax",EFO:0007445,Plasmodium vivax malaria
53905,2790915,34234,2.0,D019052,"Depression, Postpartum",EFO:0007453,postpartum depression
53906,1705272,52874,3.0,D014008,Tinea Pedis,EFO:0007512,tinea pedis
53908,1697096,1380281,3.0,D006828,Hydatidiform Mole,EFO:1000298,Hydatidiform Mole
53909,1699752,694190,2.0,D012128,Respiratory Distress Syndrome,EFO:1000637,acute respiratory distress syndrome
53910,1976828,1626787,2.0,D055948,Sarcopenia,EFO:1000653,sarcopenia
53911,1392866,1121853,2.0,D012004,Rectal Neoplasms,EFO:1000657,rectum cancer
53913,1344211,675577,2.0,D017497,Hidradenitis Suppurativa,EFO:1000710,hidradenitis suppurativa
53914,1702899,291960,3.0,D053201,"Urinary Bladder, Overactive",EFO:1000781,overactive bladder
53915,1706456,1380096,4.0,D053201,"Urinary Bladder, Overactive",EFO:1000781,overactive bladder
53916,1699896,1376151,2.0,D053201,"Urinary Bladder, Overactive",EFO:1000781,overactive bladder
53917,2473103,1926974,2.0,D003929,Diabetic Neuropathies,EFO:1000783,diabetic neuropathy
53918,1344998,675483,1.0,D003929,Diabetic Neuropathies,EFO:1000783,diabetic neuropathy
53920,1344998,675483,2.0,D018917,"Optic Neuropathy, Ischemic",EFO:1000809,anterior ischemic optic neuropathy
53922,2473611,2464685,1.0,D018589,Gastroparesis,EFO:1000948,gastroparesis
53924,1344998,675483,3.0,D012178,Retinopathy of Prematurity,EFO:1001158,retinopathy of prematurity
53925,1344211,675577,2.0,D014605,Uveitis,EFO:1001231,uveitis
53927,2583400,1837228,2.0,D018357,Respiratory Syncytial Virus Infections,EFO:1001413,Respiratory Syncytial Virus Infection
53928,1702319,70140,3.0,D017719,Diabetic Foot,EFO:1001459,diabetic foot
53929,2472745,1279531,2.0,D017719,Diabetic Foot,EFO:1001459,diabetic foot
53930,1976818,1626777,2.0,D018316,Gliosarcoma,EFO:1001465,gliosarcoma
53931,1702690,78759,3.0,D020522,"Lymphoma, Mantle-Cell",EFO:1001469,Mantle cell lymphoma
53932,1702671,1798218,1.0,D015266,"Carcinoma, Merkel Cell",EFO:1001471,Merkel cell skin cancer
53934,1705978,1380043,1.0,D001750,"Urinary Bladder, Neurogenic",HP:0000011,Neurogenic bladder
53935,2794005,561914,4.0,D014549,Urinary Incontinence,HP:0000020,Urinary incontinence
53938,2583703,2039369,2.0,D011537,Pruritus,HP:0000989,Pruritus
53942,2790797,417180,4.0,D006937,Hypercholesterolemia,HP:0003124,Hypercholesterolemia
53945,1703192,1378219,2.0,D061325,Hereditary Breast and Ovarian Cancer Syndrome,Orphanet:145,Hereditary breast and ovarian cancer syndrome
53952,2473045,2486474,2.0,D015451,"Leukemia, Lymphocytic, Chronic, B-Cell",EFO:0000095,chronic lymphocytic leukemia
53954,2794248,2096424,3.0,D002294,"Carcinoma, Squamous Cell",EFO:0000181,head and neck squamous cell carcinoma
53955,1706767,1381761,2.0,D006528,"Carcinoma, Hepatocellular",EFO:0000182,hepatocellular carcinoma
53956,2472715,2464684,1.0,D015470,"Leukemia, Myeloid, Acute",EFO:0000222,acute myeloid leukemia
53957,2473759,1927272,1.0,D015470,"Leukemia, Myeloid, Acute",EFO:0000222,acute myeloid leukemia
53958,2473722,1927249,1.0,D015470,"Leukemia, Myeloid, Acute",EFO:0000222,acute myeloid leukemia
53959,2473747,1927263,2.0,D003528,"Carcinoma, Adenoid Cystic",EFO:0000231,adenoid cystic carcinoma
53965,1704070,116848,3.0,D001024,Aortic Valve Stenosis,EFO:0000266,aortic stenosis
53967,1702476,1377901,2.0,D001281,Atrial Fibrillation,EFO:0000275,atrial fibrillation
53985,2473599,1439366,2.0,D029424,"Pulmonary Disease, Chronic Obstructive",EFO:0000341,chronic obstructive pulmonary disease
53987,2793383,363589,0.5,D006333,Heart Failure,EFO:0000373,congestive heart failure
53990,1706959,1381898,2.0,D003920,Diabetes Mellitus,EFO:0000400,diabetes mellitus
