molregno,syn_type,molsyn_id,res_stem_id,synonyms
528312,RESEARCH_CODE,18012,667.0,TCMDC-132399
528427,RESEARCH_CODE,18013,667.0,TCMDC-132420
532807,RESEARCH_CODE,18014,667.0,TCMDC-132428
542455,RESEARCH_CODE,18015,667.0,TCMDC-132438
533513,RESEARCH_CODE,18016,667.0,TCMDC-132439
527276,RESEARCH_CODE,18017,667.0,TCMDC-132461
525387,RESEARCH_CODE,18018,667.0,TCMDC-132469
536447,RESEARCH_CODE,18019,667.0,TCMDC-132477
527945,RESEARCH_CODE,18020,667.0,TCMDC-132482
533414,RESEARCH_CODE,18021,667.0,TCMDC-132494
531672,RESEARCH_CODE,18022,667.0,TCMDC-132502
536794,RESEARCH_CODE,18023,667.0,TCMDC-132505
535103,RESEARCH_CODE,18024,667.0,TCMDC-132514
536086,RESEARCH_CODE,18025,667.0,TCMDC-132515
530888,RESEARCH_CODE,18026,667.0,TCMDC-132517
533102,RESEARCH_CODE,18027,667.0,TCMDC-132521
541548,RESEARCH_CODE,18028,667.0,TCMDC-132529
533600,RESEARCH_CODE,18029,667.0,TCMDC-132535
537180,RESEARCH_CODE,18030,667.0,TCMDC-132542
537583,RESEARCH_CODE,18031,667.0,TCMDC-132545
529578,RESEARCH_CODE,18032,667.0,TCMDC-132576
528040,RESEARCH_CODE,18033,667.0,TCMDC-132590
532439,RESEARCH_CODE,18034,667.0,TCMDC-132591
525284,RESEARCH_CODE,18035,667.0,TCMDC-132595
541539,RESEARCH_CODE,18036,667.0,TCMDC-132622
542416,RESEARCH_CODE,18037,667.0,TCMDC-132624
530185,RESEARCH_CODE,18038,667.0,TCMDC-132632
534129,RESEARCH_CODE,18039,667.0,TCMDC-132634
530066,RESEARCH_CODE,18040,667.0,TCMDC-132641
542596,RESEARCH_CODE,18041,667.0,TCMDC-132647
529255,RESEARCH_CODE,18042,667.0,TCMDC-132653
527898,RESEARCH_CODE,18043,667.0,TCMDC-132662
541947,RESEARCH_CODE,18044,667.0,TCMDC-132669
540081,RESEARCH_CODE,18045,667.0,TCMDC-132670
536950,RESEARCH_CODE,18046,667.0,TCMDC-132674
537149,RESEARCH_CODE,18047,667.0,TCMDC-132675
526866,RESEARCH_CODE,18048,667.0,TCMDC-132702
540039,RESEARCH_CODE,18049,667.0,TCMDC-132720
541287,RESEARCH_CODE,18050,667.0,TCMDC-132754
540103,RESEARCH_CODE,18051,667.0,TCMDC-132781
541894,RESEARCH_CODE,18052,667.0,TCMDC-132782
541073,RESEARCH_CODE,18053,667.0,TCMDC-132783
534514,RESEARCH_CODE,18054,667.0,TCMDC-132789
535032,RESEARCH_CODE,18055,667.0,TCMDC-132799
534605,RESEARCH_CODE,18056,667.0,TCMDC-132802
539725,RESEARCH_CODE,18057,667.0,TCMDC-132804
534124,RESEARCH_CODE,18058,667.0,TCMDC-132805
538777,RESEARCH_CODE,18059,667.0,TCMDC-132809
538126,RESEARCH_CODE,18060,667.0,TCMDC-132814
530742,RESEARCH_CODE,18061,667.0,TCMDC-132819
530869,RESEARCH_CODE,18062,667.0,TCMDC-132829
528627,RESEARCH_CODE,18063,667.0,TCMDC-132834
536488,RESEARCH_CODE,18064,667.0,TCMDC-132846
525540,RESEARCH_CODE,18065,667.0,TCMDC-132855
526419,RESEARCH_CODE,18066,667.0,TCMDC-132863
525456,RESEARCH_CODE,18067,667.0,TCMDC-132878
534772,RESEARCH_CODE,18068,667.0,TCMDC-132883
542166,RESEARCH_CODE,18069,667.0,TCMDC-132892
530689,RESEARCH_CODE,18070,667.0,TCMDC-132902
525971,RESEARCH_CODE,18071,667.0,TCMDC-132905
534607,RESEARCH_CODE,18072,667.0,TCMDC-132911
526337,RESEARCH_CODE,18073,667.0,TCMDC-132913
528357,RESEARCH_CODE,18074,667.0,TCMDC-132919
533948,RESEARCH_CODE,18075,667.0,TCMDC-132932
533363,RESEARCH_CODE,18076,667.0,TCMDC-132936
534359,RESEARCH_CODE,18077,667.0,TCMDC-132949
533662,RESEARCH_CODE,18078,667.0,TCMDC-132952
525899,RESEARCH_CODE,18079,667.0,TCMDC-132953
541860,RESEARCH_CODE,18080,667.0,TCMDC-132956
530587,RESEARCH_CODE,18081,667.0,TCMDC-132964
526192,RESEARCH_CODE,18082,667.0,TCMDC-132965
535685,RESEARCH_CODE,18083,667.0,TCMDC-132976
526022,RESEARCH_CODE,18084,667.0,TCMDC-132979
539890,RESEARCH_CODE,18085,667.0,TCMDC-132984
529187,RESEARCH_CODE,18086,667.0,TCMDC-132991
542299,RESEARCH_CODE,18087,667.0,TCMDC-133004
533644,RESEARCH_CODE,18088,667.0,TCMDC-133024
538736,RESEARCH_CODE,18089,667.0,TCMDC-133033
542991,RESEARCH_CODE,18090,667.0,TCMDC-133040
538038,RESEARCH_CODE,18091,667.0,TCMDC-133055
538909,RESEARCH_CODE,18092,667.0,TCMDC-133057
537805,RESEARCH_CODE,18093,667.0,TCMDC-133069
542552,RESEARCH_CODE,18094,667.0,TCMDC-133085
525038,RESEARCH_CODE,18095,667.0,TCMDC-133089
528012,RESEARCH_CODE,18096,667.0,TCMDC-133120
537166,RESEARCH_CODE,18097,667.0,TCMDC-133121
525881,RESEARCH_CODE,18098,667.0,TCMDC-133138
542346,RESEARCH_CODE,18099,667.0,TCMDC-133151
535280,RESEARCH_CODE,18100,667.0,TCMDC-133172
525175,RESEARCH_CODE,18101,667.0,TCMDC-133177
537689,RESEARCH_CODE,18102,667.0,TCMDC-133178
541316,RESEARCH_CODE,18103,667.0,TCMDC-133183
539321,RESEARCH_CODE,18104,667.0,TCMDC-133190
536772,RESEARCH_CODE,18105,667.0,TCMDC-133197
536078,RESEARCH_CODE,18106,667.0,TCMDC-133201
540555,RESEARCH_CODE,18107,667.0,TCMDC-133231
537430,RESEARCH_CODE,18108,667.0,TCMDC-133246
540572,RESEARCH_CODE,18109,667.0,TCMDC-133250
540752,RESEARCH_CODE,18110,667.0,TCMDC-133256
531771,RESEARCH_CODE,18111,667.0,TCMDC-133259
533214,RESEARCH_CODE,18112,667.0,TCMDC-133260
529304,RESEARCH_CODE,18113,667.0,TCMDC-133265
536500,RESEARCH_CODE,18114,667.0,TCMDC-133272
531294,RESEARCH_CODE,18115,667.0,TCMDC-133273
537636,RESEARCH_CODE,18116,667.0,TCMDC-133304
532795,RESEARCH_CODE,18117,667.0,TCMDC-133307
537852,RESEARCH_CODE,18118,667.0,TCMDC-133309
542571,RESEARCH_CODE,18119,667.0,TCMDC-133319
530218,RESEARCH_CODE,18120,667.0,TCMDC-133338
528382,RESEARCH_CODE,18121,667.0,TCMDC-133349
532104,RESEARCH_CODE,18122,667.0,TCMDC-133351
536255,RESEARCH_CODE,18123,667.0,TCMDC-133359
525141,RESEARCH_CODE,18124,667.0,TCMDC-133361
532798,RESEARCH_CODE,18125,667.0,TCMDC-133372
542447,RESEARCH_CODE,18126,667.0,TCMDC-133377
529065,RESEARCH_CODE,18127,667.0,TCMDC-133380
525251,RESEARCH_CODE,18128,667.0,TCMDC-133382
524838,RESEARCH_CODE,18129,667.0,TCMDC-133409
533124,RESEARCH_CODE,18130,667.0,TCMDC-133416
536658,RESEARCH_CODE,18131,667.0,TCMDC-133425
534364,RESEARCH_CODE,18132,667.0,TCMDC-133433
541150,RESEARCH_CODE,18133,667.0,TCMDC-133440
532713,RESEARCH_CODE,18134,667.0,TCMDC-133444
531211,RESEARCH_CODE,18135,667.0,TCMDC-133454
531842,RESEARCH_CODE,18136,667.0,TCMDC-133466
530633,RESEARCH_CODE,18137,667.0,TCMDC-133483
542229,RESEARCH_CODE,18138,667.0,TCMDC-133505
530534,RESEARCH_CODE,18139,667.0,TCMDC-133507
535980,RESEARCH_CODE,18140,667.0,TCMDC-133524
539779,RESEARCH_CODE,18141,667.0,TCMDC-133526
533192,RESEARCH_CODE,18142,667.0,TCMDC-133532
535366,RESEARCH_CODE,18143,667.0,TCMDC-133542
535551,RESEARCH_CODE,18144,667.0,TCMDC-133544
470083,RESEARCH_CODE,18256,,GRL-0255A
505375,RESEARCH_CODE,18257,341.0,L-696474
520481,RESEARCH_CODE,18258,100.0,BRL-50481
543178,RESEARCH_CODE,18259,341.0,L-745870
543178,RESEARCH_CODE,18260,,NCGC00094126-01
561988,RESEARCH_CODE,18261,341.0,L-703717
572718,RESEARCH_CODE,18262,,HQL-79
598111,RESEARCH_CODE,18263,,CIL-102
599929,RESEARCH_CODE,18264,,GRL-0355
608337,RESEARCH_CODE,18265,,UCL-1848
650788,RESEARCH_CODE,18266,,GRL-0667
705730,RESEARCH_CODE,18267,341.0,L-750667
705730,RESEARCH_CODE,18268,,NCGC00094070-01
705732,RESEARCH_CODE,18269,341.0,L-733060
705732,RESEARCH_CODE,18270,,NCGC00094093-01
705747,RESEARCH_CODE,18271,341.0,L-703606
705747,RESEARCH_CODE,18272,341.0,L-703606 oxalate
705910,RESEARCH_CODE,18273,341.0,L-687384
705910,RESEARCH_CODE,18274,,NCGC00094067-01
705919,RESEARCH_CODE,18275,,NCGC00094138-01
705919,RESEARCH_CODE,18276,372.0,MDL-105519
22763,RESEARCH_CODE,18277,,NCGC00094440-01
21693,RESEARCH_CODE,18278,437.0,NSC-115919
42425,RESEARCH_CODE,18279,437.0,NSC-88178
48378,RESEARCH_CODE,18280,437.0,NSC-601291
54694,RESEARCH_CODE,18282,437.0,NSC-289517
72283,RESEARCH_CODE,18283,437.0,NSC-158324
84295,RESEARCH_CODE,18284,437.0,NSC-123111
116107,RESEARCH_CODE,18285,437.0,NSC-89
122105,RESEARCH_CODE,18286,437.0,NSC-31884
172779,RESEARCH_CODE,18287,437.0,NSC-114945
189314,RESEARCH_CODE,18288,437.0,NSC-622444
216276,RESEARCH_CODE,18290,437.0,CAS 69-91-0
232159,RESEARCH_CODE,18291,437.0,NSC-289523
336081,RESEARCH_CODE,18292,437.0,NSC-401077
340692,RESEARCH_CODE,18293,437.0,NSC-115890
681558,RESEARCH_CODE,18295,437.0,NSC-322091
370191,RESEARCH_CODE,18296,437.0,NSC-12451
370266,RESEARCH_CODE,18297,437.0,NSC-45174
373511,RESEARCH_CODE,18298,437.0,NSC-37173
373569,RESEARCH_CODE,18299,437.0,NSC-1614
373574,RESEARCH_CODE,18300,437.0,NSC-8797
373607,RESEARCH_CODE,18301,437.0,NSC-30171
373613,RESEARCH_CODE,18302,437.0,NSC-37031
373614,RESEARCH_CODE,18303,437.0,NSC-45592
373620,RESEARCH_CODE,18304,437.0,NSC-58046
373639,RESEARCH_CODE,18306,437.0,NSC-324572
373652,RESEARCH_CODE,18307,437.0,NSC-324981
373684,RESEARCH_CODE,18308,437.0,NSC-26699
373685,RESEARCH_CODE,18309,437.0,NSC-326211
386616,RESEARCH_CODE,18310,437.0,NSC-108339
387585,RESEARCH_CODE,18312,437.0,NSC-35350
405955,RESEARCH_CODE,18313,437.0,NSC-661755
422324,RESEARCH_CODE,18314,437.0,NSC-748392
430218,RESEARCH_CODE,18315,437.0,NSC-339663
433672,OTHER,18316,437.0,NSC-88135
439416,RESEARCH_CODE,18317,437.0,NSC-371832
439465,RESEARCH_CODE,18318,437.0,NSC-299588
439512,RESEARCH_CODE,18319,437.0,NSC-35952
439666,RESEARCH_CODE,18320,437.0,NSC-17251
439667,RESEARCH_CODE,18321,437.0,NSC-23448
443988,RESEARCH_CODE,18322,437.0,NSC-294826
444037,RESEARCH_CODE,18323,437.0,NSC-332563
444039,RESEARCH_CODE,18324,437.0,NSC-287088
444736,RESEARCH_CODE,18325,437.0,NSC-266494
450124,RESEARCH_CODE,18326,437.0,NSC-382025
450770,OTHER,18327,437.0,NSC-88135
450834,RESEARCH_CODE,18328,437.0,NSC-87877
450835,RESEARCH_CODE,18329,437.0,NSC-81395
452892,RESEARCH_CODE,18331,437.0,NSC-120634
452893,RESEARCH_CODE,18332,437.0,NSC-119910
460453,RESEARCH_CODE,18333,437.0,NSC-119437
460541,RESEARCH_CODE,18334,437.0,NSC-332542
460542,RESEARCH_CODE,18335,437.0,NSC-210268
460543,RESEARCH_CODE,18336,437.0,NSC-56681
460544,RESEARCH_CODE,18337,437.0,NSC-161061
460635,RESEARCH_CODE,18338,437.0,NSC-112915
460636,RESEARCH_CODE,18339,437.0,NSC-317609
460637,RESEARCH_CODE,18340,437.0,NSC-92812
460715,RESEARCH_CODE,18341,437.0,NSC-97424
460716,RESEARCH_CODE,18342,437.0,NSC-15153
460717,RESEARCH_CODE,18343,437.0,NSC-174493
460718,RESEARCH_CODE,18344,437.0,NSC-333447
460719,RESEARCH_CODE,18345,437.0,NSC-343727
460794,RESEARCH_CODE,18346,437.0,NSC-32200
460795,RESEARCH_CODE,18347,437.0,NSC-43129
461383,RESEARCH_CODE,18348,437.0,NSC-658339
462494,RESEARCH_CODE,18349,437.0,NSC-146396
462495,RESEARCH_CODE,18350,437.0,NSC-171554
462512,RESEARCH_CODE,18351,437.0,NSC-179207
466478,RESEARCH_CODE,18352,437.0,NSC-119236
470862,RESEARCH_CODE,18353,437.0,NSC-695801
470863,RESEARCH_CODE,18354,437.0,NSC-695800
483169,RESEARCH_CODE,18355,437.0,NSC-664242
483670,RESEARCH_CODE,18356,437.0,NSC-68222
483677,RESEARCH_CODE,18357,437.0,NSC-9220
483692,RESEARCH_CODE,18358,437.0,NSC-61836
483785,OTHER,18359,,NSC-363005
483810,RESEARCH_CODE,18360,437.0,NSC-66067
483840,RESEARCH_CODE,18361,437.0,NSC-34875
483841,RESEARCH_CODE,18362,437.0,NSC-135064
483869,RESEARCH_CODE,18363,437.0,NSC-37458
483888,RESEARCH_CODE,18364,437.0,NSC-67943
483890,RESEARCH_CODE,18365,437.0,NSC-71094
483914,RESEARCH_CODE,18366,437.0,NSC-69566
490223,RESEARCH_CODE,18367,437.0,NSC-737712
490288,RESEARCH_CODE,18368,437.0,NSC-737710
490290,RESEARCH_CODE,18369,437.0,NSC-740958
490564,RESEARCH_CODE,18370,437.0,NSC-640584
504042,RESEARCH_CODE,18371,437.0,NSC-308607
504067,RESEARCH_CODE,18372,437.0,NSC-673353
504068,RESEARCH_CODE,18373,437.0,NSC-673354
505885,RESEARCH_CODE,18374,437.0,NSC-238181
506377,RESEARCH_CODE,18375,437.0,NSC-74859
509287,RESEARCH_CODE,18376,437.0,NSC-343949
509382,RESEARCH_CODE,18378,437.0,NSC-48776
509383,RESEARCH_CODE,18379,437.0,NSC-1741
509384,RESEARCH_CODE,18380,437.0,NSC-18749
509385,RESEARCH_CODE,18381,437.0,NSC-47091
510293,RESEARCH_CODE,18382,437.0,NSC-87877
514992,RESEARCH_CODE,18383,437.0,NSC-80640
514993,RESEARCH_CODE,18384,437.0,NSC-172826
516025,RESEARCH_CODE,18385,437.0,NSC-746458
516027,RESEARCH_CODE,18386,437.0,NSC-746459
517532,RESEARCH_CODE,18387,437.0,NSC-119913
517779,RESEARCH_CODE,18388,437.0,NSC-86372
517780,RESEARCH_CODE,18389,437.0,NSC-117079
517781,RESEARCH_CODE,18390,437.0,NSC-270156
517782,RESEARCH_CODE,18391,437.0,NSC-17383
518890,RESEARCH_CODE,18392,437.0,NSC-119911
518891,RESEARCH_CODE,18393,437.0,NSC-22225
518892,RESEARCH_CODE,18394,437.0,NSC-119889
531066,RESEARCH_CODE,18396,437.0,NSC-11404
549637,RESEARCH_CODE,18397,437.0,NSC-740584
549644,RESEARCH_CODE,18398,437.0,NSC-740582
549653,RESEARCH_CODE,18399,437.0,NSC-737724
549657,RESEARCH_CODE,18400,437.0,NSC-737723
550198,RESEARCH_CODE,18401,437.0,NSC-740586
553206,RESEARCH_CODE,18402,437.0,NSC-740583
553213,RESEARCH_CODE,18403,437.0,NSC-737722
553263,RESEARCH_CODE,18404,437.0,NSC-740585
553481,RESEARCH_CODE,18405,437.0,NSC-740581
555575,RESEARCH_CODE,18407,437.0,NSC-747253
555576,RESEARCH_CODE,18408,437.0,NSC-747259
556348,RESEARCH_CODE,18409,437.0,NSC-368672
557304,RESEARCH_CODE,18410,437.0,NSC-747121
561456,RESEARCH_CODE,18411,437.0,NSC-186776
562608,RESEARCH_CODE,18412,437.0,NSC-747120
563190,RESEARCH_CODE,18413,437.0,NSC-59743
564311,RESEARCH_CODE,18414,437.0,NSC-747273
564909,RESEARCH_CODE,18415,437.0,NSC-67625
564951,RESEARCH_CODE,18416,437.0,NSC-37175
565128,RESEARCH_CODE,18417,437.0,NSC-279503
566936,RESEARCH_CODE,18419,437.0,NSC-368671
569352,RESEARCH_CODE,18420,437.0,NSC-20707
570221,RESEARCH_CODE,18421,437.0,NSC-76982
570228,RESEARCH_CODE,18422,437.0,NSC-122427
570231,RESEARCH_CODE,18423,437.0,NSC-302379
570238,RESEARCH_CODE,18424,437.0,NSC-688803
570239,RESEARCH_CODE,18425,437.0,NSC-692587
573114,RESEARCH_CODE,18426,437.0,NSC-151179
573118,RESEARCH_CODE,18427,437.0,NSC-10989
573127,RESEARCH_CODE,18428,437.0,NSC-369693
573144,RESEARCH_CODE,18429,437.0,NSC-152166
592653,RESEARCH_CODE,18430,437.0,NSC-747124
592654,RESEARCH_CODE,18431,437.0,NSC-747261
592655,RESEARCH_CODE,18432,437.0,NSC-747262
592656,RESEARCH_CODE,18433,437.0,NSC-747266
592684,RESEARCH_CODE,18434,437.0,NSC-747263
592685,RESEARCH_CODE,18435,437.0,NSC-747264
592686,RESEARCH_CODE,18436,437.0,NSC-747265
592687,RESEARCH_CODE,18437,437.0,NSC-747267
592688,RESEARCH_CODE,18438,437.0,NSC-747268
592689,RESEARCH_CODE,18439,437.0,NSC-747260
592761,RESEARCH_CODE,18440,437.0,NSC-747269
592762,RESEARCH_CODE,18441,437.0,NSC-747270
592763,RESEARCH_CODE,18442,437.0,NSC-747271
592764,RESEARCH_CODE,18443,437.0,NSC-747272
592765,RESEARCH_CODE,18444,437.0,NSC-747122
592766,RESEARCH_CODE,18445,437.0,NSC-747123
599244,RESEARCH_CODE,18448,437.0,NSC-137546
599245,RESEARCH_CODE,18449,437.0,NSC-56071
599246,RESEARCH_CODE,18450,437.0,NSC-319745
599247,RESEARCH_CODE,18451,437.0,NSC-106084
599248,RESEARCH_CODE,18452,437.0,NSC-345763
599322,RESEARCH_CODE,18453,437.0,NSC-54162
599323,RESEARCH_CODE,18454,437.0,NSC-154957
599324,RESEARCH_CODE,18455,437.0,NSC-57893
599325,RESEARCH_CODE,18456,437.0,NSC-138419
599326,RESEARCH_CODE,18457,437.0,NSC-348926
603877,RESEARCH_CODE,18458,437.0,NSC-54771
603941,RESEARCH_CODE,18459,437.0,NSC-84407
603943,RESEARCH_CODE,18460,437.0,NSC-140047
608659,RESEARCH_CODE,18462,437.0,NSC-25247
618252,RESEARCH_CODE,18463,437.0,NSC-18613
155755,RESEARCH_CODE,18464,437.0,NSC-75913
623208,RESEARCH_CODE,18465,437.0,NSC-41817
623209,RESEARCH_CODE,18466,437.0,NSC-297168
623210,RESEARCH_CODE,18467,437.0,NSC-37218
623285,RESEARCH_CODE,18468,437.0,NSC-55736
623286,RESEARCH_CODE,18469,437.0,NSC-47471
623287,RESEARCH_CODE,18470,437.0,NSC-58439
623288,RESEARCH_CODE,18471,437.0,NSC-7804
623328,RESEARCH_CODE,18472,437.0,NSC-48775
623329,RESEARCH_CODE,18473,437.0,NSC-42067
623330,RESEARCH_CODE,18474,437.0,NSC-81745
623332,RESEARCH_CODE,18475,437.0,NSC-609428
623333,RESEARCH_CODE,18476,437.0,NSC-47728
623334,RESEARCH_CODE,18477,437.0,NSC-77521
623375,RESEARCH_CODE,18478,437.0,NSC-2460
623376,RESEARCH_CODE,18479,437.0,NSC-54168
623377,RESEARCH_CODE,18480,437.0,NSC-12857
623378,RESEARCH_CODE,18481,437.0,NSC-56207
623379,RESEARCH_CODE,18482,437.0,NSC-120657
623380,RESEARCH_CODE,18483,437.0,NSC-326209
623420,RESEARCH_CODE,18484,437.0,NSC-269473
623421,RESEARCH_CODE,18485,437.0,NSC-37204
623422,RESEARCH_CODE,18486,437.0,NSC-12188
623423,RESEARCH_CODE,18487,437.0,NSC-49485
623424,RESEARCH_CODE,18488,437.0,NSC-82517
623468,RESEARCH_CODE,18489,437.0,NSC-56209
623469,RESEARCH_CODE,18490,437.0,NSC-47725
623470,RESEARCH_CODE,18491,437.0,NSC-73415
623471,RESEARCH_CODE,18492,437.0,NSC-34188
623472,RESEARCH_CODE,18493,437.0,NSC-37169
623559,RESEARCH_CODE,18494,437.0,NSC-349384
623560,RESEARCH_CODE,18495,437.0,NSC-351205
623561,RESEARCH_CODE,18496,437.0,NSC-48300
623874,RESEARCH_CODE,18497,437.0,NSC-45622
623875,RESEARCH_CODE,18498,437.0,NSC-75779
623876,RESEARCH_CODE,18499,437.0,NSC-65574
623877,RESEARCH_CODE,18500,437.0,NSC-45623
623878,RESEARCH_CODE,18501,437.0,NSC-364366
623879,RESEARCH_CODE,18502,437.0,NSC-79745
623880,RESEARCH_CODE,18503,437.0,NSC-79594
623881,RESEARCH_CODE,18504,437.0,NSC-12859
623882,RESEARCH_CODE,18505,437.0,NSC-45620
623884,RESEARCH_CODE,18506,437.0,NSC-58058
623885,RESEARCH_CODE,18507,437.0,NSC-7815
623886,RESEARCH_CODE,18508,437.0,NSC-80903
623887,RESEARCH_CODE,18509,437.0,NSC-65575
623888,RESEARCH_CODE,18510,437.0,NSC-5014
623889,RESEARCH_CODE,18511,437.0,NSC-65576
623890,RESEARCH_CODE,18512,437.0,NSC-79744
623891,RESEARCH_CODE,18513,437.0,NSC-65573
623892,RESEARCH_CODE,18514,437.0,NSC-47764
623893,RESEARCH_CODE,18515,437.0,NSC-65855
623894,RESEARCH_CODE,18516,437.0,NSC-56820
623895,RESEARCH_CODE,18517,437.0,NSC-665534
623896,RESEARCH_CODE,18518,437.0,NSC-47755
623897,RESEARCH_CODE,18519,437.0,NSC-65864
623898,RESEARCH_CODE,18520,437.0,NSC-65863
528979,RESEARCH_CODE,18523,667.0,TCMDC-134229
529495,RESEARCH_CODE,18524,667.0,TCMDC-134243
525213,RESEARCH_CODE,18525,667.0,TCMDC-134258
533421,RESEARCH_CODE,18526,667.0,TCMDC-134267
532586,RESEARCH_CODE,18527,667.0,TCMDC-134268
535143,RESEARCH_CODE,18528,667.0,TCMDC-134272
527267,RESEARCH_CODE,18529,667.0,TCMDC-134279
536223,RESEARCH_CODE,18530,667.0,TCMDC-134284
530499,RESEARCH_CODE,18531,667.0,TCMDC-134285
528531,RESEARCH_CODE,18532,667.0,TCMDC-134293
532226,RESEARCH_CODE,18533,667.0,TCMDC-134295
541750,RESEARCH_CODE,18534,667.0,TCMDC-134301
529548,RESEARCH_CODE,18535,667.0,TCMDC-134313
541626,RESEARCH_CODE,18536,667.0,TCMDC-134315
540929,RESEARCH_CODE,18537,667.0,TCMDC-134323
536267,RESEARCH_CODE,18538,667.0,TCMDC-134327
540137,RESEARCH_CODE,18539,667.0,TCMDC-134332
531380,RESEARCH_CODE,18540,667.0,TCMDC-134337
525244,RESEARCH_CODE,18541,667.0,TCMDC-134338
533758,RESEARCH_CODE,18542,667.0,TCMDC-134351
539286,RESEARCH_CODE,18543,667.0,TCMDC-134352
540971,RESEARCH_CODE,18544,667.0,TCMDC-134354
536766,RESEARCH_CODE,18545,667.0,TCMDC-134356
532486,RESEARCH_CODE,18546,667.0,TCMDC-134368
542533,RESEARCH_CODE,18547,667.0,TCMDC-134374
528335,RESEARCH_CODE,18548,667.0,TCMDC-134380
536755,RESEARCH_CODE,18549,667.0,TCMDC-134384
535502,RESEARCH_CODE,18550,667.0,TCMDC-134388
535680,RESEARCH_CODE,18551,667.0,TCMDC-134395
526433,RESEARCH_CODE,18552,667.0,TCMDC-134397
537827,RESEARCH_CODE,18553,667.0,TCMDC-134405
528683,RESEARCH_CODE,18554,667.0,TCMDC-134431
542733,RESEARCH_CODE,18555,667.0,TCMDC-134435
525246,RESEARCH_CODE,18556,667.0,TCMDC-134438
539132,RESEARCH_CODE,18557,667.0,TCMDC-134447
530248,RESEARCH_CODE,18558,667.0,TCMDC-134448
537971,RESEARCH_CODE,18559,667.0,TCMDC-134454
525480,RESEARCH_CODE,18560,667.0,TCMDC-134465
539433,RESEARCH_CODE,18561,667.0,TCMDC-134470
541310,RESEARCH_CODE,18562,667.0,TCMDC-134475
539270,RESEARCH_CODE,18563,667.0,TCMDC-134481
539869,RESEARCH_CODE,18564,667.0,TCMDC-134491
530169,RESEARCH_CODE,18565,667.0,TCMDC-134492
526789,RESEARCH_CODE,18566,667.0,TCMDC-134493
532065,RESEARCH_CODE,18567,667.0,TCMDC-134506
541210,RESEARCH_CODE,18568,667.0,TCMDC-134510
530807,RESEARCH_CODE,18569,667.0,TCMDC-134523
527044,RESEARCH_CODE,18570,667.0,TCMDC-134533
543042,RESEARCH_CODE,18571,667.0,TCMDC-134542
541349,RESEARCH_CODE,18572,667.0,TCMDC-134548
532122,RESEARCH_CODE,18573,667.0,TCMDC-134585
532901,RESEARCH_CODE,18574,667.0,TCMDC-134588
530613,RESEARCH_CODE,18575,667.0,TCMDC-134598
542063,RESEARCH_CODE,18576,667.0,TCMDC-134599
530874,RESEARCH_CODE,18577,667.0,TCMDC-134607
534326,RESEARCH_CODE,18578,667.0,TCMDC-134629
533775,RESEARCH_CODE,18579,667.0,TCMDC-134642
538670,RESEARCH_CODE,18580,667.0,TCMDC-134651
530975,RESEARCH_CODE,18581,667.0,TCMDC-134660
525912,RESEARCH_CODE,18582,667.0,TCMDC-134662
541474,RESEARCH_CODE,18583,667.0,TCMDC-134684
530733,RESEARCH_CODE,18584,667.0,TCMDC-134686
530898,RESEARCH_CODE,18585,667.0,TCMDC-134695
538073,RESEARCH_CODE,18586,667.0,TCMDC-134699
527388,RESEARCH_CODE,18587,667.0,TCMDC-134717
528650,RESEARCH_CODE,18588,667.0,TCMDC-134722
525282,RESEARCH_CODE,18589,667.0,TCMDC-134734
532461,RESEARCH_CODE,18590,667.0,TCMDC-134735
534075,RESEARCH_CODE,18591,667.0,TCMDC-134764
529178,RESEARCH_CODE,18592,667.0,TCMDC-134779
527820,RESEARCH_CODE,18593,667.0,TCMDC-134791
527672,RESEARCH_CODE,18594,667.0,TCMDC-134792
542829,RESEARCH_CODE,18595,667.0,TCMDC-134803
526428,RESEARCH_CODE,18596,667.0,TCMDC-134805
541278,RESEARCH_CODE,18597,667.0,TCMDC-134818
537877,RESEARCH_CODE,18598,667.0,TCMDC-134824
542032,RESEARCH_CODE,18599,667.0,TCMDC-134829
526675,RESEARCH_CODE,18600,667.0,TCMDC-134835
528857,RESEARCH_CODE,18601,667.0,TCMDC-134839
526522,RESEARCH_CODE,18602,667.0,TCMDC-134844
541439,RESEARCH_CODE,18603,667.0,TCMDC-134858
542535,RESEARCH_CODE,18604,667.0,TCMDC-134859
537190,RESEARCH_CODE,18605,667.0,TCMDC-134864
541646,RESEARCH_CODE,18606,667.0,TCMDC-134866
526760,RESEARCH_CODE,18607,667.0,TCMDC-134870
534869,RESEARCH_CODE,18608,667.0,TCMDC-134877
542439,RESEARCH_CODE,18609,667.0,TCMDC-134881
531113,RESEARCH_CODE,18610,667.0,TCMDC-134890
537835,RESEARCH_CODE,18611,667.0,TCMDC-134901
529972,RESEARCH_CODE,18612,667.0,TCMDC-134905
527563,RESEARCH_CODE,18613,667.0,TCMDC-134916
535220,RESEARCH_CODE,18614,667.0,TCMDC-134922
530923,RESEARCH_CODE,18615,667.0,TCMDC-134924
528005,RESEARCH_CODE,18616,667.0,TCMDC-134933
525935,RESEARCH_CODE,18617,667.0,TCMDC-134942
532927,RESEARCH_CODE,18618,667.0,TCMDC-134969
533145,RESEARCH_CODE,18619,667.0,TCMDC-134970
538120,RESEARCH_CODE,18620,667.0,TCMDC-134980
540189,RESEARCH_CODE,18621,667.0,TCMDC-134985
