assay_param_id,assay_id,type,relation,value,units,text_value,standard_type,standard_relation,standard_value,standard_units,standard_text_value,comments
3719764,40962,DOSE,=,400.0,mg/kg,,DOSE,=,400.0,mg.kg-1,,
3719765,40962,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3719766,40963,DOSE,=,400.0,mg/kg,,DOSE,=,400.0,mg.kg-1,,
3719767,40964,DOSE,=,100.0,mg/kg,,DOSE,=,100.0,mg.kg-1,,
3719768,40964,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3719769,40965,DOSE,=,100.0,mg/kg,,DOSE,=,100.0,mg.kg-1,,
3719770,40966,DOSE,=,12.5,mg/kg,,DOSE,=,12.5,mg.kg-1,,
3719771,40966,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3719772,40967,DOSE,=,12.5,mg/kg,,DOSE,=,12.5,mg.kg-1,,
3719773,40968,DOSE,=,200.0,mg/kg,,DOSE,=,200.0,mg.kg-1,,
3719774,40968,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3719775,40969,DOSE,=,25.0,mg/kg,,DOSE,=,25.0,mg.kg-1,,
3719776,40969,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3719777,40970,DOSE,=,25.0,mg/kg,,DOSE,=,25.0,mg.kg-1,,
3719778,40971,DOSE,=,50.0,mg/kg,,DOSE,=,50.0,mg.kg-1,,
3719779,41096,DOSE,=,50.0,mg/kg,,DOSE,=,50.0,mg.kg-1,,
3719780,41096,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3719781,41097,DOSE,=,100.0,mg/kg,,DOSE,=,100.0,mg.kg-1,,
3719782,41097,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3719783,41098,DOSE,=,12.5,mg/kg,,DOSE,=,12.5,mg.kg-1,,
3719784,41098,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3719785,41099,DOSE,=,12.5,mg/kg,,DOSE,=,12.5,mg.kg-1,,
3719786,41100,DOSE,=,25.0,mg/kg,,DOSE,=,25.0,mg.kg-1,,
3719787,41100,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3719788,41101,DOSE,=,25.0,mg/kg,,DOSE,=,25.0,mg.kg-1,,
3719789,41102,DOSE,=,50.0,mg/kg,,DOSE,=,50.0,mg.kg-1,,
3719790,41102,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3719791,41103,DOSE,=,50.0,mg/kg,,DOSE,=,50.0,mg.kg-1,,
3719792,41104,DOSE,=,50.0,mg/kg,,DOSE,=,50.0,mg.kg-1,,
3719793,41105,DOSE,=,6.25,mg/kg,,DOSE,=,6.25,mg.kg-1,,
3719794,41105,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3719795,41106,DOSE,=,6.25,mg/kg,,DOSE,=,6.25,mg.kg-1,,
3719796,41107,DOSE,=,100.0,mg/kg,,DOSE,=,100.0,mg.kg-1,,
3719797,41108,DOSE,=,12.5,mg/kg,,DOSE,=,12.5,mg.kg-1,,
3719798,41109,DOSE,=,25.0,mg/kg,,DOSE,=,25.0,mg.kg-1,,
3719799,41110,DOSE,=,50.0,mg/kg,,DOSE,=,50.0,mg.kg-1,,
3719800,41111,DOSE,=,6.0,mg/kg,,DOSE,=,6.0,mg.kg-1,,
3719801,41632,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3719802,41632,ROUTE,,,,Oral,ROUTE,,,,Oral,
3719803,41633,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3719804,41633,ROUTE,,,,Oral,ROUTE,,,,Oral,
3719805,41634,DOSE,=,100.0,mg/kg,,DOSE,=,100.0,mg.kg-1,,
3719806,41634,ROUTE,,,,Oral,ROUTE,,,,Oral,
3719807,41635,DOSE,=,100.0,mg/kg,,DOSE,=,100.0,mg.kg-1,,
3719808,41636,DOSE,=,100.0,mg/kg,,DOSE,=,100.0,mg.kg-1,,
3719809,41637,DOSE,=,200.0,mg/kg,,DOSE,=,200.0,mg.kg-1,,
3719810,41638,DOSE,=,200.0,mg/kg,,DOSE,=,200.0,mg.kg-1,,
3719811,41639,DOSE,=,325.0,mg/kg,,DOSE,=,325.0,mg.kg-1,,
3719812,41640,DOSE,=,325.0,mg/kg,,DOSE,=,325.0,mg.kg-1,,
3719813,41641,DOSE,=,400.0,mg/kg,,DOSE,=,400.0,mg.kg-1,,
3719814,41642,DOSE,=,100.0,mg/kg,,DOSE,=,100.0,mg.kg-1,,
3719815,41643,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3719816,41644,DOSE,=,200.0,mg/kg,,DOSE,=,200.0,mg.kg-1,,
3719817,41645,DOSE,=,25.0,mg/kg,,DOSE,=,25.0,mg.kg-1,,
3719818,41646,DOSE,=,300.0,mg/kg,,DOSE,=,300.0,mg.kg-1,,
3719819,41647,DOSE,=,50.0,mg/kg,,DOSE,=,50.0,mg.kg-1,,
3719820,41648,DOSE,=,75.0,mg/kg,,DOSE,=,75.0,mg.kg-1,,
3719821,41649,DOSE,=,200.0,mg/kg,,DOSE,=,200.0,mg.kg-1,,
3719822,41650,DOSE,=,217.0,mg/kg,,DOSE,=,217.0,mg.kg-1,,
3719823,41653,DOSE,=,9.0,mg/kg,,DOSE,=,9.0,mg.kg-1,,
3719824,41653,ROUTE,,,,Oral,ROUTE,,,,Oral,
3719825,41654,DOSE,=,9.0,mg/kg,,DOSE,=,9.0,mg.kg-1,,
3719826,41654,ROUTE,,,,Oral,ROUTE,,,,Oral,
3719827,41722,DOSE,=,15.0,mg/kg,,DOSE,=,15.0,mg.kg-1,,
3719828,41722,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3719829,41723,DOSE,=,2.0,mg/kg,,DOSE,=,2.0,mg.kg-1,,
3719830,41723,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3719831,41742,DOSE,=,17.0,mg/kg,,DOSE,=,17.0,mg.kg-1,,
3719832,41742,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3719833,41760,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3719834,41760,ROUTE,,,,Oral,ROUTE,,,,Oral,
3719835,41761,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3719836,41761,ROUTE,,,,Oral,ROUTE,,,,Oral,
3719837,41762,DOSE,=,100.0,mg/kg,,DOSE,=,100.0,mg.kg-1,,
3719838,41762,ROUTE,,,,Oral,ROUTE,,,,Oral,
3719839,41810,DOSE,=,1.56,mg/kg,,DOSE,=,1.56,mg.kg-1,,
3719840,41810,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3719841,41811,DOSE,=,12.5,mg/kg,,DOSE,=,12.5,mg.kg-1,,
3719842,41811,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3719843,41812,DOSE,=,12.5,mg/kg,,DOSE,=,12.5,mg.kg-1,,
3719844,41812,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3719845,41813,DOSE,=,200.0,mg/kg,,DOSE,=,200.0,mg.kg-1,,
3719846,41813,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3719847,41814,DOSE,=,25.0,mg/kg,,DOSE,=,25.0,mg.kg-1,,
3719848,41814,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3719849,41815,DOSE,=,3.13,mg/kg,,DOSE,=,3.13,mg.kg-1,,
3719850,41815,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3719851,41816,DOSE,=,37.5,mg/kg,,DOSE,=,37.5,mg.kg-1,,
3719852,41816,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3719853,41818,DOSE,=,50.0,mg/kg,,DOSE,=,50.0,mg.kg-1,,
3719854,41818,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3719855,41819,DOSE,=,50.0,mg/kg,,DOSE,=,50.0,mg.kg-1,,
3719856,41819,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3719857,41820,DOSE,=,6.25,mg/kg,,DOSE,=,6.25,mg.kg-1,,
3719858,41820,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3719859,41821,DOSE,=,6.25,mg/kg,,DOSE,=,6.25,mg.kg-1,,
3719860,41821,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3719861,41822,DOSE,=,100.0,mg/kg,,DOSE,=,100.0,mg.kg-1,,
3719862,41823,DOSE,=,12.5,mg/kg,,DOSE,=,12.5,mg.kg-1,,
3719863,41824,DOSE,=,200.0,mg/kg,,DOSE,=,200.0,mg.kg-1,,
3719864,41825,DOSE,=,200.0,mg/kg,,DOSE,=,200.0,mg.kg-1,,
3719865,41826,DOSE,=,25.0,mg/kg,,DOSE,=,25.0,mg.kg-1,,
3719866,41827,DOSE,=,400.0,mg/kg,,DOSE,=,400.0,mg.kg-1,,
3719867,41828,DOSE,=,50.0,mg/kg,,DOSE,=,50.0,mg.kg-1,,
3719868,41829,DOSE,=,6.25,mg/kg,,DOSE,=,6.25,mg.kg-1,,
3719869,41830,DOSE,=,100.0,mg/kg,,DOSE,=,100.0,mg.kg-1,,
3719870,41831,DOSE,=,12.5,mg/kg,,DOSE,=,12.5,mg.kg-1,,
3719871,41832,DOSE,=,25.0,mg/kg,,DOSE,=,25.0,mg.kg-1,,
3719872,41833,DOSE,=,50.0,mg/kg,,DOSE,=,50.0,mg.kg-1,,
3719873,41834,DOSE,=,6.25,mg/kg,,DOSE,=,6.25,mg.kg-1,,
3719874,41835,DOSE,=,100.0,mg/kg,,DOSE,=,100.0,mg.kg-1,,
3719875,41836,DOSE,=,200.0,mg/kg,,DOSE,=,200.0,mg.kg-1,,
3719876,41837,DOSE,=,25.0,mg/kg,,DOSE,=,25.0,mg.kg-1,,
3719877,41838,DOSE,=,50.0,mg/kg,,DOSE,=,50.0,mg.kg-1,,
3719878,41839,DOSE,=,6.25,mg/kg,,DOSE,=,6.25,mg.kg-1,,
3719879,41840,DOSE,=,100.0,mg/kg,,DOSE,=,100.0,mg.kg-1,,
3719880,41972,DOSE,=,100.0,mg/kg,,DOSE,=,100.0,mg.kg-1,,
3719881,41973,DOSE,=,100.0,mg/kg,,DOSE,=,100.0,mg.kg-1,,
3719882,41974,DOSE,=,12.5,mg/kg,,DOSE,=,12.5,mg.kg-1,,
3719883,41975,DOSE,=,200.0,mg/kg,,DOSE,=,200.0,mg.kg-1,,
3719884,41976,DOSE,=,200.0,mg/kg,,DOSE,=,200.0,mg.kg-1,,
3719885,41977,DOSE,=,25.0,mg/kg,,DOSE,=,25.0,mg.kg-1,,
3719886,41978,DOSE,=,25.0,mg/kg,,DOSE,=,25.0,mg.kg-1,,
3719887,41979,DOSE,=,400.0,mg/kg,,DOSE,=,400.0,mg.kg-1,,
3719888,41980,DOSE,=,400.0,mg/kg,,DOSE,=,400.0,mg.kg-1,,
3719889,41981,DOSE,=,400.0,mg/kg,,DOSE,=,400.0,mg.kg-1,,
3719890,41982,DOSE,=,50.0,mg/kg,,DOSE,=,50.0,mg.kg-1,,
3719891,41983,DOSE,=,50.0,mg/kg,,DOSE,=,50.0,mg.kg-1,,
3719892,41984,DOSE,=,6.25,mg/kg,,DOSE,=,6.25,mg.kg-1,,
3719893,41985,DOSE,=,100.0,mg/kg,,DOSE,=,100.0,mg.kg-1,,
3719894,41986,DOSE,=,100.0,mg/kg,,DOSE,=,100.0,mg.kg-1,,
3719895,41987,DOSE,=,12.5,mg/kg,,DOSE,=,12.5,mg.kg-1,,
3719896,41988,DOSE,=,25.0,mg/kg,,DOSE,=,25.0,mg.kg-1,,
3719897,41989,DOSE,=,25.0,mg/kg,,DOSE,=,25.0,mg.kg-1,,
3719898,41990,DOSE,=,50.0,mg/kg,,DOSE,=,50.0,mg.kg-1,,
3719899,41991,DOSE,=,6.25,mg/kg,,DOSE,=,6.25,mg.kg-1,,
3719900,41992,DOSE,=,100.0,mg/kg,,DOSE,=,100.0,mg.kg-1,,
3719901,41993,DOSE,=,12.5,mg/kg,,DOSE,=,12.5,mg.kg-1,,
3719902,41994,DOSE,=,200.0,mg/kg,,DOSE,=,200.0,mg.kg-1,,
3719903,41995,DOSE,=,200.0,mg/kg,,DOSE,=,200.0,mg.kg-1,,
3719904,41996,DOSE,=,25.0,mg/kg,,DOSE,=,25.0,mg.kg-1,,
3719905,41997,DOSE,=,50.0,mg/kg,,DOSE,=,50.0,mg.kg-1,,
3719906,41998,DOSE,=,6.25,mg/kg,,DOSE,=,6.25,mg.kg-1,,
3719907,41999,DOSE,=,100.0,mg/kg,,DOSE,=,100.0,mg.kg-1,,
3719908,42000,DOSE,=,100.0,mg/kg,,DOSE,=,100.0,mg.kg-1,,
3719909,42001,DOSE,=,200.0,mg/kg,,DOSE,=,200.0,mg.kg-1,,
3719910,42002,DOSE,=,25.0,mg/kg,,DOSE,=,25.0,mg.kg-1,,
3719911,42003,DOSE,=,400.0,mg/kg,,DOSE,=,400.0,mg.kg-1,,
3719912,42004,DOSE,=,50.0,mg/kg,,DOSE,=,50.0,mg.kg-1,,
3719913,42005,DOSE,=,100.0,mg/kg,,DOSE,=,100.0,mg.kg-1,,
3719914,42006,DOSE,=,100.0,mg/kg,,DOSE,=,100.0,mg.kg-1,,
3719915,42007,DOSE,=,12.5,mg/kg,,DOSE,=,12.5,mg.kg-1,,
3719916,42008,DOSE,=,12.5,mg/kg,,DOSE,=,12.5,mg.kg-1,,
3719917,42009,DOSE,=,25.0,mg/kg,,DOSE,=,25.0,mg.kg-1,,
3719918,42010,DOSE,=,25.0,mg/kg,,DOSE,=,25.0,mg.kg-1,,
3719919,42575,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3719920,42575,ROUTE,,,,Subcutaneous,ROUTE,,,,Subcutaneous,
3719921,42785,DOSE,=,0.75,mg/kg,,DOSE,=,0.75,mg.kg-1,,
3719922,42786,DOSE,=,1.25,mg/kg,,DOSE,=,1.25,mg.kg-1,,
3719923,42787,DOSE,=,1.5,mg/kg,,DOSE,=,1.5,mg.kg-1,,
3719924,42788,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3719925,42789,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3719926,42790,DOSE,=,12.5,mg/kg,,DOSE,=,12.5,mg.kg-1,,
3719927,42791,DOSE,=,2.5,mg/kg,,DOSE,=,2.5,mg.kg-1,,
3719928,42792,DOSE,=,20.0,mg/kg,,DOSE,=,20.0,mg.kg-1,,
3719929,42793,DOSE,=,20.0,mg/kg,,DOSE,=,20.0,mg.kg-1,,
3719930,42794,DOSE,=,3.0,mg/kg,,DOSE,=,3.0,mg.kg-1,,
3719931,42795,DOSE,=,3.12,mg/kg,,DOSE,=,3.12,mg.kg-1,,
3719932,42796,DOSE,=,40.0,mg/kg,,DOSE,=,40.0,mg.kg-1,,
3719933,42797,DOSE,=,5.0,mg/kg,,DOSE,=,5.0,mg.kg-1,,
3719934,42798,DOSE,=,5.0,mg/kg,,DOSE,=,5.0,mg.kg-1,,
3719935,42799,DOSE,=,6.0,mg/kg,,DOSE,=,6.0,mg.kg-1,,
3719936,42800,DOSE,=,6.25,mg/kg,,DOSE,=,6.25,mg.kg-1,,
3719937,43407,DOSE,=,15.0,mg/kg,,DOSE,=,15.0,mg.kg-1,,
3719938,43407,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3719939,43408,DOSE,=,2.0,mg/kg,,DOSE,=,2.0,mg.kg-1,,
3719940,43408,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3719941,43411,DOSE,=,15.0,mg/kg,,DOSE,=,15.0,mg.kg-1,,
3719942,43411,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3719943,43412,DOSE,=,15.0,mg/kg,,DOSE,=,15.0,mg.kg-1,,
3719944,43412,ROUTE,,,,Oral,ROUTE,,,,Oral,
3719945,43413,DOSE,=,25.0,mg/kg,,DOSE,=,25.0,mg.kg-1,,
3719946,43413,ROUTE,,,,Oral,ROUTE,,,,Oral,
3719947,43414,DOSE,=,15.0,mg/kg,,DOSE,=,15.0,mg.kg-1,,
3719948,43414,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3719949,43415,DOSE,=,15.0,mg/kg,,DOSE,=,15.0,mg.kg-1,,
3719950,43415,ROUTE,,,,Oral,ROUTE,,,,Oral,
3719951,43416,DOSE,=,25.0,mg/kg,,DOSE,=,25.0,mg.kg-1,,
3719952,43416,ROUTE,,,,Oral,ROUTE,,,,Oral,
3719953,43417,DOSE,=,15.0,mg/kg,,DOSE,=,15.0,mg.kg-1,,
3719954,43417,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3719955,43418,DOSE,=,15.0,mg/kg,,DOSE,=,15.0,mg.kg-1,,
3719956,43418,ROUTE,,,,Oral,ROUTE,,,,Oral,
3719957,43419,DOSE,=,25.0,mg/kg,,DOSE,=,25.0,mg.kg-1,,
3719958,43419,ROUTE,,,,Oral,ROUTE,,,,Oral,
3719959,44070,DOSE,=,20.0,mg/kg,,DOSE,=,20.0,mg.kg-1,,
3719960,44070,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3719961,44071,DOSE,=,20.0,mg/kg,,DOSE,=,20.0,mg.kg-1,,
3719962,44071,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3719963,44072,DOSE,=,20.0,mg/kg,,DOSE,=,20.0,mg.kg-1,,
3719964,44072,ROUTE,,,,Intraperitoneal,ROUTE,,,,Intraperitoneal,
3719965,44294,DOSE,=,100.0,mg/kg,,DOSE,=,100.0,mg.kg-1,,
3719966,44295,DOSE,=,100.0,mg/kg,,DOSE,=,100.0,mg.kg-1,,
3719967,44296,DOSE,=,100.0,mg/kg,,DOSE,=,100.0,mg.kg-1,,
3719968,44297,DOSE,=,100.0,mg/kg,,DOSE,=,100.0,mg.kg-1,,
3719969,44298,DOSE,=,300.0,mg/kg,,DOSE,=,300.0,mg.kg-1,,
3719970,44299,DOSE,=,300.0,mg/kg,,DOSE,=,300.0,mg.kg-1,,
3719971,44300,DOSE,=,30.0,mg/kg,,DOSE,=,30.0,mg.kg-1,,
3719972,44301,DOSE,=,100.0,mg/kg,,DOSE,=,100.0,mg.kg-1,,
3719973,44302,DOSE,=,100.0,mg/kg,,DOSE,=,100.0,mg.kg-1,,
3719974,44303,DOSE,=,100.0,mg/kg,,DOSE,=,100.0,mg.kg-1,,
3719975,44304,DOSE,=,300.0,mg/kg,,DOSE,=,300.0,mg.kg-1,,
3719976,44305,DOSE,=,300.0,mg/kg,,DOSE,=,300.0,mg.kg-1,,
3719977,44306,DOSE,=,300.0,mg/kg,,DOSE,=,300.0,mg.kg-1,,
3719978,44307,DOSE,=,300.0,mg/kg,,DOSE,=,300.0,mg.kg-1,,
3719979,44308,DOSE,=,300.0,mg/kg,,DOSE,=,300.0,mg.kg-1,,
3719980,44309,DOSE,=,300.0,mg/kg,,DOSE,=,300.0,mg.kg-1,,
3719981,44310,DOSE,=,30.0,mg/kg,,DOSE,=,30.0,mg.kg-1,,
3719982,44311,DOSE,=,300.0,mg/kg,,DOSE,=,300.0,mg.kg-1,,
3719983,44311,ROUTE,,,,Subcutaneous,ROUTE,,,,Subcutaneous,
3719984,44312,DOSE,=,100.0,mg/kg,,DOSE,=,100.0,mg.kg-1,,
3719985,44312,ROUTE,,,,Subcutaneous,ROUTE,,,,Subcutaneous,
3719986,44313,DOSE,=,100.0,mg/kg,,DOSE,=,100.0,mg.kg-1,,
3719987,44313,ROUTE,,,,Subcutaneous,ROUTE,,,,Subcutaneous,
3719988,44314,DOSE,=,100.0,mg/kg,,DOSE,=,100.0,mg.kg-1,,
3719989,44314,ROUTE,,,,Subcutaneous,ROUTE,,,,Subcutaneous,
3719990,44315,DOSE,=,300.0,mg/kg,,DOSE,=,300.0,mg.kg-1,,
3719991,44315,ROUTE,,,,Subcutaneous,ROUTE,,,,Subcutaneous,
3719992,44316,DOSE,=,300.0,mg/kg,,DOSE,=,300.0,mg.kg-1,,
3719993,44316,ROUTE,,,,Subcutaneous,ROUTE,,,,Subcutaneous,
3719994,44317,DOSE,=,30.0,mg/kg,,DOSE,=,30.0,mg.kg-1,,
3719995,44317,ROUTE,,,,Subcutaneous,ROUTE,,,,Subcutaneous,
3719996,44318,DOSE,=,100.0,mg/kg,,DOSE,=,100.0,mg.kg-1,,
3719997,44319,DOSE,=,300.0,mg/kg,,DOSE,=,300.0,mg.kg-1,,
3719998,44320,DOSE,=,300.0,mg/kg,,DOSE,=,300.0,mg.kg-1,,
3719999,44455,DOSE,=,300.0,mg/kg,,DOSE,=,300.0,mg.kg-1,,
3720000,44456,DOSE,=,30.0,mg/kg,,DOSE,=,30.0,mg.kg-1,,
3720001,44457,DOSE,=,100.0,mg/kg,,DOSE,=,100.0,mg.kg-1,,
3720002,44458,DOSE,=,100.0,mg/kg,,DOSE,=,100.0,mg.kg-1,,
3720003,44459,DOSE,=,100.0,mg/kg,,DOSE,=,100.0,mg.kg-1,,
3720004,44460,DOSE,=,300.0,mg/kg,,DOSE,=,300.0,mg.kg-1,,
3720005,44461,DOSE,=,300.0,mg/kg,,DOSE,=,300.0,mg.kg-1,,
3720006,44462,DOSE,=,30.0,mg/kg,,DOSE,=,30.0,mg.kg-1,,
3720007,44463,DOSE,=,100.0,mg/kg,,DOSE,=,100.0,mg.kg-1,,
3720008,44463,ROUTE,,,,Subcutaneous,ROUTE,,,,Subcutaneous,
3720009,44464,DOSE,=,100.0,mg/kg,,DOSE,=,100.0,mg.kg-1,,
3720010,44464,ROUTE,,,,Subcutaneous,ROUTE,,,,Subcutaneous,
3720011,44465,DOSE,=,300.0,mg/kg,,DOSE,=,300.0,mg.kg-1,,
3720012,44465,ROUTE,,,,Subcutaneous,ROUTE,,,,Subcutaneous,
3720013,44466,DOSE,=,300.0,mg/kg,,DOSE,=,300.0,mg.kg-1,,
3720014,44466,ROUTE,,,,Subcutaneous,ROUTE,,,,Subcutaneous,
3720015,44467,DOSE,=,30.0,mg/kg,,DOSE,=,30.0,mg.kg-1,,
3720016,44467,ROUTE,,,,Subcutaneous,ROUTE,,,,Subcutaneous,
3720017,44670,DOSE,=,600.0,mg/kg,,DOSE,=,600.0,mg.kg-1,,
3720018,44810,DOSE,=,4.0,mg/kg,,DOSE,=,4.0,mg.kg-1,,
3720019,44905,DOSE,=,100.0,mg/kg,,DOSE,=,100.0,mg.kg-1,,
3720020,44906,DOSE,=,100.0,mg/kg,,DOSE,=,100.0,mg.kg-1,,
3720021,44907,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3720022,44908,DOSE,=,300.0,mg/kg,,DOSE,=,300.0,mg.kg-1,,
3720023,44909,DOSE,=,30.0,mg/kg,,DOSE,=,30.0,mg.kg-1,,
3720024,44910,DOSE,=,3.0,mg/kg,,DOSE,=,3.0,mg.kg-1,,
3720025,44911,DOSE,=,100.0,mg/kg,,DOSE,=,100.0,mg.kg-1,,
3720026,44912,DOSE,=,100.0,mg/kg,,DOSE,=,100.0,mg.kg-1,,
3720027,44913,DOSE,=,10.0,mg/kg,,DOSE,=,10.0,mg.kg-1,,
3720028,44914,DOSE,=,300.0,mg/kg,,DOSE,=,300.0,mg.kg-1,,
3720029,44915,DOSE,=,30.0,mg/kg,,DOSE,=,30.0,mg.kg-1,,
3720030,44916,DOSE,=,3.0,mg/kg,,DOSE,=,3.0,mg.kg-1,,
3720031,44918,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3720032,44918,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3720033,44924,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3720034,44924,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3720035,44925,DOSE,=,5.0,mg/kg,,DOSE,=,5.0,mg.kg-1,,
3720036,44925,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3720037,44943,DOSE,=,5.0,mg/kg,,DOSE,=,5.0,mg.kg-1,,
3720038,44943,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3720039,45122,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3720040,45277,DOSE,=,0.03,mg/kg,,DOSE,=,0.03,mg.kg-1,,
3720041,45277,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3720042,45278,DOSE,=,0.3,mg/kg,,DOSE,=,0.3,mg.kg-1,,
3720043,45278,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3720044,45279,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3720045,45279,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3720046,45280,DOSE,=,3.0,mg/kg,,DOSE,=,3.0,mg.kg-1,,
3720047,45280,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3720048,45282,DOSE,=,3.0,mg/kg,,DOSE,=,3.0,mg.kg-1,,
3720049,45283,DOSE,=,3.0,mg/kg,,DOSE,=,3.0,mg.kg-1,,
3720050,45284,DOSE,=,3.0,mg/kg,,DOSE,=,3.0,mg.kg-1,,
3720051,45285,DOSE,=,3.0,mg/kg,,DOSE,=,3.0,mg.kg-1,,
3720052,45286,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3720053,45286,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3720054,45287,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3720055,45287,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3720056,45288,DOSE,=,5.0,mg/kg,,DOSE,=,5.0,mg.kg-1,,
3720057,45288,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3720058,45289,DOSE,=,5.0,mg/kg,,DOSE,=,5.0,mg.kg-1,,
3720059,45289,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3720060,45290,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3720061,45290,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3720062,45291,DOSE,=,5.0,mg/kg,,DOSE,=,5.0,mg.kg-1,,
3720063,45291,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3720064,45303,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3720065,45303,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3720066,45304,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3720067,45304,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3720068,45305,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3720069,45305,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3720070,45306,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3720071,45306,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3720072,45307,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3720073,45307,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3720074,45308,DOSE,=,1.0,mg/kg,,DOSE,=,1.0,mg.kg-1,,
3720075,45308,ROUTE,,,,Intravenous,ROUTE,,,,Intravenous,
3720076,45503,DOSE,=,30.0,mg/kg,,DOSE,=,30.0,mg.kg-1,,
