molregno,mw_freebase,alogp,hba,hbd,psa,rtb,ro3_pass,num_ro5_violations,cx_most_apka,cx_most_bpka,cx_logp,cx_logd,molecular_species,full_mwt,aromatic_rings,heavy_atoms,qed_weighted,mw_monoisotopic,full_molformula,hba_lipinski,hbd_lipinski,num_lipinski_ro5_violations,np_likeness_score
8780,762.87,6.49,7.0,6.0,179.57,11.0,N,3.0,9.72,2.82,6.68,6.68,NEUTRAL,762.87,7.0,57.0,0.09,762.3278,C44H42N8O5,13.0,6.0,4.0,-0.42
8781,884.99,7.34,9.0,6.0,198.03,14.0,N,3.0,9.72,2.82,7.5,7.5,NEUTRAL,884.99,8.0,66.0,0.06,884.3646,C51H48N8O7,15.0,6.0,4.0,-0.39
8782,911.08,7.46,9.0,6.0,186.05,14.0,N,3.0,9.72,5.22,8.03,8.03,NEUTRAL,911.08,8.0,68.0,0.06,910.4279,C53H54N10O5,15.0,6.0,4.0,-0.49
8783,184.15,0.72,5.0,0.0,74.37,2.0,N,0.0,,,1.22,1.22,,184.15,1.0,13.0,0.39,184.0484,C7H8N2O4,6.0,0.0,0.0,-1.03
8784,305.38,0.95,7.0,3.0,86.44,7.0,N,0.0,,4.4,1.02,1.02,NEUTRAL,305.38,2.0,22.0,0.71,305.1852,C15H23N5O2,7.0,3.0,0.0,-1.24
8785,413.56,5.92,3.0,0.0,21.7,8.0,N,1.0,,4.32,6.69,6.69,NEUTRAL,413.56,3.0,31.0,0.43,413.2355,C28H31NO2,3.0,0.0,1.0,-0.59
8786,231.34,2.59,2.0,1.0,23.47,2.0,Y,0.0,10.54,9.83,2.72,0.63,BASE,231.34,1.0,17.0,0.85,231.1623,C15H21NO,2.0,1.0,0.0,0.55
8787,231.34,2.59,2.0,1.0,23.47,2.0,Y,0.0,10.54,9.83,2.72,0.63,BASE,231.34,1.0,17.0,0.85,231.1623,C15H21NO,2.0,1.0,0.0,0.55
8788,160.18,0.92,4.0,2.0,63.83,1.0,N,0.0,,8.88,0.75,-0.73,BASE,160.18,2.0,12.0,0.48,160.0749,C8H8N4,4.0,3.0,0.0,-1.58
8789,291.36,0.56,7.0,3.0,86.44,7.0,N,0.0,,4.4,0.6,0.6,NEUTRAL,291.36,2.0,21.0,0.69,291.1695,C14H21N5O2,7.0,3.0,0.0,-1.26
8790,427.5,2.58,7.0,3.0,97.86,13.0,N,0.0,12.3,9.31,2.04,0.13,BASE,427.5,3.0,31.0,0.36,427.2107,C23H29N3O5,8.0,3.0,0.0,-0.68
8791,441.53,2.72,7.0,3.0,97.86,14.0,N,0.0,12.31,9.31,2.07,0.16,BASE,441.53,3.0,32.0,0.33,441.2264,C24H31N3O5,8.0,3.0,0.0,-0.68
8792,507.66,4.51,7.0,3.0,88.63,14.0,N,1.0,13.12,9.31,4.61,2.69,BASE,507.66,4.0,36.0,0.22,507.2192,C28H33N3O4S,7.0,3.0,1.0,-0.84
8793,271.25,0.38,6.0,1.0,108.83,3.0,N,0.0,10.33,,0.27,0.27,NEUTRAL,271.25,2.0,18.0,0.81,271.0151,C10H9NO6S,7.0,2.0,0.0,0.24
8794,513.76,6.21,3.0,3.0,86.63,4.0,N,2.0,4.08,0.25,5.53,2.42,ACID,513.76,0.0,37.0,0.39,513.3818,C32H51NO4,5.0,3.0,2.0,2.5
8795,654.98,7.66,4.0,4.0,115.73,12.0,N,2.0,4.14,0.75,6.88,3.81,ACID,654.98,0.0,47.0,0.1,654.4972,C40H66N2O5,7.0,4.0,2.0,1.94
8796,737.0,8.98,4.0,4.0,115.73,13.0,N,2.0,4.21,0.75,7.98,4.96,ACID,737.0,0.0,52.0,0.11,736.5002,C42H67F3N2O5,7.0,4.0,2.0,1.69
8797,241.27,0.79,4.0,1.0,86.46,2.0,N,0.0,10.64,,0.93,0.93,NEUTRAL,241.27,1.0,16.0,0.83,241.0409,C10H11NO4S,5.0,2.0,0.0,-0.31
8798,241.27,0.79,4.0,1.0,86.46,2.0,N,0.0,10.66,,0.93,0.93,NEUTRAL,241.27,1.0,16.0,0.83,241.0409,C10H11NO4S,5.0,2.0,0.0,-0.28
8799,225.27,1.23,3.0,1.0,69.39,2.0,N,0.0,10.82,,1.79,1.79,NEUTRAL,225.27,1.0,15.0,0.82,225.046,C10H11NO3S,4.0,2.0,0.0,0.51
8800,450.67,7.49,1.0,2.0,27.82,9.0,N,1.0,,10.52,8.87,5.99,BASE,450.67,4.0,34.0,0.25,450.3035,C32H38N2,2.0,2.0,1.0,-0.28
8801,386.54,5.33,2.0,3.0,56.5,9.0,N,1.0,,10.52,5.17,2.22,BASE,386.54,4.0,29.0,0.34,386.247,C25H30N4,4.0,3.0,1.0,-0.33
8802,420.54,3.77,6.0,3.0,83.06,10.0,N,0.0,12.16,9.24,3.33,1.5,BASE,420.54,4.0,30.0,0.34,420.162,C23H24N4O2S,6.0,3.0,0.0,-1.12
8803,411.59,6.39,2.0,2.0,40.71,10.0,N,1.0,,10.52,6.64,3.76,BASE,411.59,4.0,31.0,0.3,411.2674,C28H33N3,3.0,2.0,1.0,-0.35
8804,283.31,1.3,5.0,1.0,99.6,2.0,N,0.0,10.55,,1.64,1.64,NEUTRAL,283.31,2.0,19.0,0.84,283.0514,C12H13NO5S,6.0,2.0,0.0,-0.33
8805,538.76,6.48,5.0,2.0,79.48,17.0,N,2.0,10.99,4.03,5.86,5.86,NEUTRAL,538.76,3.0,38.0,0.15,538.2978,C30H42N4O3S,7.0,2.0,2.0,-1.36
8806,686.99,8.35,4.0,4.0,115.73,13.0,N,2.0,4.38,0.75,7.37,4.46,ACID,686.99,0.0,49.0,0.09,686.5034,C41H67FN2O5,7.0,4.0,2.0,1.79
8808,490.67,5.37,4.0,3.0,86.88,11.0,N,1.0,7.96,10.52,4.06,3.44,BASE,490.67,4.0,35.0,0.25,490.2402,C28H34N4O2S,6.0,3.0,1.0,-0.65
8809,650.84,9.81,5.0,2.0,79.48,18.0,N,2.0,11.01,4.07,9.47,9.47,NEUTRAL,650.84,4.0,46.0,0.08,650.3102,C36H44F2N4O3S,7.0,2.0,2.0,-1.32
8810,590.78,9.79,3.0,2.0,61.02,16.0,N,2.0,10.88,4.03,9.78,9.78,NEUTRAL,590.78,4.0,42.0,0.1,590.2891,C34H40F2N4OS,5.0,2.0,2.0,-1.46
8811,490.4,3.74,6.0,3.0,88.63,11.0,N,0.0,11.7,9.31,3.6,1.7,BASE,490.4,3.0,31.0,0.36,489.1263,C23H28BrN3O4,7.0,3.0,0.0,-0.53
8812,455.56,2.85,7.0,3.0,97.86,14.0,N,0.0,13.53,9.31,2.62,0.7,BASE,455.56,3.0,33.0,0.32,455.242,C25H33N3O5,8.0,3.0,0.0,-0.51
8813,232.33,3.17,1.0,1.0,32.34,2.0,N,0.0,,,2.76,2.76,NEUTRAL,232.33,1.0,17.0,0.83,232.1576,C14H20N2O,3.0,1.0,0.0,-1.29
8814,296.5,5.15,1.0,2.0,41.13,12.0,N,1.0,,,5.32,5.32,NEUTRAL,296.5,0.0,21.0,0.48,296.2828,C18H36N2O,3.0,2.0,1.0,-0.69
8815,340.6,6.28,1.0,2.0,41.13,13.0,N,1.0,,,6.62,6.62,NEUTRAL,340.6,0.0,24.0,0.38,340.3454,C21H44N2O,3.0,2.0,1.0,-0.3
8816,308.34,2.52,4.0,1.0,62.54,2.0,N,0.0,6.03,,1.59,0.22,ACID,308.34,3.0,23.0,0.79,308.1161,C18H16N2O3,5.0,1.0,0.0,-0.82
8817,301.39,2.22,6.0,1.0,55.21,3.0,N,0.0,,5.64,2.79,2.79,NEUTRAL,301.39,2.0,22.0,0.94,301.1903,C16H23N5O,6.0,1.0,0.0,-1.39
8818,412.58,5.58,3.0,3.0,66.73,9.0,N,1.0,,10.52,5.96,2.9,BASE,412.58,4.0,31.0,0.31,412.2627,C27H32N4,4.0,4.0,1.0,-0.1
8819,386.5,3.43,5.0,3.0,86.99,12.0,N,0.0,13.5,,2.53,2.53,NEUTRAL,386.5,0.0,27.0,0.27,386.2469,C21H35FO5,5.0,3.0,0.0,1.47
8820,611.95,8.94,3.0,3.0,86.63,11.0,N,2.0,4.97,0.75,8.28,5.88,ACID,611.95,0.0,44.0,0.16,611.4914,C39H65NO4,5.0,3.0,2.0,2.15
8822,231.34,2.59,2.0,1.0,23.47,2.0,Y,0.0,10.54,9.83,2.72,0.63,BASE,231.34,1.0,17.0,0.85,231.1623,C15H21NO,2.0,1.0,0.0,0.55
8823,206.27,1.72,2.0,1.0,51.74,3.0,Y,0.0,10.43,2.29,1.15,1.15,NEUTRAL,206.27,2.0,14.0,0.78,206.0514,C10H10N2OS,3.0,1.0,0.0,-0.54
8824,439.11,3.56,6.0,2.0,89.85,1.0,N,0.0,11.42,,4.61,4.61,NEUTRAL,439.11,3.0,23.0,0.57,436.9487,C15H13Br2N5O,6.0,3.0,0.0,-0.35
8825,403.5,2.86,5.0,4.0,95.86,9.0,N,0.0,3.78,,3.51,0.24,ACID,403.5,2.0,28.0,0.48,403.1453,C21H25NO5S,6.0,3.0,0.0,0.18
8826,323.41,2.28,4.0,2.0,83.47,7.0,N,0.0,3.88,,2.16,-1.06,ACID,323.41,1.0,22.0,0.8,323.1191,C16H21NO4S,5.0,2.0,0.0,0.0
8827,299.37,2.06,3.0,3.0,66.4,6.0,N,0.0,3.81,,2.46,-0.8,ACID,299.37,1.0,20.0,0.7,299.0991,C14H18FNO3S,4.0,2.0,0.0,-0.45
8828,259.39,3.28,2.0,0.0,12.47,3.0,N,0.0,,10.23,3.78,1.03,BASE,259.39,1.0,19.0,0.83,259.1936,C17H25NO,2.0,0.0,0.0,0.46
8829,259.39,3.28,2.0,0.0,12.47,3.0,N,0.0,,10.23,3.78,1.03,BASE,259.39,1.0,19.0,0.83,259.1936,C17H25NO,2.0,0.0,0.0,0.46
8830,293.41,3.68,2.0,0.0,12.47,3.0,N,0.0,,9.96,4.21,1.69,BASE,293.41,2.0,22.0,0.86,293.178,C20H23NO,2.0,0.0,0.0,0.0
8831,392.23,3.33,6.0,2.0,89.85,1.0,N,0.0,11.42,,4.43,4.43,NEUTRAL,392.23,3.0,24.0,0.49,391.0444,C16H15BrFN5O,6.0,3.0,0.0,-0.73
8832,289.29,0.66,7.0,1.0,96.44,6.0,N,0.0,,,0.85,0.85,NEUTRAL,289.29,2.0,21.0,0.62,289.1063,C14H15N3O4,7.0,2.0,0.0,-0.46
8833,207.26,1.8,4.0,2.0,61.8,3.0,N,0.0,7.21,,2.9,2.51,NEUTRAL,207.26,2.0,14.0,0.75,207.0466,C9H9N3OS,4.0,2.0,0.0,-1.87
8834,289.78,2.72,4.0,3.0,83.55,7.0,N,0.0,1.66,9.58,0.45,0.42,ZWITTERION,289.78,1.0,18.0,0.53,289.0539,C12H16ClNO3S,4.0,4.0,0.0,-0.1
8835,264.29,-0.71,7.0,4.0,117.42,2.0,N,0.0,13.33,7.01,-1.79,-1.94,NEUTRAL,264.29,2.0,19.0,0.57,264.1222,C12H16N4O3,7.0,5.0,0.0,1.1
8838,135.21,1.58,1.0,1.0,26.02,2.0,Y,0.0,,10.01,1.8,-0.67,BASE,233.29,1.0,10.0,0.65,135.1048,C9H15NO4S,1.0,2.0,0.0,-0.02
8839,373.47,2.85,4.0,4.0,86.63,8.0,N,0.0,3.9,,3.67,0.45,ACID,373.47,2.0,26.0,0.54,373.1348,C20H23NO4S,5.0,3.0,0.0,0.19
8840,225.21,0.13,5.0,1.0,112.85,5.0,N,0.0,9.97,,-0.04,-0.16,NEUTRAL,225.21,1.0,16.0,0.33,225.0862,C8H11N5O3,8.0,1.0,0.0,-0.4
8843,411.59,7.07,2.0,0.0,12.47,8.0,N,1.0,,6.52,7.76,7.7,NEUTRAL,411.59,3.0,31.0,0.37,411.2562,C29H33NO,2.0,0.0,1.0,-0.44
8844,547.67,5.08,7.0,1.0,98.77,12.0,N,2.0,12.21,,5.29,5.29,NEUTRAL,547.67,3.0,39.0,0.25,547.2029,C31H33NO6S,7.0,1.0,2.0,-0.01
8845,292.25,1.22,6.0,2.0,119.4,4.0,N,0.0,3.37,,1.11,-2.3,ACID,292.25,2.0,21.0,0.65,292.0808,C12H12N4O5,9.0,2.0,0.0,-1.09
8846,204.16,-1.36,5.0,2.0,84.32,4.0,N,0.0,8.08,,-1.06,-1.14,NEUTRAL,204.16,1.0,14.0,0.59,204.0546,C7H9FN2O4,6.0,2.0,0.0,-0.71
8847,413.54,3.93,5.0,1.0,72.47,9.0,N,0.0,12.5,,4.03,4.03,NEUTRAL,413.54,2.0,29.0,0.63,413.1661,C23H27NO4S,5.0,1.0,0.0,-0.18
8848,304.3,0.68,6.0,1.0,90.39,6.0,N,0.0,9.97,,1.63,1.63,NEUTRAL,304.3,2.0,22.0,0.63,304.1059,C15H16N2O5,7.0,1.0,0.0,-0.71
8849,252.23,0.49,6.0,1.0,121.98,6.0,N,0.0,11.21,,-0.89,-1.0,NEUTRAL,252.23,1.0,18.0,0.34,252.0971,C9H12N6O3,9.0,1.0,0.0,-0.88
8850,755.14,8.83,5.0,5.0,135.96,16.0,N,2.0,4.54,0.76,8.01,5.24,ACID,755.14,0.0,54.0,0.08,754.586,C46H78N2O6,8.0,5.0,2.0,1.96
8851,789.15,9.02,5.0,5.0,135.96,16.0,N,2.0,4.44,0.76,8.41,5.55,ACID,789.15,1.0,57.0,0.08,788.5703,C49H76N2O6,8.0,5.0,2.0,1.79
8852,241.31,1.68,4.0,3.0,83.55,6.0,N,0.0,1.93,9.69,-0.6,-0.61,ZWITTERION,241.31,1.0,16.0,0.52,241.0773,C11H15NO3S,4.0,4.0,0.0,0.17
8855,153.19,0.41,4.0,1.0,60.91,1.0,N,0.0,,,-0.24,-0.24,NEUTRAL,153.19,1.0,11.0,0.64,153.0902,C7H11N3O,4.0,2.0,0.0,-0.52
8856,140.14,-0.21,4.0,0.0,44.12,1.0,N,0.0,,,-0.15,-0.15,NEUTRAL,140.14,1.0,10.0,0.54,140.0586,C6H8N2O2,4.0,0.0,0.0,-0.8
8857,222.2,0.58,5.0,1.0,100.96,4.0,N,0.0,,,-0.02,-0.02,NEUTRAL,222.2,1.0,16.0,0.46,222.0753,C9H10N4O3,7.0,1.0,0.0,-1.82
8858,222.27,1.38,3.0,1.0,62.82,3.0,N,0.0,7.3,,1.26,0.92,NEUTRAL,222.27,2.0,15.0,0.85,222.0463,C10H10N2O2S,4.0,1.0,0.0,-1.39
8859,207.26,1.11,3.0,1.0,64.63,3.0,N,0.0,9.31,,0.88,0.87,NEUTRAL,207.26,2.0,14.0,0.77,207.0466,C9H9N3OS,4.0,1.0,0.0,-0.73
8860,223.26,0.78,4.0,1.0,75.71,3.0,N,0.0,7.73,,0.99,0.82,NEUTRAL,223.26,2.0,15.0,0.83,223.0415,C9H9N3O2S,5.0,1.0,0.0,-1.58
8861,399.51,3.55,5.0,1.0,72.47,9.0,N,0.0,12.64,,3.46,3.46,NEUTRAL,399.51,2.0,28.0,0.65,399.1504,C22H25NO4S,5.0,1.0,0.0,-0.27
8862,223.26,0.82,4.0,2.0,84.86,3.0,N,0.0,6.69,,1.26,0.5,NEUTRAL,223.26,2.0,15.0,0.75,223.0415,C9H9N3O2S,5.0,2.0,0.0,-0.45
8863,268.38,2.33,4.0,3.0,89.34,8.0,N,0.0,1.94,9.53,-0.24,-0.24,ZWITTERION,268.38,1.0,18.0,0.38,268.1245,C13H20N2O2S,4.0,5.0,0.0,-0.02
8864,301.36,1.14,5.0,3.0,117.69,8.0,N,0.0,1.3,9.13,-0.59,-1.32,ZWITTERION,301.36,1.0,20.0,0.62,301.0984,C13H19NO5S,6.0,4.0,0.0,-0.05
8865,285.37,1.47,4.0,3.0,106.61,8.0,N,0.0,1.56,9.33,-0.7,-1.07,ZWITTERION,285.37,1.0,19.0,0.5,285.1035,C13H19NO4S,5.0,4.0,0.0,0.83
8866,325.39,1.65,5.0,3.0,84.86,6.0,N,0.0,3.58,,1.94,-1.41,ACID,325.39,1.0,22.0,0.69,325.0984,C15H19NO5S,6.0,2.0,0.0,0.14
8867,386.5,3.43,5.0,3.0,86.99,12.0,N,0.0,13.5,,2.53,2.53,NEUTRAL,386.5,0.0,27.0,0.27,386.2469,C21H35FO5,5.0,3.0,0.0,1.47
8868,386.5,3.43,5.0,3.0,86.99,12.0,N,0.0,13.5,,2.53,2.53,NEUTRAL,386.5,0.0,27.0,0.27,386.2469,C21H35FO5,5.0,3.0,0.0,1.47
8869,207.26,1.11,3.0,1.0,64.63,3.0,N,0.0,7.84,,1.1,0.97,NEUTRAL,207.26,2.0,14.0,0.77,207.0466,C9H9N3OS,4.0,1.0,0.0,-0.71
8870,281.32,2.04,6.0,2.0,89.85,1.0,N,0.0,11.57,0.81,2.78,2.78,NEUTRAL,281.32,3.0,21.0,0.71,281.1277,C15H15N5O,6.0,3.0,0.0,-0.46
8873,924.09,0.71,17.0,12.0,319.61,3.0,N,3.0,3.69,9.12,-2.3,-2.31,ZWITTERION,924.09,0.0,65.0,0.17,923.4878,C47H73NO17,18.0,13.0,3.0,1.75
8874,275.76,2.33,4.0,3.0,83.55,6.0,N,0.0,1.67,9.58,0.01,-0.02,ZWITTERION,275.76,1.0,17.0,0.55,275.0383,C11H14ClNO3S,4.0,4.0,0.0,-0.11
8875,225.18,0.14,3.0,4.0,120.85,7.0,N,0.0,1.71,9.56,-2.35,-5.71,ZWITTERION,225.18,0.0,14.0,0.36,225.0766,C7H16NO5P,6.0,5.0,0.0,1.11
8876,323.4,2.76,6.0,1.0,55.21,3.0,N,0.0,,4.79,2.76,2.75,NEUTRAL,323.4,3.0,24.0,0.8,323.1746,C18H21N5O,6.0,1.0,0.0,-1.42
8877,583.65,5.36,7.0,1.0,98.77,12.0,N,2.0,11.85,,5.58,5.58,NEUTRAL,583.65,3.0,41.0,0.23,583.184,C31H31F2NO6S,7.0,1.0,2.0,-0.34
8878,359.45,2.29,4.0,4.0,86.63,8.0,N,0.0,3.85,,3.39,0.14,ACID,359.45,2.0,25.0,0.54,359.1191,C19H21NO4S,5.0,3.0,0.0,0.17
8879,323.46,3.1,3.0,3.0,66.4,9.0,N,0.0,4.22,,3.73,0.71,ACID,323.46,1.0,22.0,0.61,323.1555,C17H25NO3S,4.0,2.0,0.0,0.16
8880,397.56,6.68,2.0,0.0,12.47,8.0,N,1.0,,6.64,7.31,7.24,NEUTRAL,397.56,3.0,30.0,0.39,397.2406,C28H31NO,2.0,0.0,1.0,-0.45
8881,228.21,-1.11,7.0,2.0,122.46,5.0,N,0.0,,,-1.53,-1.53,NEUTRAL,228.21,1.0,16.0,0.62,228.0859,C8H12N4O4,8.0,4.0,0.0,-0.18
8882,184.2,-1.24,6.0,2.0,96.16,4.0,N,0.0,,9.44,-1.75,-3.75,BASE,184.2,1.0,13.0,0.57,184.096,C7H12N4O2,6.0,4.0,0.0,-0.11
8883,210.2,0.11,6.0,1.0,118.9,5.0,N,0.0,,,-0.82,-0.93,NEUTRAL,210.2,1.0,15.0,0.32,210.0865,C7H10N6O2,8.0,2.0,0.0,-0.05
8884,140.14,-0.92,4.0,0.0,44.0,0.0,N,0.0,,,-0.41,-0.41,NEUTRAL,140.14,1.0,10.0,0.47,140.0586,C6H8N2O2,4.0,0.0,0.0,-0.76
8885,388.49,2.44,5.0,5.0,112.65,8.0,N,0.0,3.78,4.46,2.06,-0.34,ACID,388.49,2.0,27.0,0.35,388.1457,C20H24N2O4S,6.0,5.0,0.0,0.23
8889,319.41,1.34,7.0,3.0,86.44,7.0,N,0.0,,4.4,1.44,1.44,NEUTRAL,319.41,2.0,23.0,0.71,319.2008,C16H25N5O2,7.0,3.0,0.0,-1.07
8890,333.48,4.46,2.0,2.0,54.7,9.0,N,0.0,,9.59,4.46,2.26,BASE,333.48,3.0,25.0,0.57,333.2205,C22H27N3,3.0,3.0,0.0,-0.29
8891,413.56,5.92,3.0,0.0,21.7,8.0,N,1.0,,4.37,6.69,6.69,NEUTRAL,413.56,3.0,31.0,0.43,413.2355,C28H31NO2,3.0,0.0,1.0,-0.56
8892,344.33,1.17,7.0,2.0,134.99,6.0,N,0.0,,,0.3,0.3,NEUTRAL,344.33,2.0,25.0,0.46,344.1233,C15H16N6O4,10.0,2.0,0.0,-1.43
8893,170.12,0.63,4.0,1.0,85.37,2.0,N,0.0,3.28,,0.88,-2.55,ACID,170.12,1.0,12.0,0.52,170.0328,C6H6N2O4,6.0,1.0,0.0,-0.73
8894,303.81,3.11,4.0,3.0,83.55,8.0,N,0.0,1.96,9.58,0.89,0.87,ZWITTERION,303.81,1.0,19.0,0.51,303.0696,C13H18ClNO3S,4.0,4.0,0.0,-0.04
8895,269.37,2.46,4.0,3.0,83.55,8.0,N,0.0,2.04,9.7,0.29,0.28,ZWITTERION,269.37,1.0,18.0,0.5,269.1086,C13H19NO3S,4.0,4.0,0.0,0.21
8896,308.26,0.51,6.0,1.0,90.39,6.0,N,0.0,8.08,,1.44,1.36,NEUTRAL,308.26,2.0,22.0,0.62,308.0808,C14H13FN2O5,7.0,1.0,0.0,-0.89
8897,199.21,-1.22,5.0,2.0,90.11,4.0,N,0.0,10.08,9.33,-1.39,-2.98,BASE,199.21,1.0,14.0,0.59,199.0957,C8H13N3O3,6.0,3.0,0.0,-0.51
8898,654.98,7.66,4.0,4.0,115.73,12.0,N,2.0,4.47,0.76,6.37,3.54,ACID,654.98,0.0,47.0,0.13,654.4972,C40H66N2O5,7.0,4.0,2.0,1.9
8899,654.98,7.66,4.0,4.0,115.73,12.0,N,2.0,4.47,0.76,6.37,3.54,ACID,654.98,0.0,47.0,0.13,654.4972,C40H66N2O5,7.0,4.0,2.0,1.9
8900,654.98,7.66,4.0,4.0,115.73,12.0,N,2.0,4.93,0.26,6.73,4.3,ACID,654.98,0.0,47.0,0.13,654.4972,C40H66N2O5,7.0,4.0,2.0,1.84
8901,227.22,-0.83,6.0,2.0,93.45,5.0,N,0.0,11.21,,-1.71,-1.71,NEUTRAL,227.22,1.0,16.0,0.64,227.0906,C9H13N3O4,7.0,2.0,0.0,-0.96
8904,254.27,2.17,5.0,0.0,51.44,0.0,N,0.0,,3.75,1.79,1.79,NEUTRAL,254.27,3.0,18.0,0.48,254.015,C13H6N2O2S,4.0,0.0,0.0,-0.66
8905,709.07,8.78,4.0,3.0,106.94,11.0,N,2.0,4.47,0.76,7.71,4.87,ACID,709.07,0.0,51.0,0.15,708.5441,C44H72N2O5,7.0,3.0,2.0,1.47
8906,717.05,9.2,4.0,4.0,115.73,12.0,N,2.0,3.75,0.76,8.5,5.21,ACID,717.05,1.0,52.0,0.13,716.5128,C45H68N2O5,7.0,4.0,2.0,1.61
8907,204.18,1.42,4.0,2.0,74.6,0.0,N,0.0,8.53,,2.58,2.55,NEUTRAL,204.18,1.0,15.0,0.63,204.0423,C11H8O4,4.0,2.0,0.0,1.83
8908,190.15,1.03,4.0,2.0,74.6,0.0,N,0.0,8.54,,2.19,2.16,NEUTRAL,190.15,1.0,14.0,0.6,190.0266,C10H6O4,4.0,2.0,0.0,1.17
8909,376.5,4.32,5.0,1.0,32.67,5.0,N,0.0,,4.48,4.57,4.57,NEUTRAL,376.5,3.0,28.0,0.72,376.2263,C23H28N4O,5.0,1.0,0.0,-1.3
8910,111.15,-0.09,2.0,2.0,54.7,2.0,Y,0.0,,9.58,-0.7,-2.85,BASE,111.15,1.0,8.0,0.56,111.0796,C5H9N3,3.0,3.0,0.0,0.0
8911,360.22,2.8,6.0,2.0,89.85,1.0,N,0.0,11.42,,3.85,3.85,NEUTRAL,360.22,3.0,22.0,0.65,359.0382,C15H14BrN5O,6.0,3.0,0.0,-0.46
8912,577.7,5.09,8.0,1.0,108.0,13.0,N,2.0,12.12,,5.14,5.14,NEUTRAL,577.7,3.0,41.0,0.22,577.2134,C32H35NO7S,8.0,1.0,2.0,-0.02
8913,266.32,3.74,3.0,0.0,34.14,2.0,N,0.0,,,3.25,3.25,NEUTRAL,266.32,2.0,19.0,0.83,266.0402,C16H10O2S,2.0,0.0,0.0,0.0
8914,296.35,3.1,4.0,1.0,54.37,3.0,N,0.0,,,2.37,2.37,NEUTRAL,296.35,2.0,21.0,0.95,296.0507,C17H12O3S,3.0,1.0,0.0,0.12
8915,413.54,4.35,4.0,2.0,83.47,10.0,N,0.0,3.71,,5.18,1.88,ACID,413.54,2.0,29.0,0.6,413.1661,C23H27NO4S,5.0,2.0,0.0,-0.1
8916,304.71,2.53,6.0,1.0,71.67,0.0,N,0.0,7.69,3.72,2.74,2.56,NEUTRAL,304.71,3.0,20.0,0.54,303.9709,C13H5ClN2O3S,5.0,1.0,0.0,-0.44
8917,416.13,6.45,3.0,0.0,27.05,6.0,N,1.0,,6.48,5.96,5.92,NEUTRAL,416.13,3.0,25.0,0.46,413.986,C18H14Cl4N2O,3.0,0.0,1.0,-0.92
8918,717.05,9.8,4.0,4.0,115.73,12.0,N,2.0,4.16,0.75,8.93,5.87,ACID,717.05,1.0,52.0,0.13,716.5128,C45H68N2O5,7.0,4.0,2.0,1.48
8919,245.37,2.89,2.0,0.0,12.47,3.0,Y,0.0,,10.03,3.36,0.78,BASE,245.37,1.0,18.0,0.81,245.178,C16H23NO,2.0,0.0,0.0,0.28
8920,319.45,3.94,2.0,2.0,40.71,8.0,N,0.0,,9.88,4.0,1.54,BASE,319.45,3.0,24.0,0.66,319.2048,C21H25N3,3.0,2.0,0.0,-0.33
8921,397.56,6.68,2.0,0.0,12.47,8.0,N,1.0,,6.69,7.31,7.23,NEUTRAL,397.56,3.0,30.0,0.39,397.2406,C28H31NO,2.0,0.0,1.0,-0.41
8922,717.05,9.2,4.0,4.0,115.73,12.0,N,2.0,3.88,0.76,8.5,5.28,ACID,717.05,1.0,52.0,0.13,716.5128,C45H68N2O5,7.0,4.0,2.0,1.56
8924,717.05,9.8,4.0,4.0,115.73,12.0,N,2.0,3.56,0.75,9.58,6.22,ACID,717.05,1.0,52.0,0.13,716.5128,C45H68N2O5,7.0,4.0,2.0,1.49
8925,449.52,4.21,5.0,1.0,72.47,9.0,N,0.0,11.94,,4.32,4.32,NEUTRAL,449.52,2.0,31.0,0.58,449.1472,C23H25F2NO4S,5.0,1.0,0.0,-0.6
8926,419.44,1.98,8.0,2.0,137.5,6.0,N,0.0,,,1.77,1.77,NEUTRAL,419.44,2.0,30.0,0.42,419.1805,C19H25N5O6,11.0,2.0,1.0,-0.98
8927,239.26,0.48,5.0,2.0,95.94,3.0,N,0.0,5.38,,1.37,-0.13,ACID,239.26,2.0,16.0,0.81,239.0365,C9H9N3O3S,6.0,2.0,0.0,-1.22
8928,223.26,0.78,4.0,1.0,75.71,3.0,N,0.0,5.26,,1.21,-0.63,ACID,223.26,2.0,15.0,0.83,223.0415,C9H9N3O2S,5.0,1.0,0.0,-1.63
8929,319.45,4.07,2.0,2.0,54.7,8.0,N,0.0,,9.59,4.01,1.81,BASE,319.45,3.0,24.0,0.66,319.2048,C21H25N3,3.0,3.0,0.0,-0.33
8930,739.14,9.86,4.0,4.0,115.73,16.0,N,2.0,4.74,0.76,8.93,6.32,ACID,739.14,0.0,53.0,0.09,738.5911,C46H78N2O5,7.0,4.0,2.0,1.79
8931,699.03,7.41,5.0,5.0,135.96,14.0,N,2.0,4.25,0.75,6.34,3.34,ACID,699.03,0.0,50.0,0.09,698.5234,C42H70N2O6,8.0,5.0,2.0,1.89
8932,399.51,3.96,4.0,2.0,83.47,9.0,N,0.0,3.65,,4.74,1.41,ACID,399.51,2.0,28.0,0.67,399.1504,C22H25NO4S,5.0,2.0,0.0,-0.15
8933,411.59,7.07,2.0,0.0,12.47,8.0,N,1.0,,6.56,7.76,7.7,NEUTRAL,411.59,3.0,31.0,0.37,411.2562,C29H33NO,2.0,0.0,1.0,-0.41
