compsyn_id,component_id,component_synonym,syn_type
1797124,1003,IP3K C,UNIPROT
884032,1003,Ip3kc,GENE_SYMBOL_OTHER
1797119,1003,Itpkc,GENE_SYMBOL
1798041,1004,NK-1 receptor,UNIPROT
1798044,1004,NK-1R,UNIPROT
1798043,1004,SPR,UNIPROT
1798040,1004,Substance-P receptor,UNIPROT
884930,1004,Tac1r,GENE_SYMBOL_OTHER
1798042,1004,Tachykinin receptor 1,UNIPROT
1798038,1004,Tacr1,GENE_SYMBOL
1798045,1005,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B,UNIPROT
1798050,1006,ATP receptor,UNIPROT
1798046,1006,P2RX6,GENE_SYMBOL
884938,1006,P2RXL1,GENE_SYMBOL_OTHER
1798049,1006,P2X purinoceptor 6,UNIPROT
884939,1006,P2X6,GENE_SYMBOL_OTHER
1798054,1006,P2X6,UNIPROT
1798051,1006,P2XM,UNIPROT
1798052,1006,Purinergic receptor,UNIPROT
1798053,1006,Purinergic receptor P2X-like 1,UNIPROT
1798058,1007,5.6.2.2,EC_NUMBER
1798056,1007,DNA topoisomerase 2,UNIPROT
1798057,1007,DNA topoisomerase II,UNIPROT
1798055,1007,Top2,GENE_SYMBOL
1798059,1008,Muscarinic receptor M1,UNIPROT
1798067,1009,3.4.24.-,EC_NUMBER
1798061,1009,A disintegrin and metalloproteinase with thrombospondin motifs 5,UNIPROT
1798064,1009,ADAM-TS 5,UNIPROT
1798065,1009,ADAM-TS5,UNIPROT
1798066,1009,ADAMTS-5,UNIPROT
1798060,1009,ADAMTS5,GENE_SYMBOL
1798062,1009,ADMP-2,UNIPROT
1798063,1009,Aggrecanase-2,UNIPROT
1798070,1010,2.7.2.3,EC_NUMBER
1798068,1010,PGK1,GENE_SYMBOL
1798069,1010,Phosphoglycerate kinase,UNIPROT
1798077,1011,EAA2,UNIPROT
1798074,1011,Excitatory amino acid receptor 2,UNIPROT
1798076,1011,GluK5,UNIPROT
1798073,1011,"Glutamate receptor ionotropic, kainate 5",UNIPROT
1798075,1011,Glutamate receptor KA-2,UNIPROT
884963,1011,GRIK2,GENE_SYMBOL_OTHER
1798071,1011,GRIK5,GENE_SYMBOL
1798078,1011,KA2,UNIPROT
1798082,1012,3.4.24.71,EC_NUMBER
1798081,1012,ECE-1,UNIPROT
1798079,1012,Ece1,GENE_SYMBOL
1798080,1012,Endothelin-converting enzyme 1,UNIPROT
1798083,1013,Glra3,GENE_SYMBOL
1798084,1013,Glycine receptor subunit alpha-3,UNIPROT
1798089,1014,Acute myeloid leukemia 1 protein,UNIPROT
884977,1014,AML1,GENE_SYMBOL_OTHER
1798095,1014,CBF-alpha-2,UNIPROT
884978,1014,CBFA2,GENE_SYMBOL_OTHER
1798090,1014,Core-binding factor subunit alpha-2,UNIPROT
1798091,1014,Oncogene AML-1,UNIPROT
1798096,1014,PEA2-alpha B,UNIPROT
1798097,1014,PEBP2-alpha B,UNIPROT
1798092,1014,Polyomavirus enhancer-binding protein 2 alpha B subunit,UNIPROT
1798088,1014,Runt-related transcription factor 1,UNIPROT
1798085,1014,RUNX1,GENE_SYMBOL
1798093,1014,SL3-3 enhancer factor 1 alpha B subunit,UNIPROT
1798094,1014,SL3/AKV core-binding factor alpha B subunit,UNIPROT
1798100,1015,4.6.1.1,EC_NUMBER
1798098,1015,Adcy1,GENE_SYMBOL
1798099,1015,Adenylate cyclase type 1,UNIPROT
1244352,1015,Synonyms=Adcy1_predicted,GENE_SYMBOL_OTHER
1798508,1016,3.2.1.23,EC_NUMBER
1798507,1016,Beta-galactosidase,UNIPROT
1798506,1016,Glb1,GENE_SYMBOL
1244747,1016,Synonyms=Glb1_mapped,GENE_SYMBOL_OTHER
1791721,1017,1.14.14.80,EC_NUMBER
878809,1017,Cyp4a-1,GENE_SYMBOL_OTHER
878810,1017,Cyp4a1,GENE_SYMBOL_OTHER
1791712,1017,Cyp4a10,GENE_SYMBOL
1791716,1017,CYPIVA10,UNIPROT
1791715,1017,Cytochrome P450 4A10,UNIPROT
1791717,1017,Cytochrome P450-LA-omega 1,UNIPROT
1791718,1017,Cytochrome P452,UNIPROT
1791719,1017,Lauric acid omega-hydroxylase,UNIPROT
1791720,1017,Long-chain fatty acid omega-monooxygenase,UNIPROT
1791727,1018,3.2.1.24,EC_NUMBER
1791725,1018,"Alpha-1,6-mannosidase",UNIPROT
1791724,1018,Epididymis-specific alpha-mannosidase,UNIPROT
878819,1018,KIAA0935,GENE_SYMBOL_OTHER
1791722,1018,MAN2B2,GENE_SYMBOL
1791726,1018,Mannosidase alpha class 2B member 2,UNIPROT
1791728,1019,ATP6V0A1,GENE_SYMBOL
1791731,1019,V-ATPase 116 kDa subunit a 1,UNIPROT
1791729,1019,V-type proton ATPase 116 kDa subunit a 1,UNIPROT
1791730,1019,Vacuolar proton translocating ATPase 116 kDa subunit a isoform 1,UNIPROT
1791732,1020,KCNQ3,GENE_SYMBOL
1791734,1020,KQT-like 3,UNIPROT
1791735,1020,Potassium channel subunit alpha KvLQT3,UNIPROT
1791733,1020,Potassium voltage-gated channel subfamily KQT member 3,UNIPROT
1791736,1020,Voltage-gated potassium channel subunit Kv7.3,UNIPROT
1791739,1021,Alpha-2 type I collagen,UNIPROT
1791737,1021,COL1A2,GENE_SYMBOL
1791738,1021,Collagen alpha-2(I) chain,UNIPROT
1791749,1022,1.13.11.11,EC_NUMBER
878836,1022,Tdo,GENE_SYMBOL_OTHER
1791747,1022,TDO,UNIPROT
1791740,1022,Tdo2,GENE_SYMBOL
1791748,1022,TRPO,UNIPROT
1791743,1022,"Tryptamin 2,3-dioxygenase",UNIPROT
1791742,1022,"Tryptophan 2,3-dioxygenase",UNIPROT
1791744,1022,Tryptophan oxygenase,UNIPROT
1791745,1022,Tryptophan pyrrolase,UNIPROT
1791746,1022,Tryptophanase,UNIPROT
1791752,1023,2-5A-dependent ribonuclease,UNIPROT
1791755,1023,2-5A-dependent RNase,UNIPROT
1791757,1023,3.1.26.-,EC_NUMBER
1791753,1023,Ribonuclease 4,UNIPROT
1791754,1023,Ribonuclease L,UNIPROT
1791756,1023,RNase L,UNIPROT
1791750,1023,Rnasel,GENE_SYMBOL
878846,1023,Rns4,GENE_SYMBOL_OTHER
1791764,1024,2.7.1.1,EC_NUMBER
1791760,1024,Brain form hexokinase,UNIPROT
1791761,1024,Hexokinase type I,UNIPROT
1791759,1024,Hexokinase-1,UNIPROT
1791762,1024,Hexokinase-A,UNIPROT
1791763,1024,HK I,UNIPROT
1791758,1024,HK1,GENE_SYMBOL
1791776,1025,2.7.10.1,EC_NUMBER
1791771,1025,CDw136,UNIPROT
1791774,1025,CD_antigen=CD136,UNIPROT
1791768,1025,Macrophage-stimulating protein receptor,UNIPROT
1791769,1025,Macrophage-stimulating protein receptor alpha chain,UNIPROT
1791770,1025,Macrophage-stimulating protein receptor beta chain,UNIPROT
1791775,1025,MSP receptor,UNIPROT
1791765,1025,MST1R,GENE_SYMBOL
1791773,1025,p185-Ron,UNIPROT
1791772,1025,Protein-tyrosine kinase 8,UNIPROT
878860,1025,PTK8,GENE_SYMBOL_OTHER
878861,1025,RON,GENE_SYMBOL_OTHER
1791779,1026,Acetylcholine receptor subunit beta,UNIPROT
878872,1026,Acrb,GENE_SYMBOL_OTHER
1791777,1026,Chrnb1,GENE_SYMBOL
1788597,1027,4.6.1.1,EC_NUMBER
1788595,1027,AC9,UNIPROT
1788596,1027,ACTP10,UNIPROT
1788589,1027,Adcy9,GENE_SYMBOL
1788590,1027,Adenylate cyclase type 9,UNIPROT
1788592,1027,Adenylate cyclase type IX,UNIPROT
1788593,1027,Adenylyl cyclase 9,UNIPROT
1788594,1027,Adenylyl cyclase type 10,UNIPROT
1788591,1027,ATP pyrophosphate-lyase 9,UNIPROT
1788599,1028,Cellular retinoic acid-binding protein 2,UNIPROT
1788600,1028,Cellular retinoic acid-binding protein II,UNIPROT
1788601,1028,CRABP-II,UNIPROT
1788598,1028,CRABP2,GENE_SYMBOL
1788774,1029,3.4.11.3,EC_NUMBER
1788770,1029,Cystinyl aminopeptidase,UNIPROT
1788766,1029,Insulin-regulated membrane aminopeptidase,UNIPROT
1788767,1029,Insulin-responsive aminopeptidase,UNIPROT
1788771,1029,IRAP,UNIPROT
1788764,1029,Leucyl-cystinyl aminopeptidase,UNIPROT
1788765,1029,"Leucyl-cystinyl aminopeptidase, pregnancy serum form",UNIPROT
1788762,1029,LNPEP,GENE_SYMBOL
867900,1029,OTASE,GENE_SYMBOL_OTHER
1788772,1029,OTase,UNIPROT
1788768,1029,Oxytocinase,UNIPROT
1788773,1029,P-LAP,UNIPROT
1788769,1029,Placental leucine aminopeptidase,UNIPROT
1788782,1030,3.1.3.16,EC_NUMBER
1788780,1030,"Calcineurin, testis-specific catalytic subunit",UNIPROT
1788781,1030,Calmodulin-dependent calcineurin A subunit gamma isoform,UNIPROT
867914,1030,CALNA3,GENE_SYMBOL_OTHER
1788779,1030,CAM-PRP catalytic subunit,UNIPROT
867915,1030,CNA3,GENE_SYMBOL_OTHER
1788775,1030,PPP3CC,GENE_SYMBOL
1788778,1030,Serine/threonine-protein phosphatase 2B catalytic subunit gamma isoform,UNIPROT
1788795,1031,2.7.10.2,EC_NUMBER
1788792,1031,FADK 1,UNIPROT
867924,1031,FAK,GENE_SYMBOL_OTHER
867925,1031,FAK1,GENE_SYMBOL_OTHER
1788786,1031,Focal adhesion kinase 1,UNIPROT
1788787,1031,Focal adhesion kinase-related nonkinase,UNIPROT
1788793,1031,FRNK,UNIPROT
1788790,1031,p125FAK,UNIPROT
1788791,1031,pp125FAK,UNIPROT
1788794,1031,PPP1R71,UNIPROT
1788788,1031,Protein phosphatase 1 regulatory subunit 71,UNIPROT
1788789,1031,Protein-tyrosine kinase 2,UNIPROT
1788783,1031,PTK2,GENE_SYMBOL
1788796,1032,5-HT4R,GENE_SYMBOL
1788797,1032,5-hydroxytryptamine receptor 4,UNIPROT
1788798,1032,Serotonin receptor 4,UNIPROT
1788806,1033,1.-.-.-,EC_NUMBER
867941,1033,Afar,GENE_SYMBOL_OTHER
1788804,1033,AFB1-AR,UNIPROT
1788803,1033,Aflatoxin B1 aldehyde reductase member 1,UNIPROT
1788802,1033,Aflatoxin B1 aldehyde reductase member 3,UNIPROT
867942,1033,Akr7a1,GENE_SYMBOL_OTHER
1788799,1033,Akr7a3,GENE_SYMBOL
1788805,1033,rAFAR1,UNIPROT
1788808,1034,"3',5'-cyclic-AMP phosphodiesterase 4A",UNIPROT
1788810,1034,3.1.4.53,EC_NUMBER
1788809,1034,cAMP-specific phosphodiesterase 4A,UNIPROT
1788807,1034,Pde4a,GENE_SYMBOL
1788813,1035,"1,4-alpha-D-glucan glucanohydrolase",UNIPROT
1788814,1035,3.2.1.1,EC_NUMBER
1788811,1035,Amy2,GENE_SYMBOL
1788812,1035,Pancreatic alpha-amylase,UNIPROT
1788817,1036,MC4-R,UNIPROT
1788815,1036,Mc4r,GENE_SYMBOL
1788816,1036,Melanocortin receptor 4,UNIPROT
1788820,1037,MC5-R,UNIPROT
1788818,1037,Mc5r,GENE_SYMBOL
1788819,1037,Melanocortin receptor 5,UNIPROT
867965,1038,Cgat,GENE_SYMBOL_OTHER
1788824,1038,Chromaffin granule amine transporter,UNIPROT
1788821,1038,Slc18a1,GENE_SYMBOL
1788825,1038,Solute carrier family 18 member 1,UNIPROT
1788827,1038,VAT1,UNIPROT
1788826,1038,Vesicular amine transporter 1,UNIPROT
867966,1038,Vmat1,GENE_SYMBOL_OTHER
1788829,1039,D(2) dopamine receptor,UNIPROT
1788830,1039,Dopamine D2 receptor,UNIPROT
1788828,1039,DRD2,GENE_SYMBOL
1788947,1040,4.1.1.15,EC_NUMBER
1788944,1040,67 kDa glutamic acid decarboxylase,UNIPROT
1788946,1040,GAD-67,UNIPROT
1788941,1040,GAD1,GENE_SYMBOL
868095,1040,GAD67,GENE_SYMBOL_OTHER
1788943,1040,Glutamate decarboxylase 1,UNIPROT
1788945,1040,Glutamate decarboxylase 67 kDa isoform,UNIPROT
1788951,1041,GABA(A) receptor subunit alpha-2,UNIPROT
868103,1041,Gabra-2,GENE_SYMBOL_OTHER
1788948,1041,Gabra2,GENE_SYMBOL
1788950,1041,Gamma-aminobutyric acid receptor subunit alpha-2,UNIPROT
1788960,1042,3.1.3.48,EC_NUMBER
1788957,1042,Protein-tyrosine phosphatase beta,UNIPROT
868109,1042,PTPB,GENE_SYMBOL_OTHER
1788953,1042,PTPRB,GENE_SYMBOL
1788958,1042,R-PTP-beta,UNIPROT
1788955,1042,Receptor-type tyrosine-protein phosphatase beta,UNIPROT
1788956,1042,Vascular endothelial protein tyrosine phosphatase,UNIPROT
1788959,1042,VE-PTP,UNIPROT
1788966,1043,2.5.1.83,EC_NUMBER
1788963,1043,Hexaprenyl diphosphate synthase,UNIPROT
1788964,1043,Hexaprenyl pyrophosphate synthetase,UNIPROT
1788962,1043,"Hexaprenyl-diphosphate synthase small subunit ((2E,6E)-farnesyl-diphosphate specific)",UNIPROT
1788965,1043,HexPS,UNIPROT
1788961,1043,hexs-a,GENE_SYMBOL
1788974,1044,2.7.11.25,EC_NUMBER
1788967,1044,MAP3K11,GENE_SYMBOL
1788971,1044,Mitogen-activated protein kinase kinase kinase 11,UNIPROT
1788972,1044,Mixed lineage kinase 3,UNIPROT
868125,1044,PTK1,GENE_SYMBOL_OTHER
868126,1044,SPRK,GENE_SYMBOL_OTHER
1476547,1044,SPRK GN  ,GENE_SYMBOL_OTHER
1788973,1044,Src-homology 3 domain-containing proline-rich kinase,UNIPROT
1235245,1044,Synonyms=MLK3,GENE_SYMBOL_OTHER
1788980,1045,2.7.1.1,EC_NUMBER
1788977,1045,Hexokinase type III,UNIPROT
1788976,1045,Hexokinase-3,UNIPROT
1788978,1045,Hexokinase-C,UNIPROT
1788979,1045,HK III,UNIPROT
1788975,1045,HK3,GENE_SYMBOL
1788987,1046,3.2.1.51,EC_NUMBER
1788986,1046,Alpha-L-fucosidase 1,UNIPROT
1788984,1046,Alpha-L-fucosidase I,UNIPROT
1788985,1046,Alpha-L-fucoside fucohydrolase 1,UNIPROT
868140,1046,Fuca,GENE_SYMBOL_OTHER
1788981,1046,Fuca1,GENE_SYMBOL
1788983,1046,Tissue alpha-L-fucosidase,UNIPROT
1788992,1047,3.1.4.17,EC_NUMBER
1788991,1047,CGI-PDE A,UNIPROT
1788989,1047,"cGMP-inhibited 3',5'-cyclic phosphodiesterase 3A",UNIPROT
1788990,1047,Cyclic GMP-inhibited phosphodiesterase A,UNIPROT
1788988,1047,Pde3a,GENE_SYMBOL
1788994,1048,"3',5'-cyclic-AMP phosphodiesterase 4D",UNIPROT
1788997,1048,3.1.4.53,EC_NUMBER
1788996,1048,cAMP-specific phosphodiesterase 4D,UNIPROT
1788995,1048,DPDE3,UNIPROT
1788993,1048,Pde4d,GENE_SYMBOL
1789002,1049,3.1.4.35,EC_NUMBER
1789001,1049,GMP-PDE beta,UNIPROT
1788998,1049,PDE6B,GENE_SYMBOL
868157,1049,PDEB,GENE_SYMBOL_OTHER
1789000,1049,"Rod cGMP-specific 3',5'-cyclic phosphodiesterase subunit beta",UNIPROT
1789005,1050,3.4.23.1,EC_NUMBER
1789004,1050,Pepsin A,UNIPROT
1789003,1050,PGA,GENE_SYMBOL
1789250,1051,7.2.2.13,EC_NUMBER
1789245,1051,ATP1A2,GENE_SYMBOL
868428,1051,KIAA0778,GENE_SYMBOL_OTHER
1789249,1051,Na(+)/K(+) ATPase alpha-2 subunit,UNIPROT
1789248,1051,Sodium pump subunit alpha-2,UNIPROT
1789247,1051,Sodium/potassium-transporting ATPase subunit alpha-2,UNIPROT
1789257,1052,3.5.1.98,EC_NUMBER
1789255,1052,HD7,UNIPROT
1789256,1052,HD7a,UNIPROT
1789251,1052,HDAC7,GENE_SYMBOL
868435,1052,HDAC7A,GENE_SYMBOL_OTHER
1789253,1052,Histone deacetylase 7,UNIPROT
1789254,1052,Histone deacetylase 7A,UNIPROT
1789261,1053,3.1.4.35,EC_NUMBER
1789262,1053,3.1.4.53,EC_NUMBER
1789260,1053,cAMP and cGMP phosphodiesterase 11A,UNIPROT
1789259,1053,"Dual 3',5'-cyclic-AMP and -GMP phosphodiesterase 11A",UNIPROT
1789258,1053,PDE11A,GENE_SYMBOL
868448,1054,Gprc1h,GENE_SYMBOL_OTHER
1789263,1054,Grm8,GENE_SYMBOL
1789266,1054,Metabotropic glutamate receptor 8,UNIPROT
868449,1054,Mglur8,GENE_SYMBOL_OTHER
1789267,1054,mGluR8,UNIPROT
1789269,1055,Calnexin,UNIPROT
1789268,1055,CANX,GENE_SYMBOL
1789270,1055,IP90,UNIPROT
1789271,1055,Major histocompatibility complex class I antigen-binding protein p88,UNIPROT
1789272,1055,p90,UNIPROT
1789276,1056,CCK-B receptor,UNIPROT
1789277,1056,CCK-BR,UNIPROT
1789278,1056,CCK2-R,UNIPROT
1789273,1056,CCKBR,GENE_SYMBOL
1789275,1056,Cholecystokinin-2 receptor,UNIPROT
1789274,1056,Gastrin/cholecystokinin type B receptor,UNIPROT
868466,1057,EAAC1,GENE_SYMBOL_OTHER
868467,1057,EAAT3,GENE_SYMBOL_OTHER
1789283,1057,Excitatory amino acid transporter 3,UNIPROT
1789284,1057,Excitatory amino-acid carrier 1,UNIPROT
1633699,1057,HEAAC1 GN  ,GENE_SYMBOL_OTHER
1789285,1057,Neuronal and epithelial glutamate transporter,UNIPROT
1789279,1057,SLC1A1,GENE_SYMBOL
1789286,1057,Sodium-dependent glutamate/aspartate transporter 3,UNIPROT
1789287,1057,Solute carrier family 1 member 1,UNIPROT
1633697,1057,Synonyms=EAAC1,GENE_SYMBOL_OTHER
1789300,1058,1.14.15.4,EC_NUMBER
1789299,1058,1.14.15.5,EC_NUMBER
1789298,1058,ALDOS,UNIPROT
1789290,1058,Aldosterone synthase,UNIPROT
1789291,1058,Aldosterone-synthesizing enzyme,UNIPROT
1789293,1058,"Corticosterone 18-monooxygenase, CYP11B2",UNIPROT
1789288,1058,CYP11B2,GENE_SYMBOL
1789292,1058,CYPXIB2,UNIPROT
1789294,1058,Cytochrome P-450Aldo,UNIPROT
1789295,1058,Cytochrome P-450C18,UNIPROT
1789289,1058,"Cytochrome P450 11B2, mitochondrial",UNIPROT
1789296,1058,"Steroid 11-beta-hydroxylase, CYP11B2",UNIPROT
1789297,1058,Steroid 18-hydroxylase,UNIPROT
1789305,1059,3.1.3.48,EC_NUMBER
1789301,1059,Cdc25b,GENE_SYMBOL
868487,1059,Cdc25m2,GENE_SYMBOL_OTHER
1789304,1059,Dual specificity phosphatase Cdc25B,UNIPROT
1789303,1059,M-phase inducer phosphatase 2,UNIPROT
1789311,1060,ER-alpha,UNIPROT
868493,1060,Esr,GENE_SYMBOL_OTHER
1789306,1060,Esr1,GENE_SYMBOL
868494,1060,Estr,GENE_SYMBOL_OTHER
1789312,1060,Estradiol receptor,UNIPROT
1789310,1060,Estrogen receptor,UNIPROT
868495,1060,Nr3a1,GENE_SYMBOL_OTHER
1789313,1060,Nuclear receptor subfamily 3 group A member 1,UNIPROT
1789317,1061,3.5.2.6,EC_NUMBER
1789314,1061,ampC,GENE_SYMBOL
1789315,1061,Beta-lactamase,UNIPROT
1789316,1061,Cephalosporinase,UNIPROT
1789325,1062,3.2.1.18,EC_NUMBER
1789321,1062,Acetylneuraminyl hydrolase,UNIPROT
1789322,1062,G9 sialidase,UNIPROT
1789323,1062,Lysosomal sialidase,UNIPROT
1789324,1062,N-acetyl-alpha-neuraminidase 1,UNIPROT
868509,1062,NANH,GENE_SYMBOL_OTHER
1789318,1062,NEU1,GENE_SYMBOL
1789320,1062,Sialidase-1,UNIPROT
1789936,1063,Ryanodine receptor 1,UNIPROT
1789941,1063,RYR-1,UNIPROT
1789935,1063,Ryr1,GENE_SYMBOL
1789942,1063,RyR1,UNIPROT
1789937,1063,Skeletal muscle calcium release channel,UNIPROT
1789938,1063,Skeletal muscle ryanodine receptor,UNIPROT
1789939,1063,Skeletal muscle-type ryanodine receptor,UNIPROT
1789940,1063,Type 1 ryanodine receptor,UNIPROT
1789946,1064,3.2.1.31,EC_NUMBER
1789945,1064,Beta-G1,UNIPROT
1789944,1064,Beta-glucuronidase,UNIPROT
1789943,1064,GUSB,GENE_SYMBOL
1789955,1065,3.1.3.1,EC_NUMBER
1789956,1065,3.9.1.1,EC_NUMBER
1789949,1065,Alkaline phosphatase liver/bone/kidney isozyme,UNIPROT
1789948,1065,"Alkaline phosphatase, tissue-nonspecific isozyme",UNIPROT
1789947,1065,Alpl,GENE_SYMBOL
1789952,1065,AP-TNAP,UNIPROT
1789950,1065,Phosphoamidase,UNIPROT
1789951,1065,Phosphocreatine phosphatase,UNIPROT
1789953,1065,TNAP,UNIPROT
1789954,1065,TNSALP,UNIPROT
1789988,1066,2.3.1.-,EC_NUMBER
1789985,1066,2.3.2.13,EC_NUMBER
1789986,1066,3.4.-.-,EC_NUMBER
1789987,1066,3.5.1.44,EC_NUMBER
1789959,1066,Erythrocyte transglutaminase,UNIPROT
1789974,1066,G(h),UNIPROT
1789960,1066,Heart G alpha(h),UNIPROT
1789973,1066,hhG alpha(h),UNIPROT
1789984,1066,hTG2,UNIPROT
1789961,1066,Isopeptidase TGM2,UNIPROT
1789962,1066,Protein G alpha(h),UNIPROT
1789963,1066,Protein-glutamine deamidase TGM2,UNIPROT
1789964,1066,Protein-glutamine dopaminyltransferase TGM2,UNIPROT
1789958,1066,Protein-glutamine gamma-glutamyltransferase 2,UNIPROT
1789965,1066,Protein-glutamine histaminyltransferase TGM2,UNIPROT
1789966,1066,Protein-glutamine noradrenalinyltransferase TGM2,UNIPROT
1789967,1066,Protein-glutamine serotonyltransferase TGM2,UNIPROT
1789977,1066,TG(C),UNIPROT
1789982,1066,TG2,UNIPROT
1789979,1066,TGase C,UNIPROT
1789980,1066,TGase H,UNIPROT
1789981,1066,TGase II,UNIPROT
1789983,1066,TGase-2,UNIPROT
1789978,1066,TGC,UNIPROT
1789957,1066,TGM2,GENE_SYMBOL
1789968,1066,Tissue transglutaminase,UNIPROT
1789969,1066,Transglutaminase C,UNIPROT
1789970,1066,Transglutaminase H,UNIPROT
1789971,1066,Transglutaminase II,UNIPROT
1789972,1066,Transglutaminase-2,UNIPROT
1789975,1066,tTG,UNIPROT
1789976,1066,tTgase,UNIPROT
1789995,1067,GAL3-R,UNIPROT
1789994,1067,Galanin receptor type 3,UNIPROT
869222,1067,GALNR3,GENE_SYMBOL_OTHER
1789996,1067,GALR-3,UNIPROT
1789992,1067,GALR3,GENE_SYMBOL
1790004,1068,2.7.7.7,EC_NUMBER
1790001,1068,DNA polymerase subunit gamma-1,UNIPROT
869228,1068,MDP1,GENE_SYMBOL_OTHER
1790002,1068,Mitochondrial DNA polymerase catalytic subunit,UNIPROT
1789997,1068,POLG,GENE_SYMBOL
1790003,1068,PolG-alpha,UNIPROT
869229,1068,POLG1,GENE_SYMBOL_OTHER
869230,1068,POLGA,GENE_SYMBOL_OTHER
869239,1069,Smstr5,GENE_SYMBOL_OTHER
1790007,1069,Somatostatin receptor type 5,UNIPROT
1790008,1069,SS-5-R,UNIPROT
1790009,1069,SS5-R,UNIPROT
1790010,1069,SS5R,UNIPROT
1790005,1069,Sstr5,GENE_SYMBOL
1789666,1070,3.1.4.4,EC_NUMBER
1789661,1070,Choline phosphatase 2,UNIPROT
1789665,1070,hPLD2,UNIPROT
1789663,1070,Phosphatidylcholine-hydrolyzing phospholipase D2,UNIPROT
1789660,1070,Phospholipase D2,UNIPROT
1789664,1070,PLD 2,UNIPROT
1789662,1070,PLD1C,UNIPROT
1789659,1070,PLD2,GENE_SYMBOL
1789672,1071,2.7.7.7,EC_NUMBER
1789670,1071,3'-5' exodeoxyribonuclease,UNIPROT
1789673,1071,3.1.11.-,EC_NUMBER
1789669,1071,DNA polymerase delta catalytic subunit,UNIPROT
1789671,1071,DNA polymerase subunit delta p125,UNIPROT
868899,1071,POLD,GENE_SYMBOL_OTHER
1789667,1071,POLD1,GENE_SYMBOL
868906,1072,GPRC1D,GENE_SYMBOL_OTHER
1789674,1072,GRM4,GENE_SYMBOL
1789677,1072,Metabotropic glutamate receptor 4,UNIPROT
868907,1072,MGLUR4,GENE_SYMBOL_OTHER
1789678,1072,mGluR4,UNIPROT
1789680,1073,D(1B) dopamine receptor,UNIPROT
1789681,1073,D(5) dopamine receptor,UNIPROT
1789682,1073,Dopamine D5 receptor,UNIPROT
1789679,1073,Drd5,GENE_SYMBOL
1789688,1074,3.4.21.10,EC_NUMBER
1789683,1074,ACR,GENE_SYMBOL
1789685,1074,Acrosin,UNIPROT
1789687,1074,Acrosin heavy chain,UNIPROT
1789686,1074,Acrosin light chain,UNIPROT
868917,1074,ACRS,GENE_SYMBOL_OTHER
1790088,1075,GABA(A) receptor subunit gamma-3,UNIPROT
1790086,1075,GABRG3,GENE_SYMBOL
1790087,1075,Gamma-aminobutyric acid receptor subunit gamma-3,UNIPROT
1790091,1076,3.1.4.-,EC_NUMBER
1790089,1076,Pde1a,GENE_SYMBOL
1790090,1076,Phosphodiesterase,UNIPROT
1790105,1077,1.13.11.-,EC_NUMBER
1790106,1077,1.13.11.12,EC_NUMBER
1790103,1077,1.13.11.31,EC_NUMBER
1790104,1077,1.13.11.33,EC_NUMBER
1790101,1077,12-LOX,UNIPROT
1790095,1077,12/15-lipoxygenase,UNIPROT
1790102,1077,15-LOX,UNIPROT
869330,1077,Alox12l,GENE_SYMBOL_OTHER
1790092,1077,Alox15,GENE_SYMBOL
1790096,1077,"Arachidonate 12-lipoxygenase, leukocyte-type",UNIPROT
1790097,1077,Arachidonate 15-lipoxygenase,UNIPROT
1790098,1077,Arachidonate omega-6 lipoxygenase,UNIPROT
1790099,1077,Hepoxilin A3 synthase Alox15,UNIPROT
1790100,1077,Linoleate 13S-lipoxygenase,UNIPROT
1790094,1077,Polyunsaturated fatty acid lipoxygenase ALOX15,UNIPROT
1790112,1078,2.7.10.1,EC_NUMBER
1790110,1078,CD_antigen=CD333,UNIPROT
1790111,1078,FGFR-3,UNIPROT
1790107,1078,FGFR3,GENE_SYMBOL
1790109,1078,Fibroblast growth factor receptor 3,UNIPROT
869341,1078,JTK4,GENE_SYMBOL_OTHER
1790118,1079,4.1.1.90,EC_NUMBER
1790115,1079,Gamma-glutamyl carboxylase,UNIPROT
1790113,1079,Ggcx,GENE_SYMBOL
1790116,1079,Peptidyl-glutamate 4-carboxylase,UNIPROT
1790117,1079,Vitamin K gamma glutamyl carboxylase,UNIPROT
1790114,1079,Vitamin K-dependent gamma-carboxylase,UNIPROT
1790123,1080,2.3.3.8,EC_NUMBER
1790119,1080,Acly,GENE_SYMBOL
1790121,1080,ATP-citrate (pro-S-)-lyase,UNIPROT
1790120,1080,ATP-citrate synthase,UNIPROT
1790122,1080,Citrate cleavage enzyme,UNIPROT
1790126,1081,GABA(A) receptor subunit pi,UNIPROT
1790124,1081,Gabrp,GENE_SYMBOL
1790125,1081,Gamma-aminobutyric acid receptor subunit pi,UNIPROT
1790351,1082,"Inositol 1,4,5-trisphosphate receptor type 2",UNIPROT
1790353,1082,"Inositol 1,4,5-trisphosphate type V receptor",UNIPROT
1790356,1082,InsP3R2,UNIPROT
1790352,1082,IP3 receptor isoform 2,UNIPROT
1790355,1082,IP3R 2,UNIPROT
1790349,1082,Itpr2,GENE_SYMBOL
869607,1082,Itpr5,GENE_SYMBOL_OTHER
1790354,1082,"Type 2 inositol 1,4,5-trisphosphate receptor",UNIPROT
1790357,1082,Type 2 InsP3 receptor,UNIPROT
1790363,1083,3.2.1.10,EC_NUMBER
1790362,1083,3.2.1.48,EC_NUMBER
1790361,1083,Isomaltase,UNIPROT
