as_id,rgid,smid,type,relation,value,units,text_value,standard_type,standard_relation,standard_value,standard_units,standard_text_value,comments
9155,4875,1021767,Kidney_Regeneration (Proximal tubule),,,,slight,Kidney_Regeneration (Proximal tubule),,,,slight,SAMPLE_ID: 0348111; SP_FLG: false; BARCODE: No ChipData
9156,4877,1021768,Kidney_Regeneration (Proximal tubule),,,,slight,Kidney_Regeneration (Proximal tubule),,,,slight,SAMPLE_ID: 0348112; SP_FLG: false; BARCODE: No ChipData
9157,4878,1021769,"Kidney_Degeneration (Interstitium, Connective tissue)",,,,slight,"Kidney_Degeneration (Interstitium, Connective tissue)",,,,slight,SAMPLE_ID: 0348121; SP_FLG: false; BARCODE: No ChipData
9158,4879,1021770,"Kidney_Degeneration (Interstitium, Connective tissue)",,,,slight,"Kidney_Degeneration (Interstitium, Connective tissue)",,,,slight,SAMPLE_ID: 0348123; SP_FLG: false; BARCODE: No ChipData
9159,4880,1021771,"Kidney_Degeneration (Interstitium, Connective tissue)",,,,slight,"Kidney_Degeneration (Interstitium, Connective tissue)",,,,slight,SAMPLE_ID: 0348124; SP_FLG: false; BARCODE: No ChipData
9160,4881,1021772,"Kidney_Degeneration (Interstitium, Connective tissue)",,,,slight,"Kidney_Degeneration (Interstitium, Connective tissue)",,,,slight,SAMPLE_ID: 0348125; SP_FLG: false; BARCODE: No ChipData
9161,4882,1021773,"Kidney_Degeneration (Interstitium, Connective tissue)",,,,moderate,"Kidney_Degeneration (Interstitium, Connective tissue)",,,,moderate,SAMPLE_ID: 0348122; SP_FLG: false; BARCODE: No ChipData
9162,4879,1021774,Kidney_Necrosis (Papilla),,,,slight,Kidney_Necrosis (Papilla),,,,slight,SAMPLE_ID: 0348123; SP_FLG: false; BARCODE: No ChipData
9163,4881,1021775,Kidney_Necrosis (Papilla),,,,slight,Kidney_Necrosis (Papilla),,,,slight,SAMPLE_ID: 0348125; SP_FLG: false; BARCODE: No ChipData
9164,4878,1021776,Kidney_Regeneration (Collecting tubule),,,,slight,Kidney_Regeneration (Collecting tubule),,,,slight,SAMPLE_ID: 0348121; SP_FLG: false; BARCODE: No ChipData
9165,4878,1021777,Kidney_Regeneration (Proximal tubule),,,,slight,Kidney_Regeneration (Proximal tubule),,,,slight,SAMPLE_ID: 0348121; SP_FLG: false; BARCODE: No ChipData
9166,4882,1021778,Kidney_Regeneration (Proximal tubule),,,,slight,Kidney_Regeneration (Proximal tubule),,,,slight,SAMPLE_ID: 0348122; SP_FLG: false; BARCODE: No ChipData
9167,4879,1021779,Kidney_Regeneration (Proximal tubule),,,,slight,Kidney_Regeneration (Proximal tubule),,,,slight,SAMPLE_ID: 0348123; SP_FLG: false; BARCODE: No ChipData
9168,4880,1021780,Kidney_Regeneration (Proximal tubule),,,,slight,Kidney_Regeneration (Proximal tubule),,,,slight,SAMPLE_ID: 0348124; SP_FLG: false; BARCODE: No ChipData
9169,4881,1021781,Kidney_Regeneration (Proximal tubule),,,,slight,Kidney_Regeneration (Proximal tubule),,,,slight,SAMPLE_ID: 0348125; SP_FLG: false; BARCODE: No ChipData
9170,4883,1021782,"Liver_Hematopoiesis, extramedullary (Sinusoid)",,,,slight,"Liver_Hematopoiesis, extramedullary (Sinusoid)",,,,slight,SAMPLE_ID: 0347161; SP_FLG: false; BARCODE: No ChipData
9171,4884,1021783,"Liver_Hematopoiesis, extramedullary (Sinusoid)",,,,slight,"Liver_Hematopoiesis, extramedullary (Sinusoid)",,,,slight,SAMPLE_ID: 0348135; SP_FLG: false; BARCODE: No ChipData
9172,4885,1021784,Liver_Hypertrophy (Kupffer cell),,,,slight,Liver_Hypertrophy (Kupffer cell),,,,slight,SAMPLE_ID: 0348131; SP_FLG: false; BARCODE: 003017166010
9173,4886,1021785,Liver_Hypertrophy (Kupffer cell),,,,slight,Liver_Hypertrophy (Kupffer cell),,,,slight,SAMPLE_ID: 0348132; SP_FLG: false; BARCODE: 003017166011
9174,4887,1021786,Liver_Hypertrophy (Kupffer cell),,,,slight,Liver_Hypertrophy (Kupffer cell),,,,slight,SAMPLE_ID: 0348133; SP_FLG: false; BARCODE: No ChipData
9175,4885,1021787,Liver_Inflammation (Serosa),,,,slight,Liver_Inflammation (Serosa),,,,slight,SAMPLE_ID: 0348131; SP_FLG: false; BARCODE: 003017166010
9176,4886,1021788,Liver_Inflammation (Serosa),,,,moderate,Liver_Inflammation (Serosa),,,,moderate,SAMPLE_ID: 0348132; SP_FLG: false; BARCODE: 003017166011
9177,4886,1021789,Liver_Necrosis (Hepatocyte),,,,slight,Liver_Necrosis (Hepatocyte),,,,slight,SAMPLE_ID: 0348132; SP_FLG: false; BARCODE: 003017166011
9178,4888,1021790,Liver_DEAD (DEAD),,,,P,Liver_DEAD (DEAD),,,,P,SAMPLE_ID: 0348145; SP_FLG: false; BARCODE: No ChipData
9179,4889,1021791,"Liver_Hematopoiesis, extramedullary (Sinusoid)",,,,slight,"Liver_Hematopoiesis, extramedullary (Sinusoid)",,,,slight,SAMPLE_ID: 0348141; SP_FLG: false; BARCODE: 003017166022
9180,4890,1021792,"Liver_Hematopoiesis, extramedullary (Sinusoid)",,,,slight,"Liver_Hematopoiesis, extramedullary (Sinusoid)",,,,slight,SAMPLE_ID: 0348142; SP_FLG: false; BARCODE: No ChipData
9181,4891,1021793,"Liver_Hematopoiesis, extramedullary (Sinusoid)",,,,slight,"Liver_Hematopoiesis, extramedullary (Sinusoid)",,,,slight,SAMPLE_ID: 0348143; SP_FLG: false; BARCODE: 003017166023
9182,4892,1021794,"Liver_Hematopoiesis, extramedullary (Sinusoid)",,,,slight,"Liver_Hematopoiesis, extramedullary (Sinusoid)",,,,slight,SAMPLE_ID: 0348144; SP_FLG: false; BARCODE: 003017166024
9183,4888,1021795,Kidney_DEAD (DEAD),,,,P,Kidney_DEAD (DEAD),,,,P,SAMPLE_ID: 0348145; SP_FLG: false; BARCODE: No ChipData
9184,4891,1021796,"Kidney_Degeneration (Interstitium, Connective tissue)",,,,slight,"Kidney_Degeneration (Interstitium, Connective tissue)",,,,slight,SAMPLE_ID: 0348143; SP_FLG: false; BARCODE: No ChipData
9185,4893,1021797,Liver_DEAD (DEAD),,,,P,Liver_DEAD (DEAD),,,,P,SAMPLE_ID: 0348152; SP_FLG: false; BARCODE: No ChipData
9186,4894,1021798,Liver_DEAD (DEAD),,,,P,Liver_DEAD (DEAD),,,,P,SAMPLE_ID: 0348155; SP_FLG: false; BARCODE: No ChipData
9187,4895,1021799,Liver_DEAD (DEAD),,,,P,Liver_DEAD (DEAD),,,,P,SAMPLE_ID: 0348163; SP_FLG: false; BARCODE: No ChipData
9188,4896,1021800,Liver_DEAD (DEAD),,,,P,Liver_DEAD (DEAD),,,,P,SAMPLE_ID: 0348164; SP_FLG: false; BARCODE: No ChipData
9189,4897,1021801,Liver_DEAD (DEAD),,,,P,Liver_DEAD (DEAD),,,,P,SAMPLE_ID: 0348165; SP_FLG: false; BARCODE: No ChipData
9190,4898,1021802,"Liver_Hematopoiesis, extramedullary (Sinusoid)",,,,slight,"Liver_Hematopoiesis, extramedullary (Sinusoid)",,,,slight,SAMPLE_ID: 0348154; SP_FLG: false; BARCODE: 003017167010
9191,4899,1021803,"Liver_Hematopoiesis, extramedullary (Sinusoid)",,,,slight,"Liver_Hematopoiesis, extramedullary (Sinusoid)",,,,slight,SAMPLE_ID: 0348161; SP_FLG: false; BARCODE: 003017167011
9192,4900,1021804,"Liver_Hematopoiesis, extramedullary (Sinusoid)",,,,slight,"Liver_Hematopoiesis, extramedullary (Sinusoid)",,,,slight,SAMPLE_ID: 0348162; SP_FLG: false; BARCODE: 003017167012
9193,4893,1021805,Kidney_DEAD (DEAD),,,,P,Kidney_DEAD (DEAD),,,,P,SAMPLE_ID: 0348152; SP_FLG: false; BARCODE: No ChipData
9194,4894,1021806,Kidney_DEAD (DEAD),,,,P,Kidney_DEAD (DEAD),,,,P,SAMPLE_ID: 0348155; SP_FLG: false; BARCODE: No ChipData
9195,4895,1021807,Kidney_DEAD (DEAD),,,,P,Kidney_DEAD (DEAD),,,,P,SAMPLE_ID: 0348163; SP_FLG: false; BARCODE: No ChipData
9196,4896,1021808,Kidney_DEAD (DEAD),,,,P,Kidney_DEAD (DEAD),,,,P,SAMPLE_ID: 0348164; SP_FLG: false; BARCODE: No ChipData
9197,4897,1021809,Kidney_DEAD (DEAD),,,,P,Kidney_DEAD (DEAD),,,,P,SAMPLE_ID: 0348165; SP_FLG: false; BARCODE: No ChipData
9198,4899,1021810,"Kidney_Degeneration (Interstitium, Connective tissue)",,,,slight,"Kidney_Degeneration (Interstitium, Connective tissue)",,,,slight,SAMPLE_ID: 0348161; SP_FLG: false; BARCODE: No ChipData
9199,4900,1021811,"Kidney_Degeneration (Interstitium, Connective tissue)",,,,slight,"Kidney_Degeneration (Interstitium, Connective tissue)",,,,slight,SAMPLE_ID: 0348162; SP_FLG: false; BARCODE: No ChipData
9200,4901,1021812,"Kidney_Edema (Interstitium, Connective tissue)",,,,slight,"Kidney_Edema (Interstitium, Connective tissue)",,,,slight,SAMPLE_ID: 0348151; SP_FLG: false; BARCODE: No ChipData
9201,4898,1021813,Kidney_Regeneration (Proximal tubule),,,,slight,Kidney_Regeneration (Proximal tubule),,,,slight,SAMPLE_ID: 0348154; SP_FLG: false; BARCODE: No ChipData
9202,4899,1021814,Kidney_Regeneration (Proximal tubule),,,,slight,Kidney_Regeneration (Proximal tubule),,,,slight,SAMPLE_ID: 0348161; SP_FLG: false; BARCODE: No ChipData
9203,4900,1021815,Kidney_Regeneration (Proximal tubule),,,,slight,Kidney_Regeneration (Proximal tubule),,,,slight,SAMPLE_ID: 0348162; SP_FLG: false; BARCODE: No ChipData
9204,4902,1021816,"Liver_Change, eosinophilic (Peripheral)",,,,slight,"Liver_Change, eosinophilic (Peripheral)",,,,slight,SAMPLE_ID: 0386065; SP_FLG: false; BARCODE: 003017177026
9205,4903,1021817,"Liver_Change, eosinophilic (Peripheral)",,,,slight,"Liver_Change, eosinophilic (Peripheral)",,,,slight,SAMPLE_ID: 0386074; SP_FLG: false; BARCODE: No ChipData
9206,4904,1021818,"Liver_Change, eosinophilic (Peripheral)",,,,slight,"Liver_Change, eosinophilic (Peripheral)",,,,slight,SAMPLE_ID: 0386075; SP_FLG: false; BARCODE: 003017174013
9207,4905,1021819,"Liver_Change, eosinophilic (Peripheral)",,,,moderate,"Liver_Change, eosinophilic (Peripheral)",,,,moderate,SAMPLE_ID: 0386071; SP_FLG: false; BARCODE: 003017174011
9208,4906,1021820,"Liver_Deposit, glycogen (Peripheral)",,,,slight,"Liver_Deposit, glycogen (Peripheral)",,,,slight,SAMPLE_ID: 0386082; SP_FLG: false; BARCODE: No ChipData
9209,4907,1021821,"Liver_Deposit, glycogen (Peripheral)",,,,slight,"Liver_Deposit, glycogen (Peripheral)",,,,slight,SAMPLE_ID: 0386085; SP_FLG: false; BARCODE: 003017174025
9210,4908,1021822,"Liver_Change, eosinophilic (Peripheral)",,,,slight,"Liver_Change, eosinophilic (Peripheral)",,,,slight,SAMPLE_ID: 0386101; SP_FLG: false; BARCODE: No ChipData
9211,4909,1021823,"Liver_Change, eosinophilic (Peripheral)",,,,slight,"Liver_Change, eosinophilic (Peripheral)",,,,slight,SAMPLE_ID: 0386104; SP_FLG: false; BARCODE: 003017177029
9212,4910,1021824,"Liver_Change, eosinophilic (Peripheral)",,,,slight,"Liver_Change, eosinophilic (Peripheral)",,,,slight,SAMPLE_ID: 0386105; SP_FLG: false; BARCODE: No ChipData
9213,4911,1021825,"Liver_Change, eosinophilic (Peripheral)",,,,slight,"Liver_Change, eosinophilic (Peripheral)",,,,slight,SAMPLE_ID: 0386111; SP_FLG: false; BARCODE: No ChipData
9214,4912,1021826,"Liver_Change, eosinophilic (Peripheral)",,,,slight,"Liver_Change, eosinophilic (Peripheral)",,,,slight,SAMPLE_ID: 0386112; SP_FLG: false; BARCODE: 003017174014
9215,4913,1021827,"Liver_Change, eosinophilic (Peripheral)",,,,slight,"Liver_Change, eosinophilic (Peripheral)",,,,slight,SAMPLE_ID: 0386113; SP_FLG: false; BARCODE: 003017174015
9216,4914,1021828,"Liver_Change, eosinophilic (Peripheral)",,,,slight,"Liver_Change, eosinophilic (Peripheral)",,,,slight,SAMPLE_ID: 0386114; SP_FLG: false; BARCODE: No ChipData
9217,4915,1021829,"Liver_Deposit, glycogen (Peripheral)",,,,slight,"Liver_Deposit, glycogen (Peripheral)",,,,slight,SAMPLE_ID: 0386124; SP_FLG: false; BARCODE: 003017174027
9218,4916,1021830,Kidney_Hyperplasia (Renal tubule),,,,slight,Kidney_Hyperplasia (Renal tubule),,,,slight,SAMPLE_ID: 0387091; SP_FLG: true; BARCODE: No ChipData
9219,4917,1021831,"Kidney_Cellular infiltration (Interstitium, Connective tissue)",,,,slight,"Kidney_Cellular infiltration (Interstitium, Connective tissue)",,,,slight,SAMPLE_ID: 0387101; SP_FLG: true; BARCODE: No ChipData
9220,4917,1021832,Kidney_Degeneration (Tubular epithelium),,,,slight,Kidney_Degeneration (Tubular epithelium),,,,slight,SAMPLE_ID: 0387101; SP_FLG: true; BARCODE: No ChipData
9221,4917,1021833,Kidney_Hemorrhage (Renal tubule),,,,moderate,Kidney_Hemorrhage (Renal tubule),,,,moderate,SAMPLE_ID: 0387101; SP_FLG: true; BARCODE: No ChipData
9222,4917,1021834,Kidney_Regeneration (Tubular epithelium),,,,slight,Kidney_Regeneration (Tubular epithelium),,,,slight,SAMPLE_ID: 0387101; SP_FLG: true; BARCODE: No ChipData
9223,4918,1021835,"Liver_Change, eosinophilic (Peripheral)",,,,slight,"Liver_Change, eosinophilic (Peripheral)",,,,slight,SAMPLE_ID: 0386142; SP_FLG: false; BARCODE: 003017178001
9224,4919,1021836,"Liver_Change, eosinophilic (Peripheral)",,,,slight,"Liver_Change, eosinophilic (Peripheral)",,,,slight,SAMPLE_ID: 0386143; SP_FLG: false; BARCODE: No ChipData
9225,4920,1021837,"Liver_Change, eosinophilic (Peripheral)",,,,slight,"Liver_Change, eosinophilic (Peripheral)",,,,slight,SAMPLE_ID: 0386144; SP_FLG: false; BARCODE: 003017178002
9226,4921,1021838,"Liver_Change, eosinophilic (Peripheral)",,,,slight,"Liver_Change, eosinophilic (Peripheral)",,,,slight,SAMPLE_ID: 0386145; SP_FLG: false; BARCODE: No ChipData
9227,4922,1021839,"Liver_Change, eosinophilic (Peripheral)",,,,slight,"Liver_Change, eosinophilic (Peripheral)",,,,slight,SAMPLE_ID: 0386151; SP_FLG: false; BARCODE: 003017174017
9228,4923,1021840,"Liver_Change, eosinophilic (Peripheral)",,,,slight,"Liver_Change, eosinophilic (Peripheral)",,,,slight,SAMPLE_ID: 0386152; SP_FLG: false; BARCODE: 003017174018
9229,4924,1021841,"Liver_Change, eosinophilic (Peripheral)",,,,slight,"Liver_Change, eosinophilic (Peripheral)",,,,slight,SAMPLE_ID: 0386155; SP_FLG: false; BARCODE: No ChipData
9230,4925,1021842,"Liver_Change, eosinophilic (Peripheral)",,,,moderate,"Liver_Change, eosinophilic (Peripheral)",,,,moderate,SAMPLE_ID: 0386153; SP_FLG: false; BARCODE: No ChipData
9231,4926,1021843,"Liver_Change, eosinophilic (Peripheral)",,,,moderate,"Liver_Change, eosinophilic (Peripheral)",,,,moderate,SAMPLE_ID: 0386154; SP_FLG: false; BARCODE: 003017174019
9232,4927,1021844,"Liver_Deposit, glycogen (Peripheral)",,,,slight,"Liver_Deposit, glycogen (Peripheral)",,,,slight,SAMPLE_ID: 0386161; SP_FLG: false; BARCODE: No ChipData
9233,4928,1021845,"Liver_Deposit, glycogen (Peripheral)",,,,slight,"Liver_Deposit, glycogen (Peripheral)",,,,slight,SAMPLE_ID: 0386162; SP_FLG: false; BARCODE: No ChipData
9234,4929,1021846,"Liver_Deposit, glycogen (Peripheral)",,,,slight,"Liver_Deposit, glycogen (Peripheral)",,,,slight,SAMPLE_ID: 0386163; SP_FLG: false; BARCODE: 003017174029
9235,4930,1021847,"Liver_Deposit, glycogen (Peripheral)",,,,slight,"Liver_Deposit, glycogen (Peripheral)",,,,slight,SAMPLE_ID: 0386164; SP_FLG: false; BARCODE: 003017174030
9236,4931,1021848,"Liver_Deposit, glycogen (Peripheral)",,,,slight,"Liver_Deposit, glycogen (Peripheral)",,,,slight,SAMPLE_ID: 0386165; SP_FLG: false; BARCODE: 003017175001
9237,4932,1021849,Liver_Increased mitosis (Hepatocyte),,,,minimal,Liver_Increased mitosis (Hepatocyte),,,,minimal,SAMPLE_ID: 0410094; SP_FLG: false; BARCODE: 003017285009
9238,4933,1021850,Liver_Increased mitosis (Hepatocyte),,,,minimal,Liver_Increased mitosis (Hepatocyte),,,,minimal,SAMPLE_ID: 0410103; SP_FLG: false; BARCODE: 003017284026
9239,4934,1021851,Liver_Increased mitosis (Hepatocyte),,,,minimal,Liver_Increased mitosis (Hepatocyte),,,,minimal,SAMPLE_ID: 0410104; SP_FLG: false; BARCODE: No ChipData
9240,4935,1021852,"Liver_Change, eosinophilic (Centrilobular)",,,,minimal,"Liver_Change, eosinophilic (Centrilobular)",,,,minimal,SAMPLE_ID: 0411123; SP_FLG: false; BARCODE: 003017297027
9241,4936,1021853,"Liver_Change, eosinophilic (Centrilobular)",,,,minimal,"Liver_Change, eosinophilic (Centrilobular)",,,,minimal,SAMPLE_ID: 0411124; SP_FLG: false; BARCODE: No ChipData
9242,4937,1021854,Liver_Increased mitosis (Hepatocyte),,,,minimal,Liver_Increased mitosis (Hepatocyte),,,,minimal,SAMPLE_ID: 0410131; SP_FLG: false; BARCODE: 003017285010
9243,4938,1021855,Liver_Increased mitosis (Hepatocyte),,,,minimal,Liver_Increased mitosis (Hepatocyte),,,,minimal,SAMPLE_ID: 0410133; SP_FLG: false; BARCODE: 003017285012
9244,4939,1021856,Liver_Increased mitosis (Hepatocyte),,,,minimal,Liver_Increased mitosis (Hepatocyte),,,,minimal,SAMPLE_ID: 0410134; SP_FLG: false; BARCODE: No ChipData
9245,4940,1021857,Liver_Increased mitosis (Hepatocyte),,,,minimal,Liver_Increased mitosis (Hepatocyte),,,,minimal,SAMPLE_ID: 0410135; SP_FLG: false; BARCODE: No ChipData
9246,4941,1021858,Liver_Increased mitosis (Hepatocyte),,,,minimal,Liver_Increased mitosis (Hepatocyte),,,,minimal,SAMPLE_ID: 0410142; SP_FLG: false; BARCODE: 003017284028
9247,4942,1021859,Liver_Increased mitosis (Hepatocyte),,,,minimal,Liver_Increased mitosis (Hepatocyte),,,,minimal,SAMPLE_ID: 0410144; SP_FLG: false; BARCODE: 003017284029
9248,4943,1021860,Liver_Increased mitosis (Hepatocyte),,,,minimal,Liver_Increased mitosis (Hepatocyte),,,,minimal,SAMPLE_ID: 0410154; SP_FLG: false; BARCODE: 003017286018
9249,4944,1021861,Liver_Increased mitosis (Hepatocyte),,,,minimal,Liver_Increased mitosis (Hepatocyte),,,,minimal,SAMPLE_ID: 0410155; SP_FLG: false; BARCODE: 003017286019
9250,4945,1021862,"Liver_Change, eosinophilic (Centrilobular)",,,,minimal,"Liver_Change, eosinophilic (Centrilobular)",,,,minimal,SAMPLE_ID: 0411151; SP_FLG: false; BARCODE: 003017299028
9251,4946,1021863,"Liver_Change, eosinophilic (Centrilobular)",,,,minimal,"Liver_Change, eosinophilic (Centrilobular)",,,,minimal,SAMPLE_ID: 0411154; SP_FLG: false; BARCODE: 003017299030
9252,4947,1021864,"Liver_Change, eosinophilic (Centrilobular)",,,,minimal,"Liver_Change, eosinophilic (Centrilobular)",,,,minimal,SAMPLE_ID: 0411161; SP_FLG: false; BARCODE: No ChipData
9253,4948,1021865,"Liver_Change, eosinophilic (Centrilobular)",,,,minimal,"Liver_Change, eosinophilic (Centrilobular)",,,,minimal,SAMPLE_ID: 0411162; SP_FLG: false; BARCODE: 003017297028
9254,4949,1021866,"Liver_Change, eosinophilic (Centrilobular)",,,,minimal,"Liver_Change, eosinophilic (Centrilobular)",,,,minimal,SAMPLE_ID: 0411163; SP_FLG: false; BARCODE: 003017297029
9255,4950,1021867,"Liver_Change, eosinophilic (Centrilobular)",,,,minimal,"Liver_Change, eosinophilic (Centrilobular)",,,,minimal,SAMPLE_ID: 0411165; SP_FLG: false; BARCODE: No ChipData
9256,4951,1021868,Liver_Increased mitosis (Hepatocyte),,,,minimal,Liver_Increased mitosis (Hepatocyte),,,,minimal,SAMPLE_ID: 0586011; SP_FLG: true; BARCODE: 003017549025
9257,4951,1021869,Liver_Microgranuloma,,,,minimal,Liver_Microgranuloma,,,,minimal,SAMPLE_ID: 0586011; SP_FLG: true; BARCODE: 003017549025
9258,4952,1021870,Kidney_Cyst (Cortex),,,,minimal,Kidney_Cyst (Cortex),,,,minimal,SAMPLE_ID: 0586015; SP_FLG: true; BARCODE: No ChipData
9259,4951,1021871,Kidney_Regeneration (Renal tubule),,,,minimal,Kidney_Regeneration (Renal tubule),,,,minimal,SAMPLE_ID: 0586011; SP_FLG: true; BARCODE: No ChipData
9260,4953,1021872,Kidney_Regeneration (Renal tubule),,,,minimal,Kidney_Regeneration (Renal tubule),,,,minimal,SAMPLE_ID: 0586013; SP_FLG: true; BARCODE: No ChipData
9261,4954,1021873,Kidney_Regeneration (Renal tubule),,,,minimal,Kidney_Regeneration (Renal tubule),,,,minimal,SAMPLE_ID: 0586014; SP_FLG: true; BARCODE: No ChipData
9262,4952,1021874,Kidney_Regeneration (Renal tubule),,,,minimal,Kidney_Regeneration (Renal tubule),,,,minimal,SAMPLE_ID: 0586015; SP_FLG: true; BARCODE: No ChipData
9263,4955,1021875,Liver_Microgranuloma,,,,minimal,Liver_Microgranuloma,,,,minimal,SAMPLE_ID: 0586025; SP_FLG: true; BARCODE: 003017550009
9264,4955,1021876,Liver_Necrosis (Subserosa),,,,minimal,Liver_Necrosis (Subserosa),,,,minimal,SAMPLE_ID: 0586025; SP_FLG: true; BARCODE: 003017550009
9265,4955,1021877,"Kidney_Cellular infiltration, lymphocyte",,,,minimal,"Kidney_Cellular infiltration, lymphocyte",,,,minimal,SAMPLE_ID: 0586025; SP_FLG: true; BARCODE: No ChipData
9266,4956,1021878,Kidney_Cyst (Cortex),,,,slight,Kidney_Cyst (Cortex),,,,slight,SAMPLE_ID: 0586022; SP_FLG: true; BARCODE: No ChipData
9267,4956,1021879,Kidney_Cyst (Medulla),,,,minimal,Kidney_Cyst (Medulla),,,,minimal,SAMPLE_ID: 0586022; SP_FLG: true; BARCODE: No ChipData
9268,4956,1021880,Kidney_Fibrosis (Cortex),,,,slight,Kidney_Fibrosis (Cortex),,,,slight,SAMPLE_ID: 0586022; SP_FLG: true; BARCODE: No ChipData
9269,4956,1021881,Kidney_Fibrosis (Medulla),,,,minimal,Kidney_Fibrosis (Medulla),,,,minimal,SAMPLE_ID: 0586022; SP_FLG: true; BARCODE: No ChipData
9270,4956,1021882,Kidney_Mineralization (Medulla),,,,minimal,Kidney_Mineralization (Medulla),,,,minimal,SAMPLE_ID: 0586022; SP_FLG: true; BARCODE: No ChipData
9271,4956,1021883,Kidney_Regeneration (Renal tubule),,,,minimal,Kidney_Regeneration (Renal tubule),,,,minimal,SAMPLE_ID: 0586022; SP_FLG: true; BARCODE: No ChipData
9272,4957,1021884,Liver_Microgranuloma,,,,minimal,Liver_Microgranuloma,,,,minimal,SAMPLE_ID: 0586032; SP_FLG: true; BARCODE: 003017546020
9273,4958,1021885,Kidney_Cyst (Cortex),,,,minimal,Kidney_Cyst (Cortex),,,,minimal,SAMPLE_ID: 0586034; SP_FLG: true; BARCODE: No ChipData
9274,4958,1021886,Kidney_Fibrosis (Cortex),,,,minimal,Kidney_Fibrosis (Cortex),,,,minimal,SAMPLE_ID: 0586034; SP_FLG: true; BARCODE: No ChipData
9275,4959,1021887,Kidney_Regeneration (Renal tubule),,,,minimal,Kidney_Regeneration (Renal tubule),,,,minimal,SAMPLE_ID: 0586031; SP_FLG: true; BARCODE: No ChipData
9276,4960,1021888,Kidney_Regeneration (Renal tubule),,,,minimal,Kidney_Regeneration (Renal tubule),,,,minimal,SAMPLE_ID: 0586033; SP_FLG: true; BARCODE: No ChipData
9277,4958,1021889,Kidney_Regeneration (Renal tubule),,,,minimal,Kidney_Regeneration (Renal tubule),,,,minimal,SAMPLE_ID: 0586034; SP_FLG: true; BARCODE: No ChipData
9278,4961,1021890,Kidney_Fibrosis (Cortex),,,,minimal,Kidney_Fibrosis (Cortex),,,,minimal,SAMPLE_ID: 0586044; SP_FLG: true; BARCODE: No ChipData
9279,4961,1021891,Kidney_Regeneration (Renal tubule),,,,minimal,Kidney_Regeneration (Renal tubule),,,,minimal,SAMPLE_ID: 0586044; SP_FLG: true; BARCODE: No ChipData
9280,4962,1021892,Kidney_Regeneration (Renal tubule),,,,minimal,Kidney_Regeneration (Renal tubule),,,,minimal,SAMPLE_ID: 0586045; SP_FLG: true; BARCODE: No ChipData
9281,4963,1021893,Kidney_Cyst (Cortex),,,,minimal,Kidney_Cyst (Cortex),,,,minimal,SAMPLE_ID: 0587011; SP_FLG: true; BARCODE: No ChipData
9282,4964,1021894,Kidney_Cyst (Cortex),,,,minimal,Kidney_Cyst (Cortex),,,,minimal,SAMPLE_ID: 0587014; SP_FLG: true; BARCODE: No ChipData
9283,4964,1021895,Kidney_Fibrosis (Cortex),,,,minimal,Kidney_Fibrosis (Cortex),,,,minimal,SAMPLE_ID: 0587014; SP_FLG: true; BARCODE: No ChipData
9284,4963,1021896,Kidney_Regeneration (Renal tubule),,,,minimal,Kidney_Regeneration (Renal tubule),,,,minimal,SAMPLE_ID: 0587011; SP_FLG: true; BARCODE: No ChipData
9285,4965,1021897,Liver_Microgranuloma,,,,minimal,Liver_Microgranuloma,,,,minimal,SAMPLE_ID: 0587023; SP_FLG: true; BARCODE: 003017540018
9286,4966,1021898,Liver_Necrosis (Subserosa),,,,minimal,Liver_Necrosis (Subserosa),,,,minimal,SAMPLE_ID: 0587022; SP_FLG: true; BARCODE: 003017592012
9287,4966,1021899,Kidney_Regeneration (Renal tubule),,,,minimal,Kidney_Regeneration (Renal tubule),,,,minimal,SAMPLE_ID: 0587022; SP_FLG: true; BARCODE: No ChipData
9288,4967,1021900,Kidney_Regeneration (Renal tubule),,,,minimal,Kidney_Regeneration (Renal tubule),,,,minimal,SAMPLE_ID: 0587024; SP_FLG: true; BARCODE: No ChipData
9289,4968,1021901,Kidney_Regeneration (Renal tubule),,,,minimal,Kidney_Regeneration (Renal tubule),,,,minimal,SAMPLE_ID: 0587025; SP_FLG: true; BARCODE: No ChipData
9290,4969,1021902,Liver_Microgranuloma,,,,minimal,Liver_Microgranuloma,,,,minimal,SAMPLE_ID: 0587033; SP_FLG: true; BARCODE: 003017542019
9291,4970,1021903,Liver_Microgranuloma,,,,minimal,Liver_Microgranuloma,,,,minimal,SAMPLE_ID: 0587034; SP_FLG: true; BARCODE: 003017542020
9292,4971,1021904,Liver_Necrosis (Subserosa),,,,minimal,Liver_Necrosis (Subserosa),,,,minimal,SAMPLE_ID: 0587035; SP_FLG: true; BARCODE: No ChipData
9293,4970,1021905,Kidney_Regeneration (Renal tubule),,,,minimal,Kidney_Regeneration (Renal tubule),,,,minimal,SAMPLE_ID: 0587034; SP_FLG: true; BARCODE: No ChipData
9294,4972,1021906,Liver_Microgranuloma,,,,minimal,Liver_Microgranuloma,,,,minimal,SAMPLE_ID: 0587041; SP_FLG: true; BARCODE: No ChipData
9295,4973,1021907,Liver_Microgranuloma,,,,minimal,Liver_Microgranuloma,,,,minimal,SAMPLE_ID: 0587045; SP_FLG: true; BARCODE: 003017543027
9296,4972,1021908,Kidney_Cyst (Cortex),,,,slight,Kidney_Cyst (Cortex),,,,slight,SAMPLE_ID: 0587041; SP_FLG: true; BARCODE: No ChipData
