predbind_id,activity_id,site_id,prediction_method,confidence
7707763,2400942,2052,Single domain,high
7707764,2401070,1311,Single domain,high
7707765,2401120,1303,Single domain,high
7707766,2401121,1303,Single domain,high
7707767,2401125,1303,Single domain,high
7707768,2401128,1303,Single domain,high
7707769,2401222,774,Single domain,high
7707770,2401420,588,Single domain,high
7707771,2401437,1261,Single domain,high
7707772,2401439,1261,Single domain,high
7707773,2401468,588,Single domain,high
7707774,2401615,1512,Single domain,high
7707775,2401830,1015,Single domain,high
7707776,2401847,1246,Single domain,high
7707777,2401876,1155,Single domain,high
7707778,2401879,1245,Single domain,high
7707779,2401908,661,Single domain,high
7707780,2453014,1348,Single domain,high
7707781,2453018,1348,Single domain,high
7707782,2453025,1348,Single domain,high
7707783,2453032,1348,Single domain,high
7707784,2453033,1348,Single domain,high
7707785,2453050,1348,Single domain,high
7707786,2453170,800,Single domain,high
7707787,2453310,1605,Single domain,high
7707788,2454429,1005,Single domain,high
7707789,2454433,1005,Single domain,high
7707790,2454483,792,Single domain,high
7707791,2454511,1005,Single domain,high
7707792,2454567,259,Single domain,high
7707793,2455392,324,Single domain,high
7707794,2495760,800,Single domain,high
7707795,2495764,800,Single domain,high
7707796,2495804,1153,Single domain,high
7707797,2495928,390,Single domain,high
7707798,2495930,928,Single domain,high
7707799,2496665,390,Single domain,high
7707800,2496670,390,Single domain,high
7707801,2496687,928,Single domain,high
7707802,2496693,1122,Single domain,high
7707803,2496698,1122,Single domain,high
7707804,2496714,1404,Single domain,high
7707805,2496718,1122,Single domain,high
7707806,2496731,1108,Single domain,high
7707807,2496736,1108,Single domain,high
7707808,2496745,390,Single domain,high
7707809,2496769,1404,Single domain,high
7707810,2496770,390,Single domain,high
7707811,2496775,390,Single domain,high
7707812,2496777,928,Single domain,high
7707813,2496791,1108,Single domain,high
7707814,2496819,196,Single domain,high
7707815,2531753,926,Single domain,high
7707816,2532141,1040,Single domain,high
7707817,2532287,1484,Single domain,high
7707818,2534602,1643,Single domain,high
7707819,2538377,1484,Single domain,high
7707820,2538994,685,Single domain,high
7707821,2539029,1581,Multi domain,medium
7707822,2539030,1581,Multi domain,medium
7707823,2542968,2661,Single domain,high
7707824,2544778,1455,Single domain,high
7707825,2546102,2661,Single domain,high
7707826,2549314,337,Single domain,high
7707827,2554617,353,Single domain,high
7707828,2555316,1015,Single domain,high
7707829,2555673,782,Single domain,high
7707830,2555762,1486,Single domain,high
7707831,2402430,899,Single domain,high
7707832,2402441,782,Single domain,high
7707833,2402446,782,Single domain,high
7707834,2402471,1037,Single domain,high
7707835,2402479,1037,Single domain,high
7707836,2402486,1037,Single domain,high
7707837,2402487,1436,Single domain,high
7707838,2402511,1436,Single domain,high
7707839,2402517,857,Single domain,high
7707840,2402522,1121,Single domain,high
7707841,2402526,857,Single domain,high
7707842,2402779,1076,Single domain,high
7707843,2402842,1157,Single domain,high
7707844,2402844,1157,Single domain,high
7707845,2402870,1157,Single domain,high
7707846,2404093,1170,Single domain,high
7707847,2404890,1668,Single domain,high
7707848,2404924,702,Single domain,high
7707849,2404941,1668,Single domain,high
7707850,2455401,324,Single domain,high
7707851,2455526,324,Single domain,high
7707852,2455727,14546,Single domain,high
7707853,2456021,1613,Single domain,high
7707854,2456031,1613,Single domain,high
7707855,2456041,1613,Single domain,high
7707856,2456086,1384,Single domain,high
7707857,2456434,14546,Single domain,high
7707858,2456467,14546,Single domain,high
7707859,2456814,1384,Single domain,high
7707860,2456817,1384,Single domain,high
7707861,2456823,1384,Single domain,high
7707862,2456952,771,Single domain,high
7707863,2457082,959,Single domain,high
7707864,2457086,959,Single domain,high
7707865,2457088,959,Single domain,high
7707866,2457102,959,Single domain,high
7707867,2457111,799,Single domain,high
7707868,2457120,799,Single domain,high
7707869,2457412,893,Single domain,high
7707870,2457783,1665,Single domain,high
7707871,2457793,324,Single domain,high
7707872,2457815,959,Single domain,high
7707873,2457932,1670,Single domain,high
7707874,2496830,196,Single domain,high
7707875,2496844,196,Single domain,high
7707876,2496856,196,Single domain,high
7707877,2496862,196,Single domain,high
7707878,2496873,196,Single domain,high
7707879,2496886,196,Single domain,high
7707880,2496888,196,Single domain,high
7707881,2496936,196,Single domain,high
7707882,2496939,196,Single domain,high
7707883,2496944,196,Single domain,high
7707884,2496945,196,Single domain,high
7707885,2496951,196,Single domain,high
7707886,2496954,196,Single domain,high
7707887,2496961,196,Single domain,high
7707888,2496966,196,Single domain,high
7707889,2497005,196,Single domain,high
7707890,2497011,1466,Single domain,high
7707891,2497028,853,Single domain,high
7707892,2497030,853,Single domain,high
7707893,2497764,853,Single domain,high
7707894,2497787,853,Single domain,high
7707895,2497790,1466,Single domain,high
7707896,2497793,853,Single domain,high
7707897,2497798,1466,Single domain,high
7707898,2498468,1085,Single domain,high
7707899,2371942,2957,Single domain,high
7707900,2372360,1584,Single domain,high
7707901,2372448,1022,Single domain,high
7707902,2372466,1022,Single domain,high
7707903,2373184,1022,Single domain,high
7707904,2373216,1022,Single domain,high
7707905,2373388,165,Single domain,high
7707906,2373390,165,Single domain,high
7707907,2373402,165,Single domain,high
7707908,2373862,982,Single domain,high
7707909,2374017,1585,Single domain,high
7707910,2374026,1585,Single domain,high
7707911,2374036,1585,Single domain,high
7707912,2374038,1585,Single domain,high
7707913,2406595,27,Single domain,high
7707914,2406603,27,Single domain,high
7707915,2407269,364,Single domain,high
7707916,2407273,364,Single domain,high
7707917,2407432,1481,Single domain,high
7707918,2407436,1481,Single domain,high
7707919,2407482,108,Single domain,high
7707920,2407528,1481,Single domain,high
7707921,2407575,108,Single domain,high
7707922,2407973,1077,Single domain,high
7707923,2408000,1077,Single domain,high
7707924,2408013,1077,Single domain,high
7707925,2408014,1077,Single domain,high
7707926,2408032,1077,Single domain,high
7707927,2409244,1532,Single domain,high
7707928,2409590,336,Single domain,high
7707929,2458056,2661,Single domain,high
7707930,2459428,160,Single domain,high
7707931,2459431,160,Single domain,high
7707932,2459456,160,Single domain,high
7707933,2459541,1260,Single domain,high
7707934,2459672,84,Single domain,high
7707935,2459690,1675,Single domain,high
7707936,2459888,1153,Single domain,high
7707937,2459896,1153,Single domain,high
7707938,2459897,1153,Single domain,high
7707939,2459931,44,Single domain,high
7707940,2460084,19,Single domain,high
7707941,2460110,737,Single domain,high
7707942,2460114,737,Single domain,high
7707943,2460115,200,Single domain,high
7707944,2498603,300,Single domain,high
7707945,2499487,1033,Single domain,high
7707946,2499489,1033,Single domain,high
7707947,2499553,1033,Single domain,high
7707948,2500622,919,Single domain,high
7707949,2500635,919,Single domain,high
7707950,2500638,919,Single domain,high
7707951,2501461,1057,Single domain,high
7707952,2501569,324,Single domain,high
7707953,2501620,324,Single domain,high
7707954,2501634,324,Single domain,high
7707955,2501661,154,Single domain,high
7707956,2501670,154,Single domain,high
7707957,2502623,1537,Single domain,high
7707958,2502627,1537,Single domain,high
7707959,2374127,610,Single domain,high
7707960,2374275,154,Single domain,high
7707961,2374293,1078,Single domain,high
7707962,2374299,1078,Single domain,high
7707963,2374311,1140,Single domain,high
7707964,2375111,915,Single domain,high
7707965,2375135,915,Single domain,high
7707966,2375138,915,Single domain,high
7707967,2375141,915,Single domain,high
7707968,2375145,915,Single domain,high
7707969,2375148,915,Single domain,high
7707970,2375154,915,Single domain,high
7707971,2375182,915,Single domain,high
7707972,2375449,806,Single domain,high
7707973,2375451,806,Single domain,high
7707974,2375460,806,Single domain,high
7707975,2375866,1609,Single domain,high
7707976,2375901,1609,Single domain,high
7707977,2375902,1609,Single domain,high
7707978,2375906,1609,Single domain,high
7707979,2376163,915,Single domain,high
7707980,2376164,915,Single domain,high
7707981,2409636,557,Single domain,high
7707982,2409641,1311,Single domain,high
7707983,2409645,336,Single domain,high
7707984,2410299,305,Single domain,high
7707985,2410314,391,Single domain,high
7707986,2410338,561,Single domain,high
7707987,2410347,561,Single domain,high
7707988,2410482,782,Single domain,high
7707989,2410705,1512,Single domain,high
7707990,2410711,1512,Single domain,high
7707991,2410774,895,Single domain,high
7707992,2410809,1658,Single domain,high
7707993,2411250,1144,Single domain,high
7707994,2411292,1123,Single domain,high
7707995,2411293,1123,Single domain,high
7707996,2411294,1123,Single domain,high
7707997,2460146,19,Single domain,high
7707998,2460148,19,Single domain,high
7707999,2460160,19,Single domain,high
7708000,2460265,139,Single domain,high
7708001,2460779,1601,Single domain,high
7708002,2460800,1601,Single domain,high
7708003,2460889,1601,Single domain,high
7708004,2460893,1601,Single domain,high
7708005,2461239,1307,Single domain,high
7708006,2461512,1378,Single domain,high
7708007,2461519,1378,Single domain,high
7708008,2461522,1378,Single domain,high
7708009,2461523,1378,Single domain,high
7708010,2461545,1378,Single domain,high
7708011,2461899,1601,Single domain,high
7708012,2462215,279,Single domain,high
7708013,2462224,279,Single domain,high
7708014,2462743,1755,Single domain,high
7708015,2462774,1755,Single domain,high
7708016,2462814,2241,Single domain,high
7708017,2503550,530,Single domain,high
7708018,2503554,530,Single domain,high
7708019,2503592,227,Single domain,high
7708020,2503604,111,Single domain,high
7708021,2503969,1239,Single domain,high
7708022,2503972,1239,Single domain,high
7708023,2504298,1303,Single domain,high
7708024,2504354,1192,Single domain,high
7708025,2504752,2661,Single domain,high
7708026,2504765,2661,Single domain,high
7708027,2504768,2661,Single domain,high
7708028,2504961,1453,Single domain,high
7708029,2505075,1377,Single domain,high
7708030,2505080,1377,Single domain,high
7708031,2505205,931,Multi domain,medium
7708032,2505225,931,Multi domain,medium
7708033,2376170,915,Single domain,high
7708034,2376180,915,Single domain,high
7708035,2376181,915,Single domain,high
7708036,2376190,915,Single domain,high
7708037,2376236,915,Single domain,high
7708038,2376260,915,Single domain,high
7708039,2376320,915,Single domain,high
7708040,2376340,915,Single domain,high
7708041,2376361,380,Single domain,high
7708042,2376372,380,Single domain,high
7708043,2376389,380,Single domain,high
7708044,2376390,380,Single domain,high
7708045,2377058,1453,Single domain,high
7708046,2377066,1453,Single domain,high
7708047,2377069,1453,Single domain,high
7708048,2377080,1453,Single domain,high
7708049,2377088,1453,Single domain,high
7708050,2377101,1601,Single domain,high
7708051,2377103,1601,Single domain,high
7708052,2377109,1601,Single domain,high
7708053,2411323,1123,Single domain,high
7708054,2411339,425,Single domain,high
7708055,2411367,425,Single domain,high
7708056,2411369,425,Single domain,high
7708057,2411536,1303,Single domain,high
7708058,2411538,1303,Single domain,high
7708059,2411544,1303,Single domain,high
7708060,2411636,535,Single domain,high
7708061,2411661,928,Single domain,high
7708062,2411662,928,Single domain,high
7708063,2411677,928,Single domain,high
7708064,2411707,1581,Multi domain,medium
7708065,2411732,1448,Single domain,high
7708066,2411736,1448,Single domain,high
7708067,2411748,1448,Single domain,high
7708068,2411894,1222,Single domain,high
7708069,2411896,1222,Single domain,high
7708070,2412148,440,Single domain,high
7708071,2463078,160,Single domain,high
7708072,2463087,160,Single domain,high
7708073,2463407,1670,Single domain,high
7708074,2463433,1670,Single domain,high
7708075,2463981,1201,Single domain,high
7708076,2463994,571,Single domain,high
7708077,2464014,571,Single domain,high
7708078,2464174,1462,Single domain,high
7708079,2464185,1462,Single domain,high
7708080,2464403,1353,Single domain,high
7708081,2464410,1347,Single domain,high
7708082,2464451,1353,Single domain,high
7708083,2464502,1353,Single domain,high
7708084,2505484,2453,Multi domain,medium
7708085,2506201,804,Single domain,high
7708086,2506373,804,Single domain,high
7708087,2506464,620,Single domain,high
7708088,2506471,620,Single domain,high
7708089,2506496,1308,Single domain,high
7708090,2506843,900,Single domain,high
7708091,2506848,900,Single domain,high
7708092,2506870,481,Single domain,high
7708093,2506875,481,Single domain,high
7708094,2507000,1172,Single domain,high
7708095,2507548,1749,Single domain,high
7708096,2377129,1601,Single domain,high
7708097,2377882,1517,Single domain,high
7708098,2377893,1517,Single domain,high
7708099,2377895,1517,Single domain,high
7708100,2377898,1517,Single domain,high
7708101,2378192,1755,Single domain,high
7708102,2378206,1755,Single domain,high
7708103,2379257,2052,Single domain,high
7708104,2379280,2242,Single domain,high
7708105,2379411,920,Single domain,high
7708106,2379412,920,Single domain,high
7708107,2379413,920,Single domain,high
7708108,2379415,920,Single domain,high
7708109,2379728,534,Single domain,high
7708110,2412151,440,Single domain,high
7708111,2412166,440,Single domain,high
7708112,2412487,928,Single domain,high
7708113,2412492,928,Single domain,high
7708114,2412507,1122,Single domain,high
7708115,2412525,620,Single domain,high
7708116,2412542,852,Single domain,high
7708117,2412867,450,Single domain,high
7708118,2412889,450,Single domain,high
7708119,2412916,450,Single domain,high
7708120,2412929,1575,Single domain,high
7708121,2412933,1575,Single domain,high
7708122,2413484,226,Single domain,high
7708123,2413504,1601,Single domain,high
7708124,2413565,1191,Single domain,high
7708125,2413570,1191,Single domain,high
7708126,2464962,1453,Single domain,high
7708127,2464963,1453,Single domain,high
7708128,2464974,1453,Single domain,high
7708129,2464997,1666,Single domain,high
7708130,2465006,1248,Single domain,high
7708131,2465014,649,Single domain,high
7708132,2465025,1252,Single domain,high
7708133,2465047,1666,Single domain,high
7708134,2465051,933,Single domain,high
7708135,2465106,1618,Single domain,high
7708136,2465124,33,Single domain,high
7708137,2465135,86,Single domain,high
7708138,2465441,640,Single domain,high
7708139,2465527,1606,Single domain,high
7708140,2465901,792,Single domain,high
7708141,2465903,792,Single domain,high
7708142,2465911,792,Single domain,high
7708143,2466319,1466,Single domain,high
7708144,2507599,1061,Single domain,high
7708145,2507629,1679,Single domain,high
7708146,2508024,1421,Single domain,high
7708147,2508034,1541,Single domain,high
7708148,2508053,1162,Single domain,high
7708149,2508075,1162,Single domain,high
7708150,2508078,1162,Single domain,high
7708151,2508093,1162,Single domain,high
7708152,2508095,1162,Single domain,high
7708153,2508160,1162,Single domain,high
7708154,2508171,1162,Single domain,high
7708155,2508225,1191,Single domain,high
7708156,2508226,1191,Single domain,high
7708157,2508301,923,Single domain,high
7708158,2508310,923,Single domain,high
7708159,2508627,1191,Single domain,high
7708160,2508642,1191,Single domain,high
7708161,2508819,429,Single domain,high
7708162,2508831,459,Single domain,high
7708163,2508851,459,Single domain,high
7708164,2508863,459,Single domain,high
7708165,2508866,1122,Single domain,high
7708166,2380714,967,Single domain,high
7708167,2380849,1029,Single domain,high
7708168,2380870,1050,Multi domain,medium
7708169,2380966,1691,Single domain,high
7708170,2381369,5,Single domain,high
7708171,2381415,351,Single domain,high
7708172,2381525,1161,Single domain,high
7708173,2413587,1191,Single domain,high
7708174,2414273,1453,Single domain,high
7708175,2415122,300,Single domain,high
7708176,2415238,1122,Single domain,high
7708177,2416342,899,Single domain,high
7708178,2416934,976,Single domain,high
7708179,2416935,976,Single domain,high
7708180,2416985,1274,Single domain,high
7708181,2416991,1274,Single domain,high
7708182,2417018,976,Single domain,high
7708183,2417021,976,Single domain,high
7708184,2417047,1263,Single domain,high
7708185,2417049,1263,Single domain,high
7708186,2417088,899,Single domain,high
7708187,2417090,899,Single domain,high
7708188,2417527,1005,Single domain,high
7708189,2417539,1005,Single domain,high
7708190,2417570,792,Single domain,high
7708191,2466340,853,Single domain,high
7708192,2466653,1659,Single domain,high
7708193,2466666,1153,Single domain,high
7708194,2466752,1201,Single domain,high
7708195,2468912,257,Single domain,high
7708196,2468931,782,Single domain,high
7708197,2468960,1658,Single domain,high
7708198,2469370,1547,Single domain,high
7708199,2508885,928,Single domain,high
7708200,2508967,1030,Single domain,high
7708201,2508971,1030,Single domain,high
7708202,2509079,1239,Single domain,high
7708203,2509100,1239,Single domain,high
7708204,2509104,380,Single domain,high
7708205,2509113,380,Single domain,high
7708206,2509120,380,Single domain,high
7708207,2509152,1239,Single domain,high
7708208,2509516,1546,Single domain,high
7708209,2509536,610,Single domain,high
7708210,2509549,610,Single domain,high
7708211,2509557,610,Single domain,high
7708212,2509644,425,Single domain,high
7708213,2509797,1517,Single domain,high
7708214,2509802,1517,Single domain,high
7708215,2381632,2450,Multi domain,medium
7708216,2381646,2453,Multi domain,medium
7708217,2381680,2450,Multi domain,medium
7708218,2381694,2453,Multi domain,medium
7708219,2381714,2455,Multi domain,medium
7708220,2381779,2450,Multi domain,medium
7708221,2417715,108,Single domain,high
7708222,2417720,108,Single domain,high
7708223,2417730,697,Single domain,high
7708224,2418151,1453,Single domain,high
7708225,2418160,1453,Single domain,high
7708226,2418164,1453,Single domain,high
7708227,2418166,1453,Single domain,high
7708228,2418168,1453,Single domain,high
7708229,2418189,1453,Single domain,high
7708230,2418205,1453,Single domain,high
7708231,2418210,1453,Single domain,high
7708232,2418214,1453,Single domain,high
7708233,2418313,1191,Single domain,high
7708234,2418360,1692,Single domain,high
7708235,2418362,1692,Single domain,high
7708236,2418367,1692,Single domain,high
7708237,2418582,373,Single domain,high
7708238,2418584,373,Single domain,high
7708239,2418603,373,Single domain,high
7708240,2418611,373,Single domain,high
7708241,2418940,2661,Single domain,high
7708242,2469588,1319,Single domain,high
7708243,2469597,1319,Single domain,high
7708244,2469680,1319,Single domain,high
7708245,2469749,1609,Single domain,high
7708246,2469753,1609,Single domain,high
7708247,2469762,1609,Single domain,high
7708248,2470441,1689,Single domain,high
7708249,2470446,1689,Single domain,high
7708250,2470492,728,Single domain,high
7708251,2470515,1154,Single domain,high
7708252,2470520,728,Single domain,high
7708253,2470543,1331,Single domain,high
7708254,2470606,1575,Single domain,high
7708255,2470769,1201,Single domain,high
7708256,2470805,1201,Single domain,high
7708257,2470822,1201,Single domain,high
7708258,2470838,792,Single domain,high
7708259,2470871,792,Single domain,high
7708260,2470890,782,Single domain,high
7708261,2470905,782,Single domain,high
7708262,2509872,1755,Single domain,high
7708263,2509879,1755,Single domain,high
7708264,2509885,1755,Single domain,high
7708265,2509892,1755,Single domain,high
7708266,2509913,459,Single domain,high
7708267,2509935,1755,Single domain,high
7708268,2509954,1757,Single domain,high
7708269,2509965,1756,Single domain,high
7708270,2510394,461,Single domain,high
7708271,2510401,461,Single domain,high
7708272,2510409,461,Single domain,high
7708273,2510512,1049,Single domain,high
7708274,2510762,1354,Single domain,high
7708275,2510772,1354,Single domain,high
7708276,2510795,1212,Single domain,high
7708277,2381909,2278,Single domain,high
7708278,2382099,300,Single domain,high
7708279,2382111,300,Single domain,high
7708280,2382647,1347,Single domain,high
7708281,2382657,1347,Single domain,high
7708282,2382660,1347,Single domain,high
7708283,2382779,1945,Single domain,high
7708284,2382780,1945,Single domain,high
7708285,2383066,36,Single domain,high
7708286,2383072,1689,Single domain,high
7708287,2383080,1689,Single domain,high
7708288,2383586,652,Single domain,high
7708289,2383594,652,Single domain,high
7708290,2383597,652,Single domain,high
7708291,2384605,774,Single domain,high
7708292,2384625,774,Single domain,high
7708293,2384744,1605,Single domain,high
7708294,2384755,1529,Single domain,high
7708295,2384758,1529,Single domain,high
7708296,2384783,1170,Single domain,high
7708297,2384800,1170,Single domain,high
7708298,2384923,769,Single domain,high
7708299,2384935,769,Single domain,high
7708300,2384938,769,Single domain,high
7708301,2384941,769,Single domain,high
7708302,2419844,1512,Single domain,high
7708303,2419853,1512,Single domain,high
7708304,2420003,27,Single domain,high
7708305,2420004,27,Single domain,high
7708306,2420068,1155,Single domain,high
7708307,2420434,610,Single domain,high
7708308,2420443,257,Single domain,high
7708309,2420484,1546,Single domain,high
7708310,2420526,1911,Single domain,high
7708311,2420601,43,Single domain,high
7708312,2420609,43,Single domain,high
7708313,2420614,1512,Single domain,high
7708314,2420632,1584,Single domain,high
7708315,2420704,1225,Single domain,high
7708316,2421069,899,Single domain,high
7708317,2470922,782,Single domain,high
7708318,2470953,782,Single domain,high
7708319,2470963,782,Single domain,high
7708320,2470968,782,Single domain,high
7708321,2471122,668,Single domain,high
7708322,2471132,668,Single domain,high
7708323,2471134,668,Single domain,high
7708324,2471173,1303,Single domain,high
7708325,2471306,5,Single domain,high
7708326,2472310,894,Single domain,high
7708327,2473121,1512,Single domain,high
7708328,2473125,1512,Single domain,high
7708329,2473150,1512,Single domain,high
7708330,2473164,1303,Single domain,high
7708331,2473899,58,Single domain,high
7708332,2474176,530,Single domain,high
7708333,2474214,61,Single domain,high
7708334,2510807,1212,Single domain,high
7708335,2510823,1354,Single domain,high
7708336,2510832,1354,Single domain,high
7708337,2510837,1354,Single domain,high
7708338,2510842,1354,Single domain,high
7708339,2510855,1212,Single domain,high
7708340,2510856,1354,Single domain,high
7708341,2512279,1851,Multi domain,medium
7708342,2512285,1851,Multi domain,medium
7708343,2512304,1852,Multi domain,medium
7708344,2512879,2527,Single domain,high
7708345,2512913,2527,Single domain,high
7708346,2512938,2527,Single domain,high
7708347,2512947,2527,Single domain,high
7708348,2512965,2527,Single domain,high
7708349,2512978,2527,Single domain,high
7708350,2512989,2527,Single domain,high
7708351,2385125,1851,Multi domain,medium
7708352,2385147,782,Single domain,high
7708353,2385166,782,Single domain,high
7708354,2385181,728,Single domain,high
7708355,2385595,1231,Single domain,high
7708356,2385598,1231,Single domain,high
7708357,2385870,1575,Single domain,high
7708358,2385924,1575,Single domain,high
7708359,2385941,728,Single domain,high
7708360,2386077,1170,Single domain,high
7708361,2386267,897,Single domain,high
7708362,2386284,706,Single domain,high
7708363,2386956,1550,Single domain,high
7708364,2421737,794,Single domain,high
7708365,2421739,794,Single domain,high
7708366,2421762,1455,Single domain,high
7708367,2421774,1455,Single domain,high
7708368,2421812,1455,Single domain,high
7708369,2421863,928,Single domain,high
7708370,2421868,928,Single domain,high
7708371,2421890,1122,Single domain,high
7708372,2421911,1122,Single domain,high
7708373,2421966,154,Single domain,high
7708374,2421980,324,Single domain,high
7708375,2421987,324,Single domain,high
7708376,2474226,61,Single domain,high
7708377,2474227,61,Single domain,high
7708378,2474240,530,Single domain,high
7708379,2474244,530,Single domain,high
7708380,2474259,61,Single domain,high
7708381,2474266,61,Single domain,high
7708382,2474280,530,Single domain,high
7708383,2474283,530,Single domain,high
7708384,2474290,530,Single domain,high
7708385,2474301,530,Single domain,high
7708386,2476157,1675,Single domain,high
7708387,2476175,1675,Single domain,high
7708388,2476476,1040,Single domain,high
7708389,2476489,1040,Single domain,high
7708390,2476495,1040,Single domain,high
7708391,2477264,2052,Single domain,high
7708392,2477266,2052,Single domain,high
7708393,2477299,2052,Single domain,high
7708394,2477300,2052,Single domain,high
7708395,2513426,1875,Single domain,high
7708396,2513432,1875,Single domain,high
7708397,2513473,1875,Single domain,high
7708398,2513493,1875,Single domain,high
7708399,2513515,1875,Single domain,high
7708400,2513606,967,Single domain,high
7708401,2513668,1357,Single domain,high
7708402,2513736,111,Single domain,high
7708403,2513796,1585,Single domain,high
7708404,2513800,1585,Single domain,high
7708405,2513816,1303,Single domain,high
7708406,2515574,1303,Single domain,high
7708407,2515609,2004,Single domain,high
7708408,2515632,1614,Single domain,high
7708409,2515635,1614,Single domain,high
7708410,2515651,2051,Single domain,high
7708411,2515655,2051,Single domain,high
7708412,2515773,14543,Single domain,high
7708413,2515792,2020,Single domain,high
7708414,2515842,792,Single domain,high
7708415,2389121,1841,Single domain,high
7708416,2389209,444,Single domain,high
7708417,2389317,200,Single domain,high
7708418,2389323,200,Single domain,high
7708419,2389336,200,Single domain,high
7708420,2389462,200,Single domain,high
7708421,2390144,106,Single domain,high
7708422,2390150,106,Single domain,high
7708423,2390170,106,Single domain,high
7708424,2390181,106,Single domain,high
7708425,2390195,106,Single domain,high
7708426,2390210,106,Single domain,high
7708427,2390245,106,Single domain,high
7708428,2390255,106,Single domain,high
7708429,2390264,106,Single domain,high
7708430,2390280,106,Single domain,high
7708431,2390292,106,Single domain,high
7708432,2390305,106,Single domain,high
7708433,2390307,106,Single domain,high
7708434,2422642,1601,Single domain,high
7708435,2422712,1601,Single domain,high
7708436,2422726,1567,Single domain,high
7708437,2422732,1567,Single domain,high
7708438,2422741,166,Single domain,high
7708439,2424861,84,Single domain,high
7708440,2424875,84,Single domain,high
7708441,2426283,1484,Single domain,high
7708442,2426343,1484,Single domain,high
7708443,2429584,1057,Single domain,high
7708444,2429586,1057,Single domain,high
7708445,2430969,1668,Single domain,high
7708446,269997,165,Single domain,high
7708447,270701,476,Single domain,high
7708448,270853,279,Single domain,high
7708449,270860,1675,Single domain,high
7708450,271667,160,Single domain,high
7708451,272287,286,Single domain,high
7708452,272525,1124,Single domain,high
7708453,273265,728,Single domain,high
7708454,273394,286,Single domain,high
7708455,273886,1911,Single domain,high
7708456,274049,286,Single domain,high
7708457,274332,196,Single domain,high
7708458,275283,1575,Single domain,high
7708459,275532,476,Single domain,high
7708460,275739,1448,Single domain,high
7708461,363345,936,Single domain,high
7708462,364027,560,Single domain,high
7708463,364036,1154,Single domain,high
7708464,365605,228,Single domain,high
7708465,366221,353,Single domain,high
7708466,366830,35258,Single domain,high
7708467,367677,279,Single domain,high
7708468,368538,898,Single domain,high
7708469,369049,1529,Single domain,high
7708470,75583,794,Single domain,high
7708471,76621,196,Single domain,high
7708472,76697,1484,Single domain,high
7708473,77019,1009,Single domain,high
7708474,77961,1083,Single domain,high
7708475,77978,1083,Single domain,high
7708476,78480,1093,Single domain,high
7708477,78574,231,Single domain,high
7708478,80044,1825,Single domain,high
7708479,80434,902,Single domain,high
7708480,80630,353,Single domain,high
7708481,80685,1690,Single domain,high
7708482,177934,560,Single domain,high
7708483,178384,1034,Single domain,high
7708484,178541,1814,Single domain,high
7708485,178593,1814,Single domain,high
7708486,178705,1009,Single domain,high
7708487,179044,305,Single domain,high
7708488,179115,323,Single domain,high
7708489,179357,560,Single domain,high
7708490,179503,1048,Single domain,high
7708491,180227,612,Single domain,high
7708492,180474,196,Single domain,high
7708493,180532,958,Multi domain,medium
7708494,181253,2417,Single domain,high
7708495,181379,82,Single domain,high
7708496,181886,1034,Single domain,high
7708497,181894,1140,Single domain,high
7708498,182142,196,Single domain,high
7708499,182272,1593,Single domain,high
7708500,182292,1814,Single domain,high
7708501,182569,9,Single domain,high
7708502,276175,2450,Multi domain,medium
7708503,276593,729,Single domain,high
7708504,276642,1666,Single domain,high
7708505,277086,1691,Single domain,high
7708506,277262,35258,Single domain,high
7708507,277321,1814,Single domain,high
7708508,277776,729,Single domain,high
7708509,277864,1153,Single domain,high
7708510,278071,1364,Single domain,high
7708511,278536,196,Single domain,high
7708512,278537,196,Single domain,high
7708513,278939,1660,Multi domain,medium
7708514,279274,353,Single domain,high
7708515,279429,1688,Single domain,high
7708516,279691,1612,Single domain,high
7708517,279910,506,Single domain,high
7708518,280044,196,Single domain,high
7708519,280332,72,Single domain,high
7708520,280380,952,Single domain,high
7708521,280477,2278,Single domain,high
7708522,281064,2450,Multi domain,medium
7708523,281066,2455,Multi domain,medium
7708524,281367,1448,Single domain,high
7708525,281418,1690,Single domain,high
7708526,369832,196,Single domain,high
7708527,369879,160,Single domain,high
7708528,370336,257,Single domain,high
7708529,370512,84,Single domain,high
7708530,371391,683,Single domain,high
7708531,371670,1609,Single domain,high
7708532,371994,936,Single domain,high
7708533,372324,23,Single domain,high
7708534,372368,286,Single domain,high
7708535,373142,1609,Single domain,high
7708536,373146,1609,Single domain,high
7708537,373985,1201,Single domain,high
7708538,374026,1430,Single domain,high
7708539,374062,1224,Single domain,high
7708540,375462,268,Single domain,high
7708541,375686,196,Single domain,high
7708542,81911,589,Single domain,high
7708543,82245,1886,Single domain,high
7708544,83688,2378,Multi domain,medium
7708545,83733,697,Single domain,high
7708546,83925,403,Single domain,high
7708547,84008,1093,Single domain,high
7708548,84026,1785,Single domain,high
7708549,84792,1911,Single domain,high
7708550,84869,1057,Single domain,high
7708551,85746,2379,Multi domain,medium
7708552,85944,1690,Single domain,high
7708553,86145,1508,Single domain,high
7708554,86392,1457,Single domain,high
7708555,87186,231,Single domain,high
7708556,87219,1238,Single domain,high
7708557,182818,291,Single domain,high
7708558,183049,2130,Multi domain,medium
7708559,183541,353,Single domain,high
7708560,183903,35258,Single domain,high
7708561,184094,196,Single domain,high
7708562,184275,804,Single domain,high
