ap_id,activity_id,type,relation,value,units,text_value,standard_type,standard_relation,standard_value,standard_units,standard_text_value,comments,result_flag
7443,17127063,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
7444,17127064,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
7445,17127064,ACTIVITY_TEST,,,,BASOLE (Basophils/Leukocytes),ACTIVITY_TEST,,,,BASOLE (Basophils/Leukocytes),,0
7446,17127064,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
7447,17127064,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
7448,17127064,SRC_ACTIVITY_ID,=,30.0,,,SRC_ACTIVITY_ID,=,30.0,,,,0
7449,17127064,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
7450,17127064,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
7451,17127064,TIME,=,3.0,hr,,TIME,=,3.0,hr,,,0
7452,17127064,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
7453,17127065,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
7454,17127065,ACTIVITY_TEST,,,,MONOLE (Monocytes/Leukocytes),ACTIVITY_TEST,,,,MONOLE (Monocytes/Leukocytes),,0
7455,17127065,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
7456,17127065,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
7457,17127065,SRC_ACTIVITY_ID,=,30.0,,,SRC_ACTIVITY_ID,=,30.0,,,,0
7458,17127065,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
7459,17127065,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
7460,17127065,TIME,=,3.0,hr,,TIME,=,3.0,hr,,,0
7461,17127065,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
7462,17127066,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
7463,17127066,ACTIVITY_TEST,,,,LYMLE (Lymphocytes/Leukocytes),ACTIVITY_TEST,,,,LYMLE (Lymphocytes/Leukocytes),,0
7464,17127066,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
7465,17127066,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
7466,17127066,SRC_ACTIVITY_ID,=,30.0,,,SRC_ACTIVITY_ID,=,30.0,,,,0
7467,17127066,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
7468,17127066,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
7469,17127066,TIME,=,3.0,hr,,TIME,=,3.0,hr,,,0
7470,17127066,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
7471,17127067,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
7472,17127067,ACTIVITY_TEST,,,,PT (Prothrombin Time),ACTIVITY_TEST,,,,PT (Prothrombin Time),,0
7473,17127067,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
7474,17127067,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
7475,17127067,SRC_ACTIVITY_ID,=,30.0,,,SRC_ACTIVITY_ID,=,30.0,,,,0
7476,17127067,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
7477,17127067,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
7478,17127067,TIME,=,3.0,hr,,TIME,=,3.0,hr,,,0
7479,17127067,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
7480,17127068,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
7481,17127068,ACTIVITY_TEST,,,,APTT (Activated Partial Thromboplastin Time),ACTIVITY_TEST,,,,APTT (Activated Partial Thromboplastin Time),,0
7482,17127068,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
7483,17127068,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
7484,17127068,SRC_ACTIVITY_ID,=,30.0,,,SRC_ACTIVITY_ID,=,30.0,,,,0
7485,17127068,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
7486,17127068,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
7487,17127068,TIME,=,3.0,hr,,TIME,=,3.0,hr,,,0
7488,17127068,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
7489,17127069,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
7490,17127069,ACTIVITY_TEST,,,,FIBRINO (Fibrinogen),ACTIVITY_TEST,,,,FIBRINO (Fibrinogen),,0
7491,17127069,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
7492,17127069,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
7493,17127069,SRC_ACTIVITY_ID,=,30.0,,,SRC_ACTIVITY_ID,=,30.0,,,,0
7494,17127069,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
7495,17127069,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
7496,17127069,TIME,=,3.0,hr,,TIME,=,3.0,hr,,,0
7497,17127069,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
7498,17127070,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
7499,17127070,ACTIVITY_TEST,,,,RBC (Erythrocytes),ACTIVITY_TEST,,,,RBC (Erythrocytes),,0
7500,17127070,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
7501,17127070,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
7502,17127070,SRC_ACTIVITY_ID,=,30.0,,,SRC_ACTIVITY_ID,=,30.0,,,,0
7503,17127070,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
7504,17127070,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
7505,17127070,TIME,=,6.0,hr,,TIME,=,6.0,hr,,,0
7506,17127070,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
7507,17127071,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
7508,17127071,ACTIVITY_TEST,,,,HGB (Hemoglobin),ACTIVITY_TEST,,,,HGB (Hemoglobin),,0
7509,17127071,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
7510,17127071,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
7511,17127071,SRC_ACTIVITY_ID,=,30.0,,,SRC_ACTIVITY_ID,=,30.0,,,,0
7512,17127071,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
7513,17127071,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
7514,17127071,TIME,=,6.0,hr,,TIME,=,6.0,hr,,,0
7515,17127071,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
7516,17127072,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
7517,17127072,ACTIVITY_TEST,,,,HCT (Hematocrit),ACTIVITY_TEST,,,,HCT (Hematocrit),,0
7518,17127072,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
7519,17127072,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
7520,17127072,SRC_ACTIVITY_ID,=,30.0,,,SRC_ACTIVITY_ID,=,30.0,,,,0
7521,17127072,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
7522,17127072,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
7523,17127072,TIME,=,6.0,hr,,TIME,=,6.0,hr,,,0
7524,17127072,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
7525,17127073,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
7526,17127073,ACTIVITY_TEST,,,,MCV (Ery. Mean Corpuscular Volume),ACTIVITY_TEST,,,,MCV (Ery. Mean Corpuscular Volume),,0
7527,17127073,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
7528,17127073,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
7529,17127073,SRC_ACTIVITY_ID,=,30.0,,,SRC_ACTIVITY_ID,=,30.0,,,,0
7530,17127073,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
7531,17127073,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
7532,17127073,TIME,=,6.0,hr,,TIME,=,6.0,hr,,,0
7533,17127073,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
7534,17127074,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
7535,17127074,ACTIVITY_TEST,,,,MCH (Ery. Mean Corpuscular Hemoglobin),ACTIVITY_TEST,,,,MCH (Ery. Mean Corpuscular Hemoglobin),,0
7536,17127074,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
7537,17127074,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
7538,17127074,SRC_ACTIVITY_ID,=,30.0,,,SRC_ACTIVITY_ID,=,30.0,,,,0
7539,17127074,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
7540,17127074,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
7541,17127074,TIME,=,6.0,hr,,TIME,=,6.0,hr,,,0
7542,17127074,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
7543,17127075,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
7544,17127075,ACTIVITY_TEST,,,,MCHC (Ery. Mean Corpuscular HGB Concentration),ACTIVITY_TEST,,,,MCHC (Ery. Mean Corpuscular HGB Concentration),,0
7545,17127075,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
7546,17127075,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
7547,17127075,SRC_ACTIVITY_ID,=,30.0,,,SRC_ACTIVITY_ID,=,30.0,,,,0
7548,17127075,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
7549,17127075,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
7550,17127075,TIME,=,6.0,hr,,TIME,=,6.0,hr,,,0
7551,17127075,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
7552,17127076,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
7553,17127076,ACTIVITY_TEST,,,,RETIRBC (Reticulocytes/Erythrocytes),ACTIVITY_TEST,,,,RETIRBC (Reticulocytes/Erythrocytes),,0
7554,17127076,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
7555,17127076,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
7556,17127076,SRC_ACTIVITY_ID,=,30.0,,,SRC_ACTIVITY_ID,=,30.0,,,,0
7557,17127076,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
7558,17127076,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
7559,17127076,TIME,=,6.0,hr,,TIME,=,6.0,hr,,,0
7560,17127076,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
7561,17127077,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
7562,17127077,ACTIVITY_TEST,,,,PLAT (Platelets),ACTIVITY_TEST,,,,PLAT (Platelets),,0
7563,17127077,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
7564,17127077,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
7565,17127077,SRC_ACTIVITY_ID,=,30.0,,,SRC_ACTIVITY_ID,=,30.0,,,,0
7566,17127077,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
7567,17127077,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
7568,17127077,TIME,=,6.0,hr,,TIME,=,6.0,hr,,,0
7569,17127077,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
7570,17127078,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
7571,17127078,ACTIVITY_TEST,,,,WBC (Leukocytes),ACTIVITY_TEST,,,,WBC (Leukocytes),,0
7572,17127078,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
7573,17127078,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
7574,17127078,SRC_ACTIVITY_ID,=,30.0,,,SRC_ACTIVITY_ID,=,30.0,,,,0
7575,17127078,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
7576,17127078,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
7577,17127078,TIME,=,6.0,hr,,TIME,=,6.0,hr,,,0
7578,17127078,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
7579,17127079,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
7580,17127079,ACTIVITY_TEST,,,,NEUTLE (Neutrophils/Leukocytes),ACTIVITY_TEST,,,,NEUTLE (Neutrophils/Leukocytes),,0
7581,17127079,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
7582,17127079,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
7583,17127079,SRC_ACTIVITY_ID,=,30.0,,,SRC_ACTIVITY_ID,=,30.0,,,,0
7584,17127079,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
7585,17127079,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
7586,17127079,TIME,=,6.0,hr,,TIME,=,6.0,hr,,,0
7587,17127079,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
7588,17127080,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
7589,17127080,ACTIVITY_TEST,,,,EOSLE (Eosinophils/Leukocytes),ACTIVITY_TEST,,,,EOSLE (Eosinophils/Leukocytes),,0
7590,17127080,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
7591,17127080,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
7592,17127080,SRC_ACTIVITY_ID,=,30.0,,,SRC_ACTIVITY_ID,=,30.0,,,,0
7593,17127080,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
7594,17127080,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
7595,17127080,TIME,=,6.0,hr,,TIME,=,6.0,hr,,,0
7596,17127080,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
7597,17127081,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
7598,17127081,ACTIVITY_TEST,,,,BASOLE (Basophils/Leukocytes),ACTIVITY_TEST,,,,BASOLE (Basophils/Leukocytes),,0
7599,17127081,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
7600,17127081,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
7601,17127081,SRC_ACTIVITY_ID,=,30.0,,,SRC_ACTIVITY_ID,=,30.0,,,,0
7602,17127081,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
7603,17127081,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
7604,17127081,TIME,=,6.0,hr,,TIME,=,6.0,hr,,,0
7605,17127081,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
7606,17127082,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
7607,17127082,ACTIVITY_TEST,,,,MONOLE (Monocytes/Leukocytes),ACTIVITY_TEST,,,,MONOLE (Monocytes/Leukocytes),,0
7608,17127082,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
7609,17127082,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
7610,17127082,SRC_ACTIVITY_ID,=,30.0,,,SRC_ACTIVITY_ID,=,30.0,,,,0
7611,17127082,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
7612,17127082,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
7613,17127082,TIME,=,6.0,hr,,TIME,=,6.0,hr,,,0
7614,17127082,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
7615,17127083,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
7616,17127083,ACTIVITY_TEST,,,,LYMLE (Lymphocytes/Leukocytes),ACTIVITY_TEST,,,,LYMLE (Lymphocytes/Leukocytes),,0
7617,17127083,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
7618,17127083,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
7619,17127083,SRC_ACTIVITY_ID,=,30.0,,,SRC_ACTIVITY_ID,=,30.0,,,,0
7620,17127083,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
7621,17127083,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
7622,17127083,TIME,=,6.0,hr,,TIME,=,6.0,hr,,,0
7623,17127083,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
7624,17127084,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
7625,17127084,ACTIVITY_TEST,,,,PT (Prothrombin Time),ACTIVITY_TEST,,,,PT (Prothrombin Time),,0
7626,17127084,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
7627,17127084,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
7628,17127084,SRC_ACTIVITY_ID,=,30.0,,,SRC_ACTIVITY_ID,=,30.0,,,,0
7629,17127084,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
7630,17127084,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
7631,17127084,TIME,=,6.0,hr,,TIME,=,6.0,hr,,,0
7632,17127084,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
7633,17127085,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
7634,17127085,ACTIVITY_TEST,,,,APTT (Activated Partial Thromboplastin Time),ACTIVITY_TEST,,,,APTT (Activated Partial Thromboplastin Time),,0
7635,17127085,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
7636,17127085,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
7637,17127085,SRC_ACTIVITY_ID,=,30.0,,,SRC_ACTIVITY_ID,=,30.0,,,,0
7638,17127085,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
7639,17127085,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
7640,17127085,TIME,=,6.0,hr,,TIME,=,6.0,hr,,,0
7641,17127085,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
7642,17127086,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
7643,17127086,ACTIVITY_TEST,,,,FIBRINO (Fibrinogen),ACTIVITY_TEST,,,,FIBRINO (Fibrinogen),,0
7644,17127086,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
7645,17127086,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
7646,17127086,SRC_ACTIVITY_ID,=,30.0,,,SRC_ACTIVITY_ID,=,30.0,,,,0
7647,17127086,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
7648,17127086,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
7649,17127086,TIME,=,6.0,hr,,TIME,=,6.0,hr,,,0
7650,17127086,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
7651,17127087,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
7652,17127087,ACTIVITY_TEST,,,,RBC (Erythrocytes),ACTIVITY_TEST,,,,RBC (Erythrocytes),,0
7653,17127087,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
7654,17127087,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
7655,17127087,SRC_ACTIVITY_ID,=,30.0,,,SRC_ACTIVITY_ID,=,30.0,,,,0
7656,17127087,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
7657,17127087,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
7658,17127087,TIME,=,9.0,hr,,TIME,=,9.0,hr,,,0
7659,17127087,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
7660,17127088,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
7661,17127088,ACTIVITY_TEST,,,,HGB (Hemoglobin),ACTIVITY_TEST,,,,HGB (Hemoglobin),,0
7662,17127088,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
7663,17127088,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
7664,17127088,SRC_ACTIVITY_ID,=,30.0,,,SRC_ACTIVITY_ID,=,30.0,,,,0
7665,17127088,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
7666,17127088,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
7667,17127088,TIME,=,9.0,hr,,TIME,=,9.0,hr,,,0
7668,17127088,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
7669,17127089,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
7670,17127089,ACTIVITY_TEST,,,,HCT (Hematocrit),ACTIVITY_TEST,,,,HCT (Hematocrit),,0
7671,17127089,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
7672,17127089,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
7673,17127089,SRC_ACTIVITY_ID,=,30.0,,,SRC_ACTIVITY_ID,=,30.0,,,,0
7674,17127089,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
7675,17127089,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
7676,17127089,TIME,=,9.0,hr,,TIME,=,9.0,hr,,,0
7677,17127089,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
7678,17127090,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
7679,17127090,ACTIVITY_TEST,,,,MCV (Ery. Mean Corpuscular Volume),ACTIVITY_TEST,,,,MCV (Ery. Mean Corpuscular Volume),,0
7680,17127090,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
7681,17127090,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
7682,17127090,SRC_ACTIVITY_ID,=,30.0,,,SRC_ACTIVITY_ID,=,30.0,,,,0
7683,17127090,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
7684,17127090,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
7685,17127090,TIME,=,9.0,hr,,TIME,=,9.0,hr,,,0
7686,17127090,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
7687,17127091,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
7688,17127091,ACTIVITY_TEST,,,,MCH (Ery. Mean Corpuscular Hemoglobin),ACTIVITY_TEST,,,,MCH (Ery. Mean Corpuscular Hemoglobin),,0
7689,17127091,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
7690,17127091,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
7691,17127091,SRC_ACTIVITY_ID,=,30.0,,,SRC_ACTIVITY_ID,=,30.0,,,,0
7692,17127091,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
7693,17127091,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
7694,17127091,TIME,=,9.0,hr,,TIME,=,9.0,hr,,,0
7695,17127091,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
7696,17127092,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
7697,17127092,ACTIVITY_TEST,,,,MCHC (Ery. Mean Corpuscular HGB Concentration),ACTIVITY_TEST,,,,MCHC (Ery. Mean Corpuscular HGB Concentration),,0
7698,17127092,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
7699,17127092,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
7700,17127092,SRC_ACTIVITY_ID,=,30.0,,,SRC_ACTIVITY_ID,=,30.0,,,,0
7701,17127092,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
7702,17127092,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
7703,17127092,TIME,=,9.0,hr,,TIME,=,9.0,hr,,,0
7704,17127092,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
7705,17127093,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
7706,17127093,ACTIVITY_TEST,,,,RETIRBC (Reticulocytes/Erythrocytes),ACTIVITY_TEST,,,,RETIRBC (Reticulocytes/Erythrocytes),,0
7707,17127093,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
7708,17127093,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
7709,17127093,SRC_ACTIVITY_ID,=,30.0,,,SRC_ACTIVITY_ID,=,30.0,,,,0
7710,17127093,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
7711,17127093,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
7712,17127093,TIME,=,9.0,hr,,TIME,=,9.0,hr,,,0
7713,17127093,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
7714,17127094,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
7715,17127094,ACTIVITY_TEST,,,,PLAT (Platelets),ACTIVITY_TEST,,,,PLAT (Platelets),,0
7716,17127094,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
7717,17127094,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
7718,17127094,SRC_ACTIVITY_ID,=,30.0,,,SRC_ACTIVITY_ID,=,30.0,,,,0
7719,17127094,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
7720,17127094,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
7721,17127094,TIME,=,9.0,hr,,TIME,=,9.0,hr,,,0
7722,17127094,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
7723,17127095,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
7724,17127095,ACTIVITY_TEST,,,,WBC (Leukocytes),ACTIVITY_TEST,,,,WBC (Leukocytes),,0
7725,17127095,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
7726,17127095,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
7727,17127095,SRC_ACTIVITY_ID,=,30.0,,,SRC_ACTIVITY_ID,=,30.0,,,,0
7728,17127095,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
7729,17127095,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
7730,17127095,TIME,=,9.0,hr,,TIME,=,9.0,hr,,,0
7731,17127095,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
7732,17127096,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
7733,17127096,ACTIVITY_TEST,,,,NEUTLE (Neutrophils/Leukocytes),ACTIVITY_TEST,,,,NEUTLE (Neutrophils/Leukocytes),,0
7734,17127096,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
7735,17127096,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
7736,17127096,SRC_ACTIVITY_ID,=,30.0,,,SRC_ACTIVITY_ID,=,30.0,,,,0
7737,17127096,DOSE,=,0.0,mg/kg,,DOSE,=,0.0,mg.kg-1,,,0
7738,17127096,DOSE_LEVEL,,,,Control,DOSE_LEVEL,,,,Control,,0
7739,17127096,TIME,=,9.0,hr,,TIME,=,9.0,hr,,,0
7740,17127096,N_ANIMALS,=,5.0,,,N_ANIMALS,=,5.0,,,,0
7741,17127097,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
7742,17127097,ACTIVITY_TEST,,,,EOSLE (Eosinophils/Leukocytes),ACTIVITY_TEST,,,,EOSLE (Eosinophils/Leukocytes),,0
7743,17127097,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
7744,17127097,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
