activity_id,bei,sei,le,lle
70586,11.08,3.36,0.21,4.14
70587,9.91,3.01,0.19,3.64
70596,19.52,7.13,0.43,5.47
70603,28.56,10.0,0.54,6.1
70605,22.34,17.29,0.41,5.13
70630,11.31,4.57,0.22,4.07
70631,10.28,4.15,0.2,3.29
70632,11.22,5.98,0.22,3.78
70633,10.3,5.49,0.2,3.05
70642,11.78,5.83,0.23,3.81
70643,10.16,5.03,0.2,2.65
70644,13.15,4.51,0.25,6.12
70648,19.79,171.19,0.47,1.41
70656,6.46,4.98,0.13,-6.62
70668,13.69,9.02,0.25,1.82
70671,16.2,8.13,0.3,4.26
70674,20.18,11.45,0.37,2.6
70676,21.56,18.09,0.4,4.27
70693,27.41,15.87,0.55,3.22
70695,23.69,13.72,0.48,2.39
70698,17.99,,,
70699,18.35,,,
70700,18.6,,,
70701,21.82,,,
70702,17.14,,,
70713,23.06,12.53,0.43,5.13
70720,13.26,3.84,0.25,5.76
70729,12.31,6.44,0.24,1.57
70732,20.88,3.97,0.38,4.16
70733,20.88,3.97,0.38,4.16
70734,20.68,3.94,0.38,4.12
70741,28.41,5.96,0.6,5.63
70744,18.18,10.03,0.35,1.98
70751,23.3,27.5,0.44,1.57
70752,16.08,18.99,0.3,-0.9
70753,19.34,22.84,0.36,0.22
70754,15.68,6.08,0.3,4.2
70767,26.99,13.54,0.52,3.52
70768,13.91,5.78,0.27,1.17
70770,11.99,5.48,0.22,-0.14
70772,11.58,5.55,0.21,0.15
70774,9.92,4.45,0.18,-0.39
70778,9.82,5.02,0.18,-1.29
70781,11.9,6.94,0.23,3.13
70782,11.49,6.79,0.23,2.63
70784,12.64,7.89,0.25,3.17
70786,11.68,6.15,0.25,1.41
70800,14.06,8.46,0.31,2.48
70812,11.63,4.56,0.21,-0.31
70813,11.13,4.36,0.2,-0.5
70820,17.65,3.47,0.34,6.2
70825,20.26,7.67,0.48,3.3
70826,20.5,7.76,0.49,3.37
70880,25.55,16.22,0.48,4.51
70881,29.44,18.69,0.56,5.53
70902,6.25,1.15,0.14,6.73
70913,15.29,8.54,0.28,2.65
70960,20.95,13.7,0.55,6.25
70963,15.63,11.43,0.36,3.12
70966,19.06,8.64,0.35,4.11
70967,16.85,7.63,0.31,3.33
70972,20.99,4.14,0.42,11.3
70974,32.75,32.13,0.59,4.23
70983,16.06,17.24,0.29,0.03
70984,11.22,12.05,0.2,-1.75
70991,13.49,7.19,0.25,0.6
70994,14.01,9.47,0.27,-0.03
70995,12.06,8.15,0.23,-1.0
70997,17.92,16.33,0.33,2.86
70998,25.38,23.13,0.47,5.18
71008,19.26,9.56,0.39,3.44
71020,17.15,9.66,0.32,4.29
71021,17.76,9.7,0.33,4.7
71022,13.02,6.76,0.25,3.08
71026,11.6,5.01,0.23,4.57
71030,14.43,5.26,0.29,6.33
71041,19.44,24.45,0.35,2.59
71042,18.48,23.23,0.33,2.23
71043,19.78,24.87,0.36,2.72
71045,14.27,3.5,0.29,5.8
71046,21.74,5.33,0.45,8.05
71047,18.61,4.56,0.38,7.11
71048,17.71,3.96,0.37,7.78
71049,19.42,4.34,0.4,8.37
71050,11.85,2.65,0.24,5.75
71051,18.15,10.3,0.38,3.38
71052,18.14,10.3,0.38,3.38
71053,18.55,8.12,0.39,3.81
71054,18.55,8.12,0.39,3.81
71057,23.45,15.13,0.44,4.18
71058,17.31,20.64,0.42,2.73
71059,16.52,12.13,0.32,2.06
71062,28.89,16.29,0.52,3.67
71064,15.72,8.68,0.31,5.08
71065,20.58,11.56,0.42,2.68
71070,22.03,9.68,0.41,5.06
71079,14.97,4.28,0.31,2.54
71080,20.7,12.32,0.42,3.63
71082,17.46,10.39,0.35,2.33
71086,19.33,10.34,0.37,3.93
71087,15.37,8.23,0.29,2.23
71088,16.53,8.85,0.31,2.73
71099,21.59,24.27,0.42,2.14
71100,15.87,17.84,0.31,0.26
71101,15.64,17.58,0.31,0.18
71102,14.54,16.35,0.28,-0.18
71104,12.57,2.88,0.24,7.57
71105,16.79,12.45,0.31,3.18
71106,23.16,10.66,0.42,3.21
71107,22.62,16.06,0.42,1.67
71111,22.23,6.39,0.42,5.94
71115,21.04,7.37,0.4,4.77
71120,11.64,7.25,0.22,1.2
71122,12.86,10.06,0.24,1.47
71123,16.46,12.24,0.3,1.53
71125,22.56,11.87,0.42,6.5
71129,9.62,2.47,0.18,11.07
71130,9.74,2.5,0.19,11.18
71140,14.2,7.79,0.26,1.26
71141,23.62,12.94,0.43,5.06
71144,6.42,2.3,0.12,4.1
71146,37.86,31.62,0.71,5.95
71176,15.26,8.45,0.29,3.15
71188,21.73,10.77,0.48,5.44
71189,21.7,29.0,0.4,2.35
71191,16.72,5.97,0.31,4.89
71199,15.54,13.98,0.29,-1.51
71201,41.35,7.03,0.81,8.06
71204,34.55,15.1,0.63,5.46
71205,32.64,18.88,0.57,4.05
71206,32.38,9.61,0.59,4.32
71208,23.73,31.88,0.5,2.94
71209,25.18,9.48,0.55,4.78
71211,20.56,5.24,0.39,2.89
71212,20.75,5.29,0.39,2.93
71218,10.65,4.26,0.2,3.22
71226,10.35,4.1,0.2,3.71
71234,19.28,7.47,0.35,4.92
71235,17.7,6.86,0.33,4.24
71236,9.59,4.49,0.2,-0.15
71237,21.41,10.82,0.39,2.46
71238,18.85,7.07,0.37,2.5
71239,18.69,7.01,0.37,2.46
71240,22.97,8.61,0.45,3.69
71245,21.02,7.55,0.42,2.5
71246,24.61,8.84,0.49,3.44
71249,15.74,4.49,0.31,3.05
71250,22.2,6.34,0.44,5.03
71253,23.67,8.96,0.47,3.22
71254,25.67,9.71,0.51,3.77
71259,22.88,7.91,0.44,4.02
71260,26.14,9.03,0.51,4.99
71263,15.09,6.57,0.28,2.95
71264,7.32,3.19,0.14,-1.34
71268,8.74,,,
71269,8.38,,,
71270,8.94,3.11,0.18,3.98
71271,22.45,6.3,0.42,5.51
71272,21.66,6.08,0.4,5.24
71273,24.44,6.86,0.45,6.19
71284,16.65,6.5,0.31,4.98
71285,17.24,6.73,0.33,5.24
71287,16.32,5.67,0.31,5.11
71288,16.43,5.7,0.32,5.16
71294,18.94,16.71,0.35,3.97
71302,15.02,13.26,0.28,2.42
71303,16.21,14.3,0.3,2.89
71312,20.18,21.36,0.39,2.88
71313,19.37,20.51,0.38,2.61
71314,21.87,23.16,0.42,3.43
71345,19.87,6.91,0.37,4.92
71346,19.47,6.77,0.37,4.76
71347,14.8,55.74,0.27,-0.47
71348,13.67,51.49,0.25,-1.0
71349,14.74,55.5,0.27,-0.5
71352,15.86,25.74,0.29,0.52
71353,14.53,23.57,0.27,-0.09
71354,14.75,23.94,0.27,0.01
71357,17.16,57.73,0.32,0.93
71358,16.4,55.17,0.3,0.61
71359,14.76,49.67,0.27,-0.08
71362,15.32,4.76,0.32,6.88
71368,18.06,8.58,0.35,4.41
71370,17.95,8.53,0.34,4.35
71372,16.21,7.7,0.31,3.45
71374,13.94,6.63,0.27,2.27
71382,32.89,19.46,0.66,6.05
71383,31.99,18.94,0.64,5.81
71384,27.22,16.11,0.54,4.55
71399,22.97,9.59,0.46,7.3
71400,21.58,9.01,0.43,6.76
71401,20.65,8.63,0.41,6.39
71402,21.97,9.18,0.44,6.91
71403,20.81,8.69,0.41,6.45
71404,21.3,8.9,0.42,6.65
71405,18.32,7.65,0.36,5.48
71407,18.79,8.54,0.39,5.66
71408,21.88,25.91,0.42,3.37
71409,13.83,16.38,0.27,0.29
71410,13.26,15.7,0.26,0.07
71416,20.53,7.09,0.43,5.24
71417,21.99,7.59,0.46,5.73
71418,21.14,7.3,0.44,5.44
71422,14.73,5.26,0.27,3.28
71423,10.6,2.89,0.2,4.28
71426,13.5,2.37,0.32,8.21
71430,23.3,6.81,0.48,8.03
71432,24.82,7.25,0.51,8.55
71433,20.64,6.03,0.42,7.12
71436,20.0,7.1,0.4,5.51
71437,25.56,9.07,0.52,7.4
71438,22.9,8.13,0.46,6.5
71439,16.43,5.83,0.33,4.29
71440,26.44,9.38,0.53,7.7
71442,15.29,5.53,0.3,3.99
71443,11.93,4.31,0.23,2.47
71444,9.57,3.46,0.18,1.4
71445,9.53,4.32,0.18,1.45
71446,9.15,4.15,0.17,1.21
71447,7.9,3.58,0.15,0.4
71457,35.33,8.86,0.69,11.18
71458,25.09,6.3,0.49,8.27
71461,34.77,8.72,0.68,11.02
71462,25.4,6.37,0.49,8.35
71465,36.57,9.18,0.71,11.53
71466,25.39,6.37,0.49,8.35
71469,35.95,9.02,0.7,11.35
71470,25.0,6.27,0.49,8.24
71517,20.77,20.56,0.42,4.15
71533,20.32,10.88,0.48,3.15
71534,19.93,10.67,0.48,3.01
71536,22.44,10.97,0.47,3.0
71537,22.23,10.87,0.46,2.94
71540,19.61,6.81,0.38,3.27
71541,20.84,7.24,0.41,3.67
71543,18.57,8.02,0.36,4.54
71544,19.04,8.23,0.37,4.74
71546,15.26,7.51,0.3,3.14
71549,13.84,12.38,0.27,0.57
71556,15.07,6.57,0.3,3.99
71557,18.56,8.1,0.37,5.45
71558,20.79,9.07,0.41,6.38
71559,15.9,6.94,0.31,4.33
71572,20.57,38.85,0.38,1.13
71574,16.82,8.23,0.32,5.76
71575,17.82,8.53,0.39,2.59
71644,5.77,,,
71645,5.51,,,
71646,7.55,,,
71647,5.51,,,
71651,9.27,2.05,0.2,8.12
71652,9.27,2.05,0.2,8.12
71664,12.58,3.79,0.25,3.15
71665,19.64,12.14,0.38,1.59
71675,18.06,14.98,0.35,2.69
71679,16.46,6.01,0.31,4.1
71680,10.88,3.97,0.21,1.91
71681,10.58,3.86,0.2,1.79
71682,15.89,4.25,0.3,3.99
71683,11.07,2.96,0.21,2.22
71684,11.91,3.19,0.22,2.53
71685,14.4,3.2,0.27,4.16
71686,11.3,2.52,0.21,3.04
71687,12.18,2.71,0.23,3.36
71688,39.79,19.13,0.76,5.09
71692,34.5,21.51,0.66,4.82
71698,28.72,19.11,0.57,5.6
71700,9.08,3.16,0.17,3.07
71701,16.12,10.6,0.34,3.1
71725,22.43,4.53,0.42,3.51
71726,20.25,4.09,0.38,3.06
71728,19.03,4.57,0.43,4.27
71731,7.05,,,
71732,5.49,,,
71734,15.41,5.58,0.37,1.71
71775,23.23,17.59,0.43,4.69
71782,22.03,13.33,0.41,5.65
71795,14.31,4.96,0.27,4.6
71796,13.89,4.81,0.26,4.4
71798,25.95,7.47,0.49,9.34
71799,16.92,4.87,0.32,6.07
71801,29.53,5.66,0.57,9.87
71802,27.81,5.33,0.53,9.41
71804,25.29,10.52,0.48,5.2
71812,19.12,6.79,0.41,6.19
71819,20.45,7.2,0.45,5.93
71825,22.2,6.85,0.45,5.74
71843,15.76,3.24,0.33,4.14
71879,56.43,37.76,1.12,7.88
71880,39.1,26.16,0.78,5.37
71882,11.33,4.53,0.22,5.03
71883,10.62,4.24,0.2,4.47
71884,11.86,6.72,0.23,2.17
71885,11.56,6.55,0.22,1.96
71886,11.1,5.79,0.21,4.09
71887,10.18,5.32,0.2,3.37
71902,28.99,43.59,0.53,4.75
71904,21.81,32.8,0.4,2.56
71905,17.22,25.9,0.31,1.16
71908,18.23,27.42,0.33,1.47
71913,15.53,8.13,0.29,3.48
71916,35.9,15.74,0.69,3.71
71917,25.69,11.26,0.49,1.99
71918,34.96,15.33,0.67,3.55
71921,20.83,11.77,0.47,5.19
71922,20.78,11.75,0.47,5.17
71923,21.65,12.24,0.49,5.49
71924,25.14,14.21,0.57,6.75
71925,21.03,11.89,0.48,5.26
71927,26.06,13.08,0.48,6.0
71928,25.18,12.64,0.46,5.71
71929,25.93,13.01,0.48,5.95
71930,27.69,13.9,0.51,6.52
71931,22.74,11.41,0.42,4.92
71967,12.14,8.78,0.33,0.65
71969,15.1,10.47,0.39,2.09
71970,14.53,10.07,0.38,1.87
71974,16.27,8.79,0.3,3.98
71975,19.97,6.28,0.37,4.64
71976,23.07,7.25,0.43,5.78
71977,21.65,6.81,0.4,5.26
71984,14.7,7.86,0.28,-0.04
71988,8.04,,,
71989,8.36,,,
71990,8.07,,,
72000,18.05,20.61,0.33,2.27
72001,16.99,19.4,0.31,1.82
72003,19.57,20.52,0.38,2.56
72004,17.08,17.91,0.33,1.47
72008,21.8,9.39,0.41,3.28
72009,25.72,11.08,0.48,4.41
72011,21.9,12.81,0.4,2.86
72012,22.47,13.14,0.41,3.04
72014,25.02,16.54,0.46,4.27
72015,21.55,14.25,0.4,3.0
72017,22.41,15.38,0.41,3.24
72018,19.91,13.67,0.37,2.3
72020,15.57,11.13,0.31,1.12
72021,15.7,7.81,0.31,1.71
72023,16.42,8.17,0.32,2.09
72026,9.32,6.67,0.19,0.84
72027,9.72,7.35,0.2,1.69
72028,9.5,6.2,0.2,1.85
72029,9.7,5.62,0.2,2.04
72035,13.23,8.26,0.28,1.45
72036,12.21,7.62,0.26,1.07
72041,19.15,10.64,0.36,3.55
72042,16.85,9.36,0.32,2.79
72081,26.82,5.44,0.53,9.5
72082,28.2,5.71,0.56,9.84
72103,25.41,7.06,0.47,4.86
72104,17.61,4.89,0.33,2.74
72105,44.65,16.64,0.83,6.81
72106,44.14,16.45,0.82,6.72
72107,34.25,12.77,0.64,4.84
72108,43.73,16.3,0.81,6.64
72109,19.92,11.35,0.38,4.79
72110,13.71,7.81,0.26,2.39
72111,15.78,8.99,0.3,3.19
72112,18.63,10.61,0.35,4.29
72113,16.04,9.14,0.3,3.29
72114,14.49,8.25,0.27,2.69
72144,17.82,9.27,0.33,2.88
72149,13.19,5.08,0.25,5.29
72150,8.98,2.93,0.17,3.45
72151,10.48,2.68,0.2,3.75
72161,20.3,7.42,0.38,3.93
72163,20.96,8.9,0.41,4.48
72165,19.59,6.7,0.36,3.48
72185,11.31,5.9,0.21,0.32
72186,9.26,4.83,0.17,-0.93
72187,8.92,4.65,0.16,-1.14
72188,26.63,6.91,0.52,9.03
72189,26.25,6.81,0.52,8.91
72190,22.94,5.95,0.45,7.81
72191,26.63,6.91,0.52,9.03
72192,25.52,6.62,0.5,8.67
72195,17.31,9.56,0.35,2.33
72203,24.1,16.21,0.47,4.55
72204,18.67,12.56,0.37,2.68
72212,23.52,5.44,0.5,5.41
72221,26.65,6.1,0.57,7.81
72224,9.56,5.27,0.19,1.77
72227,5.65,2.19,0.11,3.3
72230,14.31,3.45,0.27,10.19
72237,18.73,16.83,0.36,2.62
72238,24.54,22.04,0.47,4.16
72240,25.57,43.05,0.47,5.08
72252,26.59,17.32,0.55,3.63
72253,19.45,16.15,0.38,1.19
72263,19.04,12.15,0.36,3.51
72281,17.04,3.42,0.33,4.75
72283,14.32,3.99,0.29,3.96
72284,10.18,2.88,0.2,3.52
72285,15.29,6.7,0.32,3.63
72286,14.11,6.18,0.3,3.03
72289,20.27,21.45,0.39,4.04
72290,18.71,19.8,0.36,3.32
72314,13.6,28.1,0.26,-0.28
72318,14.13,10.71,0.28,0.83
72321,17.92,7.42,0.34,3.01
72335,14.51,6.16,0.35,5.84
72336,12.61,5.35,0.3,4.9
72337,17.0,7.21,0.41,7.06
72339,12.45,9.4,0.26,2.5
72340,13.17,9.94,0.28,3.01
72347,9.16,4.3,0.18,-0.55
72348,36.88,23.87,0.67,5.3
72349,30.46,19.71,0.56,4.01
72357,24.67,19.27,0.5,2.69
72358,28.62,22.35,0.59,3.46
72362,23.18,6.7,0.44,8.03
72363,19.79,6.15,0.37,6.64
72370,15.58,17.38,0.3,0.25
72372,23.01,7.63,0.46,6.68
72373,27.28,6.59,0.53,7.54
72395,14.71,6.16,0.27,1.8
72405,34.29,25.92,0.65,5.72
72412,15.74,12.61,0.31,1.53
72414,18.18,14.57,0.36,2.44
72415,18.84,15.1,0.37,2.69
72416,15.52,12.43,0.3,1.45
72419,18.53,3.45,0.37,8.47
72420,27.08,4.54,0.53,12.58
72422,31.92,29.83,0.6,4.02
72423,33.78,31.57,0.63,4.43
72424,36.8,34.39,0.69,5.09
72425,31.37,29.31,0.59,3.9
72426,23.24,21.72,0.44,2.12
72440,18.49,13.92,0.37,2.52
72442,22.56,16.99,0.46,3.67
72443,20.91,15.74,0.42,3.2
72444,19.85,14.95,0.4,2.91
72457,25.63,12.26,0.53,4.39
72461,17.68,8.25,0.32,2.37
72462,13.1,6.11,0.24,0.95
72483,18.83,13.64,0.49,3.99
72488,73.72,12.01,1.48,7.79
72489,66.84,10.89,1.34,7.08
72490,75.34,12.27,1.52,7.96
72492,44.54,9.65,1.04,6.06
72494,38.76,7.1,0.9,6.39
72495,47.98,8.79,1.11,8.14
72519,15.12,7.29,0.28,3.11
72520,12.41,5.83,0.23,1.91
72521,17.18,6.85,0.33,4.6
72524,20.51,6.48,0.38,5.73
72527,21.72,21.26,0.4,3.88
72528,13.56,13.27,0.25,0.79
72548,16.25,14.14,0.31,2.91
72549,22.14,10.82,0.41,4.87
72552,21.42,14.65,0.39,4.23
72588,22.52,25.62,0.44,4.27
72589,15.0,17.06,0.29,1.46
72590,18.07,20.55,0.35,2.61
72591,16.2,18.43,0.32,1.91
72592,21.22,27.54,0.42,4.38
72593,14.73,19.11,0.29,2.04
72603,17.95,15.07,0.33,1.38
72604,17.54,14.73,0.33,1.24
72605,17.7,14.86,0.33,1.3
72606,15.41,12.93,0.29,0.55
72607,20.25,8.73,0.41,6.13
72608,14.6,4.49,0.29,4.65
72609,16.02,7.45,0.31,4.35
72610,14.77,6.4,0.29,3.54
72612,21.72,11.17,0.39,2.71
72620,9.72,6.89,0.21,-1.2
72623,29.03,22.59,0.54,6.51
72652,25.26,38.89,0.57,4.16
72653,8.5,2.0,0.16,10.89
72654,7.59,1.79,0.15,10.0
72655,8.23,1.94,0.16,10.62
72657,6.48,,,
72658,3.85,,,
72659,3.58,,,
72666,22.18,12.05,0.42,4.86
72667,16.66,9.05,0.31,3.18
72672,28.32,31.11,0.51,3.46
72673,34.74,13.9,0.65,5.11
72675,22.14,17.12,0.43,4.95
72676,24.36,14.41,0.48,6.35
72677,17.84,12.65,0.33,4.26
72682,14.73,6.89,0.28,2.62
72683,19.45,9.11,0.37,4.79
72684,14.1,6.6,0.27,2.34
72685,14.31,6.7,0.27,2.43
72697,20.89,16.5,0.4,3.2
72698,21.45,16.95,0.41,3.41
72699,22.4,17.7,0.43,3.77
72700,17.01,13.44,0.32,1.73
72703,16.64,11.37,0.32,1.93
72704,16.48,11.26,0.31,1.87
72705,16.95,11.58,0.32,2.05
72707,24.77,22.45,0.5,4.08
72708,18.94,17.17,0.38,2.52
72709,24.64,22.34,0.5,4.05
72719,17.67,7.25,0.33,3.73
72722,21.12,5.35,0.39,3.8
72723,21.55,5.13,0.4,4.0
72724,9.83,2.99,0.18,1.61
72736,15.72,5.54,0.29,6.18
72737,12.63,4.45,0.24,4.45
72739,13.58,4.78,0.25,4.98
72742,18.62,8.31,0.35,5.86
72743,13.37,5.97,0.25,3.15
72745,14.11,6.3,0.26,3.53
72749,12.78,5.2,0.25,0.59
72750,18.94,7.7,0.37,2.77
72751,21.96,8.93,0.42,3.84
72756,23.11,11.39,0.44,7.5
72770,23.37,26.94,0.45,4.36
72782,10.9,3.78,0.22,3.86
72799,20.81,15.12,0.38,2.73
72800,18.05,13.11,0.33,1.73
72801,17.7,12.86,0.32,1.61
72802,11.58,8.41,0.21,-0.6
72810,17.35,,,
72814,27.57,16.34,0.51,5.51
72829,15.02,5.13,0.31,5.31
72831,18.5,7.19,0.39,4.07
72833,14.69,10.36,0.27,0.15
72842,7.4,,,
72843,7.05,,,
72858,29.12,16.8,0.55,6.2
72866,43.92,31.27,1.12,9.1
72867,12.12,5.8,0.24,1.4
72889,15.38,5.86,0.29,5.29
72890,10.4,3.96,0.2,3.04
72892,24.05,10.95,0.45,7.59
72893,15.91,7.24,0.3,4.37
72904,23.23,12.99,0.43,3.86
72905,21.81,12.19,0.4,3.59
72906,24.1,13.47,0.45,4.03
72907,21.02,11.75,0.39,3.44
72909,26.28,14.69,0.49,4.44
72912,13.25,5.87,0.25,2.49
72913,13.54,5.99,0.25,2.65
72915,13.8,7.53,0.26,1.23
72916,11.75,6.41,0.22,0.16
72925,22.12,4.69,0.51,7.85
72926,22.45,6.85,0.52,6.67
72931,20.1,40.85,0.36,2.78
72932,14.92,30.33,0.27,0.3
72935,15.45,9.79,0.28,2.42
72936,10.7,8.55,0.23,2.17
72941,11.56,8.67,0.24,2.54
72946,40.46,17.37,0.76,7.54
72947,41.0,17.6,0.77,7.66
72949,23.84,13.86,0.43,3.69
72950,23.16,13.46,0.42,3.47
72952,25.36,16.12,0.47,4.43
72953,22.24,14.14,0.41,3.34
72961,15.04,5.3,0.3,3.69
72963,14.72,9.56,0.29,1.89
72965,15.6,10.13,0.31,2.38
72968,9.79,6.59,0.2,1.88
72969,8.5,6.23,0.17,0.09
72975,31.03,282.95,0.6,4.48
72976,21.3,12.11,0.4,4.42
72977,18.83,10.71,0.35,3.71
72982,18.84,10.91,0.35,3.32
72983,18.52,10.72,0.35,3.21
72985,19.98,11.79,0.4,3.81
72986,19.72,11.63,0.39,3.72
73034,29.36,15.83,0.54,7.18
73035,26.52,14.3,0.49,6.37
73073,18.06,3.94,0.36,7.29
73074,19.39,4.23,0.38,7.64
73088,25.42,20.71,0.46,3.21
73098,21.97,7.36,0.41,3.68
73100,13.59,4.55,0.25,0.93
73111,24.49,8.45,0.46,4.6
73113,15.06,5.2,0.28,1.76
73155,10.15,3.86,0.19,3.19
73170,22.28,7.48,0.41,5.56
73188,15.45,6.68,0.29,3.23
73189,14.91,6.44,0.28,2.95
73190,13.71,5.93,0.26,2.35
73192,9.58,4.48,0.18,0.48
73198,17.31,8.08,0.32,3.65
73200,11.31,4.93,0.22,4.72
73201,16.13,17.07,0.33,2.14
73207,33.0,27.14,0.61,4.57
73208,42.64,35.06,0.79,6.65
73210,30.1,26.13,0.58,4.96
73211,21.15,18.36,0.41,2.31
73218,11.14,7.98,0.21,1.12
73219,9.17,6.57,0.17,0.1
73222,7.82,4.38,0.15,0.98
73228,20.71,20.62,0.45,2.09
73229,22.64,22.55,0.49,2.61
73231,19.16,17.74,0.34,1.47
73232,23.93,22.17,0.43,2.66
73234,13.95,9.46,0.26,3.55
73235,15.2,12.92,0.29,2.8
73236,14.16,8.8,0.28,2.26
73242,17.26,7.61,0.36,5.19
73243,20.74,9.15,0.43,6.52
73245,21.58,13.63,0.4,2.53
73247,17.95,7.3,0.36,5.15
73248,11.52,4.69,0.23,1.74
73249,13.89,6.9,0.27,2.71
73251,13.95,6.93,0.27,2.75
73252,14.2,7.05,0.27,2.92
73254,13.92,6.91,0.27,2.73
73255,12.57,6.24,0.24,1.79
73257,11.67,5.8,0.23,1.17
73259,42.34,39.12,0.8,7.41
73264,23.98,22.16,0.45,3.11
73266,21.06,4.5,0.41,5.91
73269,21.88,5.05,0.42,5.26
73275,13.38,8.2,0.25,1.89
73283,24.68,12.2,0.45,3.18
73284,14.41,6.35,0.3,4.1
73285,13.0,5.73,0.27,3.31
73308,14.03,8.34,0.27,2.66
73313,15.3,12.44,0.28,1.01
73315,16.17,12.84,0.3,1.56
73317,15.04,13.09,0.3,1.42
73319,14.75,12.19,0.29,1.27
73321,31.29,5.46,0.62,6.92
73322,25.82,4.51,0.51,5.89
73324,26.08,4.55,0.52,5.94
73326,11.94,5.75,0.22,1.39
73327,13.62,10.5,0.25,-0.44
73331,7.37,3.88,0.14,-0.72
73332,6.5,3.42,0.12,-1.27
73333,9.68,5.09,0.18,0.73
73334,13.52,11.41,0.27,0.87
73335,11.74,9.91,0.24,0.16
73336,11.28,4.84,0.22,2.38
73337,10.24,4.39,0.2,1.88
73338,11.99,5.07,0.22,1.38
73339,10.5,4.44,0.19,0.69
73340,17.14,16.73,0.31,2.35
73341,13.98,13.65,0.26,0.95
73342,12.33,12.04,0.23,0.22
73343,15.97,3.91,0.32,10.66
73345,10.85,2.66,0.21,7.76
73346,13.27,3.25,0.26,9.13
73349,12.5,10.61,0.26,2.37
73350,13.33,11.31,0.28,2.97
73357,12.5,10.61,0.26,2.37
73358,13.09,11.1,0.28,2.79
73362,3.69,,,
73364,4.19,,,
73372,46.86,7.7,0.94,10.6
73377,15.17,29.3,0.3,-0.51
73461,30.0,58.55,0.55,4.31
73462,34.65,67.62,0.64,5.44
73474,21.32,8.97,0.42,5.74
73475,20.93,8.81,0.41,5.58
73525,21.01,12.95,0.39,6.08
73526,22.99,14.17,0.42,6.93
73527,20.52,12.65,0.38,5.86
73528,17.62,10.86,0.32,4.61
73530,20.87,13.22,0.37,1.87
73533,28.73,12.72,0.52,5.26
73536,16.07,10.68,0.31,0.5
73540,19.58,6.24,0.47,6.98
73541,25.79,4.17,0.51,5.85
73542,27.78,4.49,0.55,6.23
73543,26.56,4.29,0.53,6.0
73546,20.51,4.34,0.42,6.36
73547,20.77,3.77,0.46,8.69
73548,19.97,7.35,0.37,4.02
73550,26.63,9.8,0.49,5.82
73572,15.15,8.34,0.28,2.38
73573,13.55,6.08,0.25,2.2
73574,15.39,7.22,0.29,3.35
73577,18.49,9.28,0.35,3.71
73582,19.55,4.22,0.37,8.62
73586,19.26,16.43,0.36,3.52
73588,19.16,7.83,0.41,4.22
73608,24.21,8.66,0.49,5.38
73609,27.15,9.71,0.55,6.29
73613,13.71,7.88,0.25,1.39
73614,15.99,13.87,0.31,3.13
73615,15.91,13.8,0.31,3.08
73616,14.32,12.42,0.28,2.18
73631,18.2,21.18,0.35,2.82
73674,13.46,4.99,0.26,3.77
73675,23.78,7.75,0.47,7.98
73676,16.44,6.73,0.33,4.47
73677,16.34,8.72,0.32,3.86
73687,19.55,14.25,0.44,2.31
73691,13.89,11.04,0.26,2.33
73692,10.84,8.62,0.21,0.59
73693,11.03,8.76,0.21,0.7
73695,13.96,11.11,0.26,1.5
73696,10.52,8.37,0.2,-0.39
73697,10.56,8.41,0.2,-0.36
73705,23.79,56.08,0.65,4.42
73708,32.56,20.16,0.59,3.8
73710,21.15,6.53,0.52,5.45
73711,21.86,6.96,0.44,4.55
73712,24.1,16.76,0.47,5.65
73714,24.21,16.84,0.47,5.69
73715,22.22,11.32,0.44,6.46
73716,22.03,11.22,0.44,6.4
73717,31.02,21.41,0.56,4.77
73718,26.65,18.39,0.48,3.67
73719,30.72,21.2,0.56,4.69
73720,23.8,14.51,0.45,4.62
73721,22.67,4.44,0.43,5.07
73728,11.82,6.21,0.23,0.74
73729,15.73,8.26,0.31,2.76
73730,12.01,6.31,0.23,0.84
73731,12.4,6.51,0.24,1.04
73732,10.75,6.19,0.22,0.26
73733,14.93,8.6,0.31,2.47
73734,11.98,6.89,0.25,0.9
73735,14.12,8.13,0.29,2.04
73736,13.44,7.74,0.28,1.68
73748,21.88,10.37,0.4,2.54
73750,15.46,7.76,0.29,3.81
73752,16.19,7.29,0.3,2.6
73754,19.7,3.87,0.38,4.88
73755,15.83,13.35,0.29,2.2
73758,22.39,9.01,0.43,4.44
73784,5.53,,,
73796,20.3,24.68,0.38,3.94
73819,29.22,13.11,0.56,4.65
73820,26.36,11.83,0.5,4.02
73821,26.08,11.7,0.5,3.95
73830,13.74,8.14,0.31,4.4
73865,27.09,10.2,0.63,6.95
73866,27.44,10.33,0.64,7.06
73871,22.98,10.23,0.52,6.67
73872,24.34,10.84,0.55,7.16
73880,28.09,11.85,0.65,6.19
73881,28.14,11.87,0.65,6.21
73884,22.67,6.6,0.49,6.76
73885,17.16,6.71,0.35,4.87
73892,16.42,11.58,0.3,0.7
73944,21.07,156.95,0.39,1.29
73945,24.64,183.55,0.45,2.15
73955,19.33,20.52,0.36,1.31
73960,18.44,18.02,0.38,2.08
73961,16.91,16.52,0.35,1.59
73962,26.49,25.88,0.55,4.65
73977,33.08,21.54,0.61,3.67
73978,26.73,17.4,0.49,2.64
73980,37.82,24.63,0.7,4.44
73983,46.75,30.44,0.86,5.89
